district,male_mean_age_4,male_mean_education_4,male_pct_no_education_4,male_pct_higher_education_4,male_literacy_rate_4,male_urban_share_4,male_mean_wealth_index_4,male_mean_hh_size_4,male_pct_married_4,male_pct_has_mobile_4,male_pct_has_bank_account_4,male_mean_digital_access_4,n_men_4,female_mean_age_4,female_mean_education_4,female_pct_no_education_4,female_literacy_rate_4,female_urban_share_4,female_mean_wealth_index_4,female_mean_hh_size_4,female_mean_children_u5_4,female_pct_married_4,female_pct_breastfeeding_4,female_pct_has_mobile_4,female_mean_digital_access_4,n_women_4,digital_gender_gap_mobile_4,digital_gender_gap_score_4,mean_education_4,mean_age_4,urban_share_4,mean_hh_size_4,mean_wealth_index_4,n_total_4,education_gender_gap_4,literacy_gender_gap_4
kamrup metropolitan,33.950718,9.7238598,4.6054397,55.03006,168.07616,87.747131,540148.9014,4.883986,63.320194,95.462868,87.039818,1.7960947,191.7244924,31.346716,9.0792646,12.293754,166.33914,81.622459,67391.82541,4.5781093,0.38537535,67.185341,15.217654,78.996742,1.0789694,709.4025261,16.466125,0.7171253,9.2164097,31.900745,84.684799,4.7310476,167976,901.12701,0.64459515,1.7370148
nalbari,34.248482,8.4044552,14.588695,52.605484,162.84813,14.070477,-380805.4748,4.9009676,67.222389,83.953545,78.020218,1.4819878,106.8824829,30.119617,7.4571118,17.636347,152.81494,10.454282,-30435.40805,5.2215281,0.45333722,73.018066,18.999655,50.01796,0.63019007,437.3195083,33.935585,0.85179776,7.6431723,30.930536,12.262379,5.0612478,-99248.867,544.20197,0.94734335,10.033188
baksa,34.792957,7.8823557,16.169512,56.306606,141.38988,0,-510384.061,4.9076471,67.241829,85.795586,86.387581,1.6864177,125.6199275,29.788975,6.8688183,22.100163,141.2812,1.3176844,-41345.72986,5.3270469,0.59550387,76.26107,24.264006,50.620239,0.60409576,536.1085822,35.175346,1.0823219,7.0612245,30.738911,0.65884221,5.1173468,-130386.12,661.72852,1.0135374,0.1086731
darrang,32.103218,6.8297801,22.311241,41.340355,123.1601,4.8374953,-466773.3386,5.0546041,71.065125,89.385223,82.446236,1.8595816,131.9312225,29.539873,6.3513656,26.14094,129.54216,8.2526007,-49225.83465,5.2872591,0.57946688,73.427597,24.082787,35.325253,0.42894486,511.974425,54.059971,1.4306368,6.449389,30.065083,6.5450478,5.1709318,-134778.05,643.90564,0.47841454,-6.3820572
udalguri,34.454716,7.1658158,15.613129,60.858494,143.32042,4.5464697,-551339.4745,4.6984801,69.358536,86.984711,77.039017,1.5334711,101.9083713,30.43819,6.0703473,28.993256,125.77206,5.5603833,-46058.15749,5.2067204,0.54922485,74.061287,21.363365,50.546749,0.59401381,471.7002109,36.437962,0.9394573,6.2649703,31.151773,5.0534267,4.9526005,-135827.38,573.60858,1.0954685,17.548363
darjiling,32.85907,8.2128706,7.4035115,63.101601,149.34341,40.166752,-67616.79757,4.3871574,65.413628,89.160858,91.365257,1.6856524,230.6335843,30.559467,7.3011351,18.20771,150.81801,37.421623,27448.30057,5.342175,0.41737553,68.816963,12.935249,51.817966,1.0042065,1097.376965,37.342892,0.68144584,7.4594746,30.958836,38.794189,4.864666,10938.488,1328.0105,0.91173553,-1.4745941
jalpaiguri,34.107185,7.9884171,13.738288,41.770599,133.30142,29.643097,-199287.3854,4.4580464,65.047699,89.220337,88.614479,1.6644889,539.68893,30.347086,5.8289704,29.314402,124.46481,23.644033,-32654.85117,4.8640099,0.41012377,73.898506,16.474165,36.678391,0.69003373,2184.926747,52.541946,0.97445518,6.2567115,31.091883,26.643566,4.6610279,-65661.242,2724.6157,2.1594467,8.8366089
koch bihar,32.767014,6.8617172,14.024465,50.74522,127.48358,11.592505,-521786.3419,4.840827,69.283432,92.40107,84.944824,1.6217375,440.0945842,30.746353,5.8374281,23.498177,124.50642,9.151576,-46563.20153,4.6653118,0.43797314,80.830605,18.452147,38.292988,0.54952347,1698.597439,54.108082,1.072214,6.0482035,31.162159,10.37204,4.7530694,-144353.41,2138.6921,1.0242891,2.9771652
uttar dinajpur,32.84164,6.7997937,21.058035,40.780361,123.48002,12.244085,-443321.712,5.0895405,64.600319,91.463875,86.989868,1.6622266,368.7018083,28.603239,4.4416347,45.260506,96.667099,13.267289,-59618.44794,5.9850202,0.69620585,74.322891,23.206585,25.990414,0.45352152,1738.788578,65.473465,1.2087051,4.8541903,29.34474,12.755688,5.5372801,-126746.67,2107.4905,2.3581591,26.81292
dakshin dinajpur,33.934608,7.3027935,17.150887,45.730167,131.43024,17.123079,-426231.1692,4.5087948,66.779419,85.180984,88.40554,1.5450737,256.6517917,30.192358,5.9193082,24.177681,136.58691,13.398383,-52625.70871,4.6276374,0.40656739,77.911705,18.143847,25.040453,0.68452203,958.2168008,60.140533,0.86055171,6.2115817,30.982943,15.260731,4.5682163,-131553.19,1214.8687,1.3834853,-5.1566772
maldah,32.126907,6.6064973,21.891005,41.196014,128.37735,11.368631,-614379.9107,4.72121,63.98616,88.054161,87.972031,1.6296471,487.2486939,28.834644,5.4005399,28.613373,124.62372,14.008559,-47841.70389,5.2435536,0.63225991,78.418518,22.566391,38.603367,0.58504391,2224.322364,49.450794,1.0446032,5.6172414,29.426239,12.688595,4.9823818,-149644.31,2711.571,1.2059574,3.7536316
murshidabad,32.603733,5.6955838,24.273104,44.426571,114.17753,16.772982,-770615.6868,5.2110696,70.797173,81.493614,87.523788,1.5089195,1086.800058,29.379333,5.8786678,26.393328,126.08867,22.965944,-33564.61864,5.4118156,0.5745641,80.732483,22.007309,47.190147,0.63554114,4642.800128,34.303467,0.87337834,5.8439403,29.990942,19.869463,5.3114424,-173369.69,5729.6001,-0.18308401,-11.91114
birbhum,32.3615,6.2491031,23.907673,40.701492,116.87103,11.429734,-700649.362,4.9217215,68.875092,87.161354,87.655327,1.6371282,526.6202295,30.209257,5.6600056,28.119665,117.83091,14.991792,-50026.11514,5.0432467,0.41508546,81.139908,19.709562,28.437973,0.6610384,2183.727486,58.723381,0.97608984,5.774467,30.627438,13.210763,4.9824839,-176442.13,2710.3477,0.5890975,-0.95988464
nadia,33.183872,7.227509,11.655755,46.798004,128.23929,27.88159,-392134.5749,4.1499414,68.89135,83.495453,81.450432,1.5528114,744.0870626,30.901161,6.4837112,19.996548,137.59729,28.68387,-7608.98131,4.8345132,0.4105781,81.553116,19.469862,39.932751,0.81591773,3121.442928,43.562702,0.73689365,6.6268868,31.340567,28.28273,4.4922276,-81627.43,3865.53,0.74379778,-9.3580017
north twenty four parganas,33.824429,8.1304703,11.216936,53.367741,151.61389,57.631294,324840.7447,4.6875181,67.542877,95.073013,86.832092,1.8978082,1452.050222,30.914751,7.9452324,10.784646,161.27556,57.255787,20405.28152,4.8025942,0.41111401,79.051491,15.092471,51.057697,0.95007151,6124.032041,44.015316,0.94773668,7.9807353,31.472427,57.443542,4.7450562,78754.117,7576.082,0.18523788,-9.6616669
hugli,34.650791,7.3102665,15.20927,44.820831,140.35139,35.201733,-171013.9006,5.1666818,73.818169,90.137138,81.773186,1.7176282,702.1948748,31.179129,6.8181181,17.513655,148.60905,35.256287,907.1229158,5.017241,0.43341622,79.60453,15.977595,49.734859,0.90823483,3389.268022,40.402279,0.80939341,6.9025826,31.77495,35.229012,5.0919614,-28598.721,4091.4629,0.4921484,-8.2576599
bankura,32.978252,6.8437266,16.975443,43.132221,119.76851,8.4260445,-855943.6698,5.1822605,71.494499,82.211792,86.740753,1.5669401,491.3743169,30.620138,5.7873335,28.689068,122.60757,10.334524,-49759.79632,5.555088,0.4854604,79.288406,18.912354,28.509081,0.60244256,2099.187368,53.702713,0.96449751,5.9877086,31.067423,9.3802843,5.3686743,-202675.69,2590.5618,1.0563931,-2.8390656
puruliya,32.581337,7.6792378,13.610983,61.691082,153.88376,18.034222,-1013522.383,5.1021438,65.691452,83.546539,83.889938,1.4179087,344.5464013,29.932083,4.2332726,45.76646,91.075714,15.90554,-87027.92903,6.4068661,0.69914496,79.420502,25.01162,25.680077,0.40227267,1705.396365,57.866463,1.015636,4.8124571,30.377359,16.969881,5.7545052,-242749.52,2049.9429,3.4459653,62.808044
haora,35.629524,8.751194,4.1724172,59.888695,161.02634,65.032249,321367.1566,4.7215667,65.142723,94.636139,94.852356,2.073787,630.8775966,30.261732,7.4575291,14.085672,149.23802,62.016342,20962.1218,5.2162728,0.45280153,74.45459,14.223073,60.266068,0.96496272,2956.602046,34.370071,1.1088243,7.6850271,31.205687,63.524296,4.9689198,73789.961,3587.4797,1.2936649,11.788315
kolkata,35.188145,10.656287,8.816741,39.194382,165.99222,100,857158.7514,4.3788271,58.528019,93.314339,93.447098,2.2012887,574.7632916,31.013504,8.7475328,13.783479,161.02296,100,66514.00622,5.1736784,0.35757914,69.195595,10.50236,67.679573,1.1122242,2559.04846,25.634766,1.0890645,9.0976124,31.779163,100,4.7762527,211523.86,3133.8118,1.9087543,4.9692535
south twenty four parganas,32.655655,7.5577102,8.0836039,58.322914,163.46782,29.428942,-413173.7539,5.0419083,75.441223,90.695595,93.320999,1.8717364,1135.733655,29.170513,6.4468246,17.129707,140.54016,27.534002,-43309.30293,5.3665113,0.57263708,79.086723,21.559589,33.988213,0.65073097,5056.086946,56.707382,1.2210054,6.6505885,29.809774,28.481472,5.2042098,-111151.63,6191.8208,1.1108856,22.927658
paschim medinipur,32.607357,7.0845003,10.479831,52.36948,131.26974,18.859989,-908235.191,4.6290736,73.723785,84.748123,83.161057,1.5080465,791.4857779,30.180218,6.3171363,20.963501,134.99284,10.543483,-42826.54986,6.0378342,0.50413996,78.497978,17.095678,40.442978,0.67324919,3934.397161,44.305145,0.83479732,6.4456534,30.586712,14.701736,5.3334541,-187764.25,4725.8828,0.76736403,-3.7230988
purba medinipur,32.306389,6.6630855,17.651279,48.11264,134.52211,10.38897,-684315.68,4.3872046,69.411049,85.781776,79.109245,1.4720862,631.6136451,30.512501,6.9592566,15.646635,146.9467,12.331964,-24959.69549,5.776825,0.54054511,84.7761,21.95586,38.366283,0.86031544,3127.686458,47.415493,0.61177075,6.9094958,30.813898,11.360468,5.082015,-135740.48,3759.3,-0.29617119,-12.424591
garhwa,31.488184,8.4631691,16.535265,60.453804,149.82538,12.265702,-768005.6845,5.5752745,62.025578,80.504585,64.626007,1.6607074,46.22858874,28.260839,4.7004781,46.685894,127.81696,4.9560394,-100461.5095,6.3449392,0.85919034,78.418304,27.526203,25.890383,0.20814402,703.7989246,54.614204,1.4525633,4.932395,28.459759,8.6108704,5.9601068,-141606.17,750.02753,3.762691,22.008415
chatra,32.56868,7.5188546,22.778492,44.936405,134.22786,10.3499,-648696.1083,5.466157,69.35894,88.991859,83.068344,1.8484446,30.29455282,27.682106,4.8641233,43.5369,100.07239,7.2813163,-90725.77656,6.9993916,1.0073494,78.802612,28.6549,37.20409,0.25882164,574.2660751,51.787769,1.589623,4.9971519,27.926973,8.815608,6.2327743,-118685.69,604.56061,2.6547313,34.155472
kodarma,31.108458,8.6965179,6.5525889,60.740505,163.21729,27.129215,-153043.7092,6.6349635,59.378433,87.794594,92.969963,2.0063739,22.85449398,29.240013,5.6392179,36.649811,112.57381,23.514132,-10434.56508,6.3716536,0.84911835,80.965622,20.567917,46.762402,0.56650835,385.7453572,41.032192,1.4398656,5.8102241,29.344522,25.321674,6.5033083,-18411.219,408.59985,3.0573001,50.643471
giridih,32.453053,7.3057055,25.178301,40.516777,130.77853,13.515672,-287571.9179,5.3764257,74.424011,94.748894,87.823975,2.0242839,56.49892643,29.404461,4.500875,44.800003,96.824638,9.5962238,-51375.05256,6.199914,0.88370144,83.833847,24.60038,44.690914,0.48937854,1241.201146,50.05798,1.5349053,4.6229911,29.537189,11.555948,5.7881699,-61658.531,1297.7001,2.8048306,33.953896
deoghar,32.244637,7.4839644,17.274601,47.873394,142.05809,15.731028,-637031.2519,5.866447,74.308121,88.018829,89.816925,1.9288777,45.55291626,29.1021,5.2091374,39.444546,101.94098,23.041615,-49401.89784,6.43677,0.86055517,83.773384,27.010887,29.651283,0.46589467,824.9522096,58.367546,1.462983,5.3281775,29.266546,19.386322,6.1516085,-80152.125,870.50513,2.274827,40.117111
godda,29.749203,7.9636426,18.651737,56.011845,146.33122,11.60405,-492876.1303,4.930347,58.226902,78.34951,86.605629,1.7833956,43.21946365,30.008093,4.0296316,51.847065,79.928329,6.2983112,-82058.35334,5.6267405,0.71079487,83.329605,27.579571,28.101572,0.26622689,614.6502367,50.24794,1.5171688,4.2880807,29.991085,8.9511805,5.2785435,-109047.48,657.86969,3.934011,66.402893
sahibganj,30.492308,6.205555,28.687668,41.2356,107.15804,16.6803,-756120.1039,5.6412721,63.781582,86.877884,80.705948,1.7838376,38.26888658,29.645319,3.8262236,53.361553,86.802673,13.465508,-78642.98244,5.7446671,0.78170395,76.815788,29.238323,26.444408,0.29249731,572.9497184,60.433475,1.4913403,3.9751954,29.698349,15.072904,5.6929693,-121060.37,611.21863,2.3793314,20.35537
pakur,32.26569,5.4560657,31.924501,44.701775,103.6448,6.6239729,-774754.9055,5.020709,71.431984,78.713234,85.022896,1.7177436,30.10060416,28.668612,3.4102321,55.850887,74.511131,8.1673908,-97908.2112,5.6140318,0.71275568,75.510391,25.268099,18.47937,0.26788256,512.2900718,60.233864,1.449861,3.5237679,28.868237,7.3956819,5.3173704,-135470.61,542.39069,2.0458336,29.133667
dhanbad,32.440941,9.553153,10.433242,57.129955,160.65518,56.756557,190713.9432,5.2982998,64.725945,89.829529,83.879257,2.025418,101.1245385,29.344917,6.3667302,30.235842,131.4785,60.274105,-4207.180938,5.7497911,0.51534379,69.677536,16.343727,29.121695,0.76148808,1474.78677,60.707832,1.26393,6.5711994,29.543587,58.515331,5.5240455,8300.6982,1575.9113,3.1864228,29.176682
bokaro,33.417595,9.4893141,13.001755,53.706337,166.32744,43.469139,9676.520314,5.2737455,70.11644,91.803757,85.283562,1.9962831,72.5713855,29.314514,6.3720713,33.79882,130.86153,51.575096,-9408.609819,5.921423,0.5726741,72.456947,17.719372,29.180267,0.62599432,1161.605556,62.623489,1.3702887,6.5553699,29.55578,47.522118,5.5975842,-8286.377,1234.177,3.1172428,35.465912
lohardaga,31.028032,7.4371047,24.26733,57.552414,146.17165,12.696145,-716914.4749,4.6837502,56.307487,85.904884,83.02169,1.875439,14.173475,28.024525,6.0468798,36.884373,118.40031,12.046815,-76657.02045,6.0526161,0.69143665,65.113625,19.342463,35.591087,0.38850057,235.7023539,50.313797,1.4869385,6.1257362,28.194889,12.37148,5.3681831,-112973.75,249.87582,1.3902249,27.771332
purbi singhbhum,33.856731,9.6768541,8.4807491,61.853504,167.75851,55.044617,126551.0251,4.5639129,68.832687,83.417152,92.684334,2.1204405,97.26589927,29.772182,7.5949774,25.36834,150.62149,58.504044,6720.040427,5.5482426,0.47389466,69.6772,15.26469,54.493683,0.78950113,1401.424752,28.92347,1.3309393,7.7300925,30.037271,56.77433,5.056078,14497.142,1498.6907,2.0818768,17.137024
palamu,30.832602,8.5910072,15.24748,54.707993,153.16606,12.849244,-713395.0495,6.2440963,65.87191,84.745857,84.050102,1.8508157,68.39836079,28.921257,5.3019896,40.465317,131.90671,15.730131,-76821.89685,6.1560836,0.72131503,76.285461,25.116333,35.860081,0.36672631,904.6971013,48.885777,1.4840894,5.5331731,29.055605,14.289688,6.2000899,-121566.28,973.09546,3.2890177,21.259354
latehar,31.118305,8.0475521,16.42889,60.070564,142.49701,7.6202831,-1009741.763,5.5606699,70.882561,89.86483,85.359047,1.8613137,26.70347117,28.146063,4.6483927,43.959419,107.4448,7.2669172,-105032.8061,5.7665515,0.7047416,73.666283,21.665642,34.468994,0.28830189,345.1243812,55.395836,1.5730119,4.8925095,28.35952,7.4436002,5.6636105,-170006.08,371.82785,3.3991594,35.052208
hazaribagh,31.8633,7.9740252,12.70933,54.898052,157.41914,23.24831,-380552.2091,5.5881157,69.102463,84.214661,82.024345,1.7215279,45.1975027,28.958944,6.2205176,33.38818,120.82472,19.246632,-21889.0596,6.4631953,0.78699869,76.591156,20.220959,39.206005,0.62572813,989.6158133,45.008656,1.0957998,6.2971053,29.085798,21.247471,6.0256557,-37554.375,1034.8134,1.7535076,36.594421
ramgarh,32.2299,8.633667,13.686471,59.335773,151.66382,44.266403,-96700.69647,5.669816,59.989483,85.630783,81.362114,1.8567767,40.85649881,29.225828,6.8587594,28.793425,146.09138,44.393684,-10561.9188,5.8437123,0.55921781,71.515205,17.329723,34.129818,0.71933317,504.8132347,51.500965,1.1374435,6.9916539,29.450756,44.330044,5.7567644,-17011.477,545.66974,1.7749076,5.5724335
dumka,31.134247,7.3086343,17.506409,46.433784,143.59178,7.2680802,-714009.8483,4.870894,64.342995,84.919067,78.849243,1.7876887,45.19207072,30.161953,4.4014254,43.721916,96.782265,8.23174,-100416.4912,5.2262807,0.57195306,81.067192,23.356407,22.498295,0.27002731,703.0923985,62.420773,1.5176615,4.577004,30.220675,7.7499104,5.0485873,-137474,748.28448,2.9072089,46.809517
jamtara,31.890318,8.1218843,10.961759,62.098877,146.47275,10.78471,-615375.5504,4.9506731,64.975182,84.544601,81.940941,1.8078519,30.77790917,28.705959,4.3484955,43.501251,92.381706,11.211892,-85110.68316,5.9814997,0.77025241,80.366737,29.446442,26.542982,0.37862009,461.6265635,58.001617,1.4292319,4.5843525,28.904999,10.998301,5.4660864,-118255.07,492.40448,3.7733889,54.091042
ranchi,33.323597,10.833914,7.2872653,55.010498,175.5481,43.005569,93370.33959,5.1731043,62.1185,95.399162,90.936172,2.2632966,90.18023288,29.234249,7.8280096,22.601089,144.21324,45.928684,418.9435884,5.8001308,0.55531704,66.867157,17.720486,45.875858,0.74889249,1569.408073,49.523304,1.5144041,7.9913473,29.456459,44.467125,5.4866176,5469.8218,1659.5883,3.0059042,31.334854
khunti,32.017292,5.9340596,35.213215,44.994961,123.85056,6.2115278,-1212829.918,4.8769526,68.899597,77.616737,70.309616,1.5414706,16.28963207,28.69009,5.5276899,39.19342,116.23151,9.5797434,-99211.51803,5.6181378,0.6226666,69.147667,22.000515,34.606918,0.34610388,269.8972052,43.009819,1.1953667,5.5508204,28.879473,7.8956356,5.2475452,-162598.2,286.18683,0.40636969,7.6190491
gumla,30.853165,8.1140871,12.103688,67.4786,142.76619,8.3540392,-918076.3686,5.4748411,58.868103,85.765167,81.454208,1.771289,42.02125722,29.472839,5.9189343,35.124935,142.86456,8.3312511,-88536.81426,5.8561611,0.6120947,67.793541,21.388308,29.664902,0.38093239,479.1949781,56.100266,1.3903565,6.095911,29.584124,8.3426456,5.6655011,-155415.58,521.21625,2.1951528,-0.098373413
simdega,31.853973,7.6603794,15.570055,63.113564,143.13094,11.984503,-1121735.192,5.1265063,56.868629,87.607903,81.359497,1.7877617,21.45508104,30.317415,5.5037136,37.974049,124.22639,12.217859,-102830.4942,5.5879197,0.63081437,68.714355,23.735979,32.587322,0.24804913,276.3541694,55.02058,1.5397125,5.6590862,30.428114,12.101181,5.357213,-176235.48,297.80927,2.1566658,18.904541
pashchimi singhbhum,31.02659,6.8322906,20.015472,52.947067,122.20747,20.286608,-1189108.963,4.7978435,60.366692,84.324402,74.156059,1.6908602,50.48789802,28.902952,4.7174897,47.504139,97.479927,18.543142,-99008.388,5.4897695,0.6426962,67.295494,24.26725,30.491367,0.33335915,748.6850651,53.833035,1.357501,4.8510928,29.037113,19.414875,5.1438065,-167875.69,799.17297,2.1148009,24.727547
saraikela-kharsawan,31.270969,8.7486734,10.330422,62.895119,161.36453,25.126358,-434121.5055,5.6565804,58.968609,88.829124,88.985031,1.9760003,44.79156573,28.9788,6.1047502,31.76235,119.59693,33.505024,-43801.35051,5.6273179,0.60748166,73.441238,24.95709,29.75157,0.52631897,657.1519668,59.077553,1.4496813,6.2734609,29.125065,29.315691,5.6419492,-68707.984,701.94354,2.6439233,41.767601
bargarh,33.05941,8.4128284,4.3109441,63.202702,167.27625,11.081625,-470058.8986,4.7174754,58.648579,88.89463,86.48732,1.97255,61.91344148,29.85969,6.3481417,22.22448,135.64499,7.9900184,-51496.24898,4.9404321,0.41815788,69.829758,18.635767,34.553024,0.63274479,949.4285492,54.341606,1.3398052,6.4745398,30.055574,9.5358219,4.8289537,-77120.273,1011.342,2.0646868,31.631256
jharsuguda,33.433048,8.6960878,4.4864254,60.426014,149.24228,36.796535,-246450.5438,4.7411189,59.020329,89.671638,90.837296,2.01793,24.22438486,30.474703,7.4676509,18.218287,146.69057,40.821884,-9367.562693,4.9856577,0.36262262,66.117401,14.273299,45.847313,0.79748428,372.096019,43.824326,1.2204458,7.542737,30.655527,38.809212,4.8633881,-23858.842,396.3204,1.2284369,2.551712
sambalpur,34.069912,8.4543219,9.7610388,60.708481,161.7289,29.494576,-475593.8623,4.5967183,71.102066,85.723572,89.017212,1.9295467,38.67134291,30.198805,6.6231909,20.982393,136.52299,31.211706,-34560.81623,5.1165271,0.46392274,67.6325,19.944241,41.657345,0.75352865,632.2274447,44.066227,1.176018,6.7287393,30.42194,30.353142,4.8566227,-59982.445,670.8988,1.831131,25.205902
debagarh,33.24313,8.2940702,7.9152851,58.257793,160.8414,14.655264,-854551.8337,4.4285927,65.144478,86.703217,85.543907,1.8304104,10.01943699,30.520805,5.9597602,26.17391,138.03185,6.6738777,-71604.04886,4.5999503,0.50485826,74.304214,24.464928,22.699783,0.44008482,176.2538551,64.003433,1.3903255,6.08532,30.667236,10.664571,4.5142717,-113717.95,186.27328,2.3343101,22.809555
sundargarh,33.712757,9.3882761,5.5868173,64.826454,161.44701,41.329636,-314800.3648,4.5209999,61.444347,89.505486,92.755577,2.015672,77.14171648,30.684042,6.8173585,27.131037,134.16383,35.152958,-31308.42964,5.1026878,0.40171054,65.723625,16.909111,38.970181,0.68330795,1308.333109,50.535305,1.3323641,6.9605045,30.852678,38.241295,4.8118439,-47092.949,1385.4749,2.5709176,27.283173
kendujhar,32.552391,7.8650336,16.124468,48.690338,144.65254,17.647373,-648541.9791,4.6754975,64.594513,83.404404,83.936806,1.8959469,66.69225788,30.121843,6.1814923,31.31999,130.05443,17.976631,-64909.85855,5.0873613,0.55105299,70.869682,21.478062,52.080463,0.63237327,1069.522104,31.32394,1.2635736,6.2803111,30.264509,17.812002,4.8814297,-99167.25,1136.2144,1.6835413,14.598114
mayurbhanj,31.883188,6.7238722,23.044619,55.117779,127.33006,6.8117461,-1073402.515,4.410418,67.581131,83.916672,84.223579,1.7865098,87.8584435,30.542604,5.3273239,36.901279,113.84379,8.2581301,-91396.69594,4.813736,0.49628577,73.422234,20.181269,37.805618,0.45213556,1354.042799,46.111053,1.3343742,5.4124188,30.624289,7.5349379,4.6120768,-151232.63,1441.9012,1.3965483,13.486267
baleshwar,34.138107,8.034049,8.3724823,63.067127,141.44713,18.704634,-382868.0047,4.3616724,69.506142,84.469551,87.501465,1.9217936,72.00458616,30.062786,6.9784632,19.042927,147.03563,12.959096,-45067.85186,5.1098628,0.46039811,73.618439,16.943655,44.80772,0.75571454,1388.30225,39.661831,1.166079,7.0305119,30.263731,15.831865,4.7357674,-61724.051,1460.3069,1.0555859,-5.588501
bhadrak,34.563354,7.339036,14.204511,56.40731,142.96844,20.513483,-463154.8673,5.0829673,66.990288,84.919586,80.136528,1.777545,47.17554238,29.954723,6.9351096,19.579641,155.65295,13.252897,-66957.97583,5.0853925,0.45182845,71.74688,17.776751,38.483269,0.75493914,902.8615882,46.436317,1.0226059,6.9551673,30.183573,16.88319,5.0841799,-86631.734,950.03711,0.40392637,-12.684509
kendrapara,33.788979,9.2668486,3.4383709,61.450642,165.41135,16.428492,-109624.3626,6.1187749,62.218811,79.724922,87.369827,1.8813754,51.76445282,30.127953,7.5819011,14.082043,157.85147,4.3318753,-50162.96153,5.1987906,0.5441435,70.666855,20.706539,40.784065,0.70540476,839.3934815,38.940857,1.1759707,7.6797743,30.340611,10.380183,5.658783,-53616.879,891.15796,1.6849475,7.5598755
jagatsinghapur,36.553146,9.5281754,0.95275801,69.581642,186.04083,11.505587,69380.89772,4.6131358,72.9216,91.237617,96.779907,2.0321527,30.41664317,30.902805,7.9922938,10.717749,166.19647,10.314428,-34415.09865,4.8128324,0.37983865,67.366066,15.414813,45.272549,0.77406198,676.3250345,45.965069,1.2580907,8.0583944,31.145985,10.910007,4.7129841,-29947.941,706.7417,1.5358815,19.84436
cuttack,32.685192,8.6775846,5.4393153,55.54855,170.97137,36.895119,-217947.5194,4.2080774,58.531525,89.385048,91.610474,2.049336,92.19867986,31.056868,8.0997562,10.817311,162.89149,27.427494,-4621.957008,4.7844229,0.42049757,72.724617,15.645846,55.983883,0.94593179,1416.36202,33.401165,1.1034042,8.1350718,31.156385,32.161308,4.4962502,-17659.771,1508.5607,0.57782841,8.0798798
jajapur,34.088226,8.0832424,6.2621326,57.652397,155.06387,8.7760773,-463107.5829,5.2536383,63.24374,84.259148,88.973145,1.9408426,77.68872282,30.703543,7.3042531,18.794806,153.75124,8.0355587,-28246.92642,5.2065177,0.4718605,69.304253,17.547752,47.676651,0.79692471,1082.612742,36.582497,1.1439179,7.356411,30.930166,8.405818,5.2300777,-57363.297,1160.3015,0.77898932,1.3126373
dhenkanal,34.100441,8.9716673,4.1432366,57.860256,173.88722,8.7341909,-259160.6372,4.5844054,63.850689,86.650589,93.165802,2.0998933,35.9630442,30.852558,6.9856658,19.98649,147.5981,11.092926,-35198.91837,4.7033267,0.44628736,74.540863,20.147554,36.677284,0.6946463,699.8767028,49.973305,1.405247,7.0827284,31.011293,9.913559,4.6438661,-46144.707,735.83972,1.9860015,26.289124
anugul,34.079338,8.7618036,4.4735017,57.733517,169.92169,14.534935,-206090.8267,4.8513293,70.997063,88.833199,86.705452,1.9980216,50.52178486,30.285555,6.6277399,22.926481,141.69507,19.45447,-25396.51044,5.1654682,0.48123205,74.257416,18.953411,35.752193,0.68430299,824.0948241,53.081005,1.3137186,6.7510128,30.504702,16.994701,5.008399,-35834.227,874.61664,2.1340637,28.226624
nayagarh,34.459904,8.4614716,6.0454106,61.229931,171.45711,8.9929895,-187118.6114,4.8401217,64.728874,80.515213,94.547699,1.9693305,37.7118288,30.856548,6.6215448,17.002419,149.7122,8.7753344,-28975.50331,4.7894349,0.44012082,79.681671,17.919321,38.818314,0.71888781,555.9786744,41.696899,1.2504427,6.7384191,31.085438,8.8841619,4.8147783,-39020.914,593.69049,1.8399267,21.744904
khordha,33.529102,9.6773109,4.6622863,53.342079,177.11981,57.246136,431360.6844,5.2625737,64.637474,92.062874,90.908279,2.24808,87.77590448,30.775158,8.1307936,15.732537,157.66733,55.338676,24711.49634,4.9115176,0.44115785,72.647461,16.326302,62.423145,0.95249677,1367.463138,29.639729,1.2955832,8.2240753,30.941269,56.292404,5.0870457,49239.426,1455.239,1.5465174,19.452484
puri,35.546654,9.7475948,3.4063556,60.919155,175.11183,14.119337,30596.59303,4.4211903,60.470177,81.301407,90.952805,2.0831058,58.534228,31.065639,7.5644422,13.154615,158.57486,16.675673,-16619.12833,5.0395718,0.39240977,70.938339,16.647284,44.090172,0.83025163,1083.702782,37.211235,1.2528541,7.6763182,31.295271,15.397505,4.730381,-14199.547,1142.2371,2.1831527,16.536972
ganjam,32.550091,8.7993069,3.4969985,58.376564,172.4489,35.308666,372982.1913,5.5657463,61.105145,86.7146,84.800621,2.0230861,109.2978727,30.054615,5.7453403,29.250044,127.722,22.322638,-9698.209229,4.8183093,0.40372077,71.554657,16.483446,37.669769,0.71775621,1868.690671,49.04483,1.3053298,5.9140935,30.192507,28.815651,5.192028,11447.593,1977.9885,3.0539665,44.726898
