district,m_pct_any_dv_4,f_pct_any_beat_4,gap_any_dv_4,avg_any_dv_4,m_mean_dv_count_4,f_mean_beat_count_4,gap_dv_count_4,m_pct_beat_goout_4,m_pct_beat_neglect_4,m_pct_beat_argue_4,m_pct_beat_refusesex_4,m_pct_beat_burnfood_4,m_pct_dv_unfaithful_4,m_pct_dv_disrespect_4,m_pct_father_beat_mother_4,m_pct_force_sex_right_4,m_pct_any_dv_4,m_mean_dv_count_4,f_pct_beat_goout_4,f_pct_beat_neglect_4,f_pct_beat_argue_4,f_pct_beat_refusesex_4,f_pct_beat_burnfood_4,f_pct_any_beat_4,f_mean_beat_count_4,f_n_dv_4,gap_father_beat_mother_4,female_pct_breastfeeding_4
east godavari,70.068375,86.693138,-16.624763,78.380753,2.2596805,2.2814775,-0.021796942,15.384616,53.846157,47.115387,11.650486,2.8571429,37.142857,49.03846,30.693069,3.8834951,70.476189,2.4857142,45.185184,79.259262,51.851852,27.61194,29.629629,84.444443,2.3333333,366.1333182,-20.996346,10.4995
west godavari,87.668839,80.607773,7.0610657,84.138306,3.4013147,2.1005187,1.300796,24.793388,70.338982,39.669422,23.275862,22.314049,28.57143,53.389828,44.347824,27.586206,86.885246,3.237705,44.961243,76.744186,51.937984,25.396828,24.806202,81.395348,2.2325583,266.0595179,5.6519203,7.6200461
krishna,72.247078,79.939095,-7.6920166,76.093086,2.3292987,1.8044118,0.52488697,10.084034,46.610172,33.613445,8.474577,9.2436981,39.830509,37.815128,49.152542,5.0847454,73.109245,2.3865547,42.635658,62.307693,42.635658,3.90625,6.8702288,73.282448,1.5648855,267.5386071,19.177574,8.8742409
guntur,89.688072,69.898201,19.789871,79.793137,3.1445503,1.8124675,1.3320829,20,66.304352,43.010754,8.7912092,7.6086955,53.846157,42.391304,68.817207,9.89011,90.322578,3.1720431,40,70,43.076923,4.7619047,24.615385,76.153847,1.823077,311.8522881,26.728294,9.8210793
prakasam,82.122566,67.900093,14.222473,75.01133,2.6328065,1.7656046,0.86720192,18.085106,56.842106,43.157894,9.4736843,3.1578946,47.311829,32.63158,58.24176,10.638298,83.157898,2.7578948,44.852943,55.882351,40.740742,11.764706,24.264706,67.15329,1.759124,217.3699365,26.22739,12.31066
sri potti sriramulu nellore,81.267731,84.053909,-2.7861786,82.66082,2.9834127,2.1505809,0.83283186,24.242424,53.78788,41.666664,11.450381,15.909091,34.848484,43.939392,48.062016,19.69697,80.303032,2.9242425,47.169811,75.625,45,18.421053,27.5,81.25,2.125,244.415766,13.657791,12.156503
y.s.r.,80.574104,73.34359,7.2305145,76.958847,2.7209189,2.2398641,0.48105478,20.143885,60.000004,39.568348,13.669065,9.2857141,41.72662,46.762589,31.428572,10,81.428566,2.7142856,55.714287,68.571434,40,20.143885,30.000002,77.85714,2.1428571,195.0651898,0.81179047,13.117012
kurnool,81.620453,76.230484,5.3899689,78.925468,2.5252366,1.6477698,0.8774668,11.594203,37.410072,33.333336,12.230216,12.949639,41.007195,37.68116,52.205883,10.869565,80.575539,2.4748201,43.902439,61.212124,38.271606,5.8823528,11.656442,73.333336,1.5939394,284.0034592,3.9941406,16.23814
anantapur,60.63459,88.499016,-27.864426,74.566803,1.51823,2.2282422,-0.7100122,6.1643834,40.410961,8.90411,2.1276596,5.4794521,29.861111,23.943663,41.911766,2.2058823,62.328766,1.5684931,50,86.440674,50,24.561403,20.338982,89.07563,2.2773108,227.1478015,-10.401997,10.667555
chittoor,67.515038,89.583817,-22.068779,78.549423,1.631584,2.5302346,-0.89865053,8.4033613,35.537189,7.5000005,3.5398231,0.82644624,23.684212,27.826086,45.614033,7.2072072,64.462814,1.5371901,45.528458,82.113823,56.910568,30.833334,30.89431,88.617882,2.4552846,251.9640065,4.4454002,13.040933
belgaum,90.427094,35.898308,54.528786,63.162701,3.6341178,0.97062618,2.6634917,24.581007,50,40.782124,32.402237,30.726257,48.044693,68.71508,38.372093,45.086704,91.061455,3.75419,15.646258,34.013603,22.448978,8.2191782,18.918919,35.81081,0.98648649,232.5914123,30.250984,13.110746
bagalkot,85.731422,31.298164,54.433258,58.514793,3.3300364,0.65241265,2.6776237,28.813559,57.303368,50.561798,16.292135,24.858757,51.136364,78.531075,28.484848,14.942529,86.263733,3.3956044,15.217391,23.529411,20.588236,21.052631,17.164179,41.304348,0.95652175,102.9172236,5.8431206,14.245605
bijapur,90.259483,75.439682,14.819801,82.849579,3.7624822,2.5868592,1.1756229,30.872482,53.02013,44.966446,24.324326,20.805368,54.362415,72.483223,47.972973,31.97279,89.932892,3.7986577,51.034481,55.862068,55.555557,47.916664,42.361111,75.342468,2.5,107.8575492,30.349834,13.067918
bidar,80.895515,46.421169,34.474346,63.65834,3.2905416,1.4117739,1.8787677,34.911243,43.85965,37.64706,26.900583,30.177515,55.90062,61.627907,25.581396,15.976331,83.139534,3.2674417,31.325302,39.759037,39.520958,21.341463,29.940119,50,1.6011904,103.0259705,-2.8473434,11.666845
raichur,91.608139,66.183838,25.424301,78.895988,3.434319,1.8895222,1.5447968,25.153374,54.268295,19.631901,24.539877,35.757576,52.14724,70.909088,31.288343,34.161491,90.96386,3.4277108,36.734695,51.724136,36.986301,22.794117,21.088434,60.402687,1.6442953,94.01977119,4.0642643,15.753677
koppal,95.895592,24.772369,71.123222,60.333981,4.3776484,0.68112117,3.6965272,47.33728,54.761906,50.887573,29.411766,45.02924,37.64706,80,46.987949,38.596489,96.491226,4.2631578,23.357664,25.547445,23.357664,22.962963,18.382353,38.129498,1.1151079,68.04383689,35.5326,14.622386
gadag,96.501778,68.851395,27.650383,82.67659,5.5301194,2.6011691,2.9289503,68.947372,81.865288,71.502594,57.8125,53.886009,66.492149,59.585495,34.895836,52.331608,95.854919,5.4507771,55.405407,52.027027,54.421772,36.986301,32.43243,65.540543,2.304054,58.65109524,8.7301025,10.177645
dharwad,94.369598,47.478668,46.89093,70.924133,4.2791219,1.2709012,3.0082207,49.032257,69.677422,60.645164,31.612904,38.064514,54.19355,89.10257,26,19.354837,94.871796,4.3461537,26.811594,36.029411,32.116787,22.058825,21.73913,50.714283,1.3571428,109.8899591,0.60392952,12.968026
uttara kannada,85.609123,53.258915,32.350208,69.434021,1.9676616,1.2609103,0.70675135,12.269938,18.902439,10.97561,15.432098,11.585366,28.04878,51.219513,34.756096,36.645966,85.365852,2.1890244,22.516556,27.272728,27.631578,22,22,51.923077,1.1794872,93.4571017,17.559032,8.9439812
haveri,86.376038,45.906456,40.469582,66.141251,3.3220179,1.4827858,1.8392321,25.714287,49.64539,41.428574,19.117647,30.496454,42.75362,69.503548,45.985401,28.985506,89.361702,3.496454,30.303032,36.153847,36.434109,30.89431,33.59375,48.529411,1.5808823,77.07358259,39.149612,11.79639
bellary,99.393295,55.184902,44.208393,77.289101,5.3987765,1.5892683,3.8095083,27.564102,78.846153,67.948715,33.974358,28.846153,71.794876,93.589745,75.816994,59.354836,99.358978,5.3589745,21.383648,25,31.25,19.496855,21.656052,48.148148,1.1666666,158.26759,43.375904,16.043087
chitradurga,94.226692,50.028969,44.197723,72.127831,3.6936722,1.8567084,1.8369638,41.044773,34.328358,29.104477,30.597015,34.328358,70.149254,72.388062,31.343285,27.61194,94.776115,3.7089553,42.168674,46.38554,43.11377,35.365852,30.952381,57.14286,1.9583334,115.6520714,-5.0983696,7.3357949
davanagere,88.82473,46.402912,42.421818,67.613823,3.6662276,1.0463016,2.619926,40.76923,49.61832,40.76923,35.433071,37.692307,44.53125,62.878788,30.000002,40,88.721809,3.6992481,26.31579,28.030304,26.31579,15.151516,17.424242,47.014923,1.119403,103.8911904,13.209597,12.461712
shimoga,75.965279,50.401348,25.563931,63.183311,2.8948076,1.539952,1.3548555,23.125,30.000002,33.75,18.75,17.5,51.25,51.25,28.301886,35,75.776398,2.8695652,29.357798,39.252338,37.272728,22.115383,28.703705,49.122807,1.4824561,78.27381453,9.6523094,7.3235049
udupi,90.309433,32.918777,57.390656,61.614105,3.2018759,0.98778003,2.2140958,19.310345,53.103447,33.103447,18.055555,24.305555,51.388889,72.413788,35.460995,16.551723,91.034485,3.2206898,32,36.91275,34.459461,20.567375,18.120806,48.026314,1.3815789,71.23555472,11.727137,10.480581
chikmagalur,95.133743,32.465584,62.668159,63.799664,4.3875318,0.85231161,3.5352201,48.226948,58.741261,47.552448,37.762238,20.979021,56.643356,67.132866,53.900707,49.650349,95.104897,4.3916082,26.5625,27.480915,23.664124,24.806202,16.153847,40.298508,1.1492537,60.95973545,45.799606,7.5309143
tumkur,96.618622,60.767128,35.851494,78.692871,3.4615345,2.0384078,1.4231267,45.736435,37.984497,19.379845,16.40625,27.906979,42.519684,75.968994,67.441864,22.65625,96.124031,3.5503876,30.232557,45.038166,48.091602,33.070866,35.114502,58.646618,1.8721805,153.2613381,37.535942,8.4035845
bangalore,94.747368,67.740623,27.006744,81.243996,3.592531,2.2090456,1.3834853,33.064518,48,36,25.6,29.6,42.399998,73.599998,51.754387,23.387096,94.400002,3.5840001,51.5625,54.330708,48.412697,34.920635,37.795277,60.15625,2.25,721.2543635,5.8371429,8.5425158
mandya,84.384193,53.592533,30.79166,68.988365,3.1831322,1.9661185,1.2170137,29.13386,25.984251,30.708662,22.047243,24.409449,50.3937,66.929131,38.095238,24.409449,83.464569,3.1181102,35.185184,33.644859,38.888889,36.53846,35.185184,47.706421,1.7614679,95.41627586,3.8949318,7.5623999
hassan,88.902061,56.755184,32.146877,72.828621,2.4315298,1.6606399,0.77088988,26.666668,18.382353,10.37037,14.074074,13.235294,27.205881,52.941177,51.851852,20.74074,86.764702,2.3455882,40.298508,44.117649,37.5,31.29771,25.735294,58.823532,1.7720588,98.68305683,25.197994,8.1199932
dakshina kannada,69.799057,61.447247,8.3518105,65.623154,3.2989326,1.7698232,1.5291094,25.503355,52.348995,46.308727,30.201344,24.832214,62.416107,71.81208,8.5714293,11.409396,73.8255,3.3288591,30.656933,46.323528,39.416061,22.38806,28.467155,58.156025,1.6170213,138.0384158,-8.2515621,8.9633751
kodagu,72.693771,49.426796,23.266975,61.060284,2.2454758,1.2078422,1.0376335,20.143885,22.302158,15.107913,15.827338,12.949639,28.057554,33.81295,43.703705,33.81295,76.258995,2.2446043,25.352112,32.608696,33.333336,16.666668,17.985613,45.138889,1.2152778,34.15351516,17.329199,9.301631
mysore,94.600471,69.5541,25.046371,82.077286,4.5383768,2.2483079,2.2900689,39.552238,70.149254,67.910454,33.582088,32.089554,72.388062,85.820892,43.089432,55.223881,95.522385,4.9626865,48.920864,50.714283,51.773048,39.705883,37.410072,66.666672,2.2553191,181.2861011,-1.9002647,8.2210932
chamarajanagar,89.705742,52.955765,36.749977,71.33075,3.8454828,1.4250764,2.4204063,45.925926,46.616543,34.586464,38.345863,36.090225,51.492535,65.185181,58.208954,34.814816,91.851852,4.0814815,22.962963,33.834587,37.313431,19.69697,21.481482,51.079136,1.3021582,58.46286124,37.274719,8.5317545
gulbarga,87.055786,50.45179,36.603996,68.753784,2.907578,1.0172806,1.8902974,29.268291,28.143713,29.090908,23.636364,25.748503,50.2994,62.874252,23.636364,13.496932,86.227539,2.8443115,22.137405,22.65625,24.603174,23.577236,24.193548,48.854961,1.129771,113.8932241,5.6033726,17.85537
yadgir,97.865791,42.84903,55.016762,70.357407,4.8004789,1.2986251,3.5018539,52.63158,58.47953,53.846157,45.614033,47.953217,69.590645,73.099419,36.094673,31.578945,97.66082,4.6783624,30.128204,37.341774,33.757961,24.203821,29.746836,47.79874,1.5345912,59.98172003,22.585548,18.040529
kolar,74.428925,45.70459,28.724335,60.066757,2.4689047,1.1760368,1.2928679,23.170732,25,20.731707,15.853659,9.7560968,31.707317,40.243904,31.707317,23.170732,71.341461,2.2134147,28.467155,27.941175,30.370369,9.2307692,20,45,1.1214286,86.88204801,2.5187168,10.519567
chikkaballapura,100,47.888264,52.111736,73.94413,4.74793,1.1303282,3.6176019,52.083332,59.722221,49.305553,29.861111,27.083334,62.5,72.222221,43.75,74.305557,100,4.7083335,26.086956,38.805969,35.074627,18.320612,22.727274,49.275364,1.3695652,77.40771729,2.4606438,7.2363248
bangalore rural,94.614014,63.743801,30.870213,79.178909,4.4970913,1.7504828,2.7466085,59.154926,41.549294,40.84507,38.028168,40.84507,72.53521,80.985916,36.690647,36.170212,94.366196,4.4577465,28.873238,42.253521,45.454548,25.714287,21.12676,59.440559,1.6223776,57.84849504,15.906158,9.482357
ramanagara,87.050224,57.34446,29.705765,72.197342,2.6510684,1.6400263,1.0110421,13.207547,38.888889,42.592594,12.264152,16.666668,31.48148,65.740738,35.294117,40.740742,88.888893,2.9444444,34.426231,36.363636,33.333336,34.453781,29.752068,55.737705,1.6639345,58.08385366,14.35479,6.8607116
north goa,41.568462,15.25985,26.308613,28.414156,1.1223041,0.30052862,0.82177544,6.7567563,14.383562,7.5862074,1.3605442,3.3783782,29.931971,31.292517,12.403101,2.0270269,39.18919,1.0675676,7.9625292,9.6244135,4.460094,1.8823528,2.8169014,15.654206,0.26635513,167.5656659,6.2336001,10.53168
south goa,36.777752,20.117399,16.660353,28.447575,0.87293482,0.45031136,0.42262346,1.8404908,7.272727,3.0487804,2.4390242,1.8292682,21.818182,21.341463,13.461539,5.4545455,33.333336,0.77575755,4.7738695,16.290728,6.2972293,3.5353534,13.533835,20.050125,0.44360903,110.6927042,3.9932938,9.7720575
lakshadweep,56.954773,54.392197,2.5625763,55.673485,1.5736325,1.2611111,0.31252134,21.969696,27.692308,22.727274,22.727274,18.796993,33.082706,21.052631,2.2222223,5.185185,57.777779,1.7185185,24.51923,43.062202,25.358852,13.930347,12.440191,51.904762,1.1809524,5.944680979,-0.87250566,11.445844
kasaragod,70.483742,55.613834,14.869907,63.04879,2.9220929,1.263119,1.6589739,43.925236,51.401871,49.056606,21.698112,36.448597,42.990654,42.990654,3.7735848,9.2592592,70,2.9272728,29.533678,43.523315,21.243523,14.136126,18.367348,55.329948,1.2436548,103.1152128,-9.7702684,11.05997
kannur,69.089203,47.633698,21.455505,58.36145,1.9538883,0.7932803,1.1606081,17.171717,39,13,7,3,66,46,3.9603961,3,68.316826,1.9603961,16.025642,47.741936,21.518988,2.6143792,0.63291138,52.20126,0.86792451,187.6204956,-1.8746953,11.707438
wayanad,45.874832,56.990082,-11.11525,51.432457,1.5442777,1.2657979,0.27847981,18.4,24,14.4,11.200001,14.4,32,27.200001,11.811024,1.5873017,45.669289,1.527559,25.225225,47.297295,30.000002,10.502283,9.0090084,57.657658,1.2162162,70.9096549,-12.989421,12.371804
kozhikode,61.102791,59.024685,2.0781059,60.063736,1.7083434,1.1181643,0.59017909,17.475729,33.009708,15.53398,2.9411764,1.9417475,38.834949,42.718445,7.7669902,16.666668,61.320751,1.7169812,20.114943,49.438202,22.598869,14.367816,10.169491,58.988762,1.1573033,230.8873345,-6.1871963,9.7546282
malappuram,52.589653,60.411518,-7.8218651,56.500587,1.2703669,1.7062993,-0.4359324,14.814815,14.705883,11.851851,8.2089548,9.5588236,33.582088,30.147058,3.5714288,7.2992697,52.857143,1.2928572,42.713566,51.758797,36.683418,20.202021,21.5,61.194031,1.7114428,322.5681405,-5.1396761,12.40788
palakkad,92.598793,63.006653,29.59214,77.802719,3.3795094,1.7245443,1.6549652,32.743362,66.371681,44.247787,24.778761,25.663715,70.796463,60.714287,4.4247789,8.8495579,92.920349,3.3805311,47.247707,49.541286,31.651375,21.634617,32.568806,65.296806,1.8082192,274.6007106,-18.647314,11.708267
thrissur,56.746185,59.053684,-2.3074989,57.899933,1.5341285,1.0371598,0.49696875,12.5,35.483871,14.0625,1.5625,0,36.507938,32.8125,9.375,10.9375,55.384617,1.4923077,18,48.344372,25.827812,6.5789475,2.6490066,59.86842,1.0065789,203.8936555,-6.9351702,9.7314682
ernakulam,72.911453,57.201344,15.71011,65.056396,2.3005745,1.190431,1.1101435,25.233644,40.740742,21.296297,15.887851,14.814815,45.370369,38.532112,14.018692,13.761468,71.428574,2.2142856,30.201344,52.317883,26,14.965985,15.231789,62.913906,1.3774835,198.938154,0.26836681,9.8638926
idukki,69.924789,53.096104,16.828686,61.510445,1.9142418,1.4318064,0.48243535,14.285715,34.166668,17.647058,5.8823528,1.6806724,57.983196,41.666664,15.70248,4.2016807,69.421486,1.9090909,28.965517,41.379311,23.448277,12.5,16.551723,50.344826,1.2275862,67.45169826,2.8442869,7.7967339
kottayam,65.483322,53.313999,12.169323,59.398659,1.6467409,1.1644984,0.48224247,9.090909,37.64706,13.793103,9.1954021,6.818182,48.837208,41.666664,10.465117,0,65.934067,1.6703297,24.025974,43.137257,31.578945,9.2715235,7.8431377,54.545456,1.1493506,150.2658346,-1.4633284,10.603509
alappuzha,80.407578,61.31398,19.093597,70.860779,2.274004,1.3754867,0.89851725,27.522936,37.962963,19.090908,22.222223,16.513762,50,47.272728,4.5045042,10.810811,78.37838,2.3153152,28.758171,52.287586,31.578945,18,13.815789,65.584412,1.4285715,158.0594789,-15.212033,8.7273169
pathanamthitta,77.04747,78.487473,-1.4400024,77.767471,1.9200362,1.9139411,0.006095052,11.494253,37.64706,13.793103,1.1363636,6.8965516,65.517242,40.909092,7.7777781,3.409091,73.333336,1.8222222,30.833334,60.833336,35,17.647058,19.008265,71.074379,1.6198347,84.05788821,-13.796306,11.106129
kollam,68.868568,60.209816,8.6587524,64.539192,2.0632465,1.6892469,0.3739996,22.368422,35.526314,31.578945,8,7.8947363,52.702702,41.333332,16.666668,6.666667,70.512817,2.1538463,35.403725,53.750004,39.240505,18.987341,24.844721,62.962959,1.6975309,223.61103,-6.3201962,9.9762907
thiruvananthapuram,73.040451,77.791138,-4.7506866,75.415794,2.1866736,1.7268531,0.45982051,17.948719,30.769232,32.5,10.126582,10,55,46.153847,11.904762,13.92405,71.428574,2.1547618,39.864864,57.718121,46.979866,16.666668,12.666666,71.333328,1.72,249.0804043,1.7035789,8.9532566
thiruvallur,71.957741,62.186199,9.7715416,67.071968,2.0449815,1.7500719,0.2949096,16.935484,42.741936,28.455284,8.1300812,3.2258062,28.225807,37.903225,38.842976,6.5573769,70.967743,2.0967741,49.282299,46.889954,38.277512,9.1346149,20.673077,58.851677,1.6411483,439.2555965,-3.8094292,7.0267611
chennai,69.783653,53.756828,16.026825,61.770241,2.2419393,1.7552606,0.48667872,21.782177,26.732674,19.801981,9.9009905,14,29,40.594059,48.514851,5.9405942,66.336632,2.1584158,41.791046,49.253731,34.848484,19.402985,19.402985,59.701492,1.641791,349.5961306,25.429424,5.20609
kancheepuram,82.046211,61.508518,20.537693,71.777367,2.7456095,1.7262305,1.019379,24.509804,56.862747,32.673267,15.686275,13.725491,36.274509,52.47525,51.960785,9,83.333328,2.9215686,38.144329,52.040817,34.536083,12.953368,30.964466,60.913704,1.6700507,401.1573377,4.9013214,6.3532462
vellore,49.812283,61.254646,-11.442364,55.533463,1.3278941,1.6816481,-0.35375404,18.518518,17.592592,9.2592592,6.4814816,10.185185,20.370371,32.407406,34.259258,8.333334,56.48148,1.574074,48.743717,40.298508,33.333336,12.5,15.920398,55.72139,1.5024875,392.5056242,-15.211388,8.9348755
tiruvannamalai,78.91951,73.906067,5.013443,76.412788,2.6799428,2.2266362,0.45330667,20.560747,44.444447,23.148148,12.962963,12.962963,40.186916,51.851852,50.467289,8.333334,77.777779,2.6388888,56.25,60.416668,55.208332,17.460318,37.5,74.479172,2.265625,221.5888636,8.1591415,9.7898283
viluppuram,69.507187,86.444672,-16.937485,77.975929,2.0488939,2.6665616,-0.61766768,16.666668,35.185184,22.222223,5.6074762,10.377358,27.619049,42.452831,39.449543,6.6037736,68.807343,2.027523,68.899521,74.641151,53.110046,22.009569,41.148327,86.602875,2.5980861,312.9807669,-19.436581,9.2924366
salem,83.874779,79.205505,4.6692734,81.540146,2.6030786,2.6824164,-0.079337835,27.272728,40.404041,25.510204,0,16.32653,28.282827,41.237114,64.646461,0,83.838387,2.4242425,65.671638,65.671638,45.771141,19.900497,40.796021,77.611938,2.3781095,361.3432006,12.072746,9.056057
namakkal,87.967613,72.533073,15.43454,80.250343,3.2630279,2.2023382,1.0606897,32.407406,63.888889,33.333336,6.4814816,15.74074,39.252338,70.370369,54.629631,8.333334,87.037041,3.2407408,41.836735,56.410259,38.46154,23.4375,37.373737,67.676765,1.949495,171.2419021,7.2800713,6.4570436
erode,83.65844,64.06971,19.58873,73.864075,1.8057921,1.9581933,-0.15240121,23.85321,31.818182,24.545456,3.6363635,12.727272,25.454544,36.363636,71.559631,0.90909088,82.727272,2.3,45.789474,59.788357,41.711227,20.10582,34.736843,64.397903,2,222.6822346,34.160084,7.1137748
the nilgiris,57.934444,76.173874,-18.239429,67.054161,1.464661,2.6874657,-1.2228047,7.5000005,10.833333,10,2.5210085,3.3333335,22.5,28.333334,44.166668,7.6923079,56.666668,1.3666667,54.679806,56.372547,45.320198,22.38806,36.764706,67.15686,2.1470587,78.58489272,4.4288483,9.3761511
dindigul,82.557762,77.850777,4.7069855,80.204269,2.2383425,2.1314549,0.10688758,14.084508,39.436619,21.12676,2.8571429,7.042254,29.787233,43.661972,53.521126,9.2198582,80.281693,2.2042253,61.611374,67.298576,46.919434,17.061611,28.43602,78.672989,2.2132702,229.0526631,24.026594,7.8630567
karur,95.298874,69.742676,25.556198,82.520775,3.7149305,2.3109918,1.4039388,46.739132,54.347824,43.47826,17.391304,27.472528,46.739132,57.777779,52.747257,28.888889,94.623657,3.6881721,56.185566,63.917522,51.813473,24.742268,34.536083,72.164948,2.3092782,116.7681656,9.0177155,8.2645845
tiruchirappalli,82.205482,63.393372,18.812111,72.799423,3.0833044,1.7745712,1.3087332,30.337078,49.438202,37.5,12.35955,17.977528,40.909092,57.303368,47.126434,5.6818185,82.022469,2.9662921,47.398846,46.327682,39.325844,13.529412,26.815643,61.452515,1.7039106,238.8001996,3.0854607,7.8662634
perambalur,81.894806,69.856972,12.037834,75.875885,2.7043574,2.3822761,0.32208133,40.697674,48.27586,28.735632,4.5977011,5.7471266,32.18391,48.27586,49.425285,3.4482758,81.609192,2.6091955,63.959389,67.512688,50.505047,24.742268,48.484848,75.757576,2.5404041,54.73802084,-3.37854,7.5687594
ariyalur,67.386055,78.657852,-11.271797,73.021957,2.0346901,2.3677788,-0.33308864,19.354837,38.709675,19.354837,4.3010755,10.752688,37.634407,43.010754,40.217392,4.3010755,68.817207,2.1720431,58.854168,63.874348,55.026455,19.148937,33.684212,76.5625,2.2864583,71.10333905,-2.3087006,6.7982993
cuddalore,77.372612,76.886055,0.48655701,77.129333,2.2560754,2.4192712,-0.16319585,14.432989,36.458336,23.958332,9.375,11.458334,38.541664,50,42.26804,5.1546392,76.530609,2.2755103,62.439026,63.592232,56.862747,19.117647,31.707317,77.669899,2.3252428,251.7273541,-11.287811,9.108923
nagapattinam,72.664749,58.245045,14.419704,65.454895,2.0648956,1.5791899,0.48570573,22.916668,37.5,14.583333,1.0526316,9.375,29.166666,36.458336,43.157894,3.125,68.75,1.96875,40.314137,51.5625,41.052631,17.989418,29.319372,61.139893,1.7823834,150.8214633,-6.0458794,7.9039841
thiruvarur,78.641769,75.500694,3.1410751,77.071228,1.8189659,2.0422723,-0.22330642,13.402061,21.875,15.306123,2.0833335,5.1546392,21.875,44.329895,53.125,3.0927835,77.551018,1.7755102,51.396648,63.687153,49.162014,17.877094,27.3743,73.184357,2.0949721,124.4112595,18.559525,11.199232
thanjavur,87.223282,83.127853,4.0954285,85.175568,3.8864865,2.4789495,1.407537,48.192772,63.414635,53.658539,18.292683,34.146343,43.902439,61.728394,59.7561,15.584415,86.746994,3.9277108,70.103088,68.367348,58.163269,20.526316,36.979164,83.67347,2.5204082,212.002171,-0.12313461,9.7990561
pudukkottai,92.327423,75.122955,17.204468,83.725189,2.9983985,2.185694,0.81270456,34.343433,52.525253,39.39394,9.1836739,24,34,49.494949,52.47525,23.469389,91.089111,3.1386139,47.474747,59.595959,52.525253,20.304567,39.086296,72.727272,2.1868687,140.9989248,15.180725,9.6646519
sivaganga,64.538719,81.213936,-16.675217,72.876328,2.0144377,2.2197585,-0.20532084,25.742575,37.864079,20.38835,3.8834951,8.8235292,30.000002,48.039215,52.380955,0,67.92453,2.1981132,50.555557,64.804474,51.396648,19.428572,29.608938,76.666664,2.1444445,117.1479186,0.84230042,8.0547075
madurai,78.471931,68.86544,9.6064911,73.668686,2.8663945,1.8490328,1.0173618,40,48.091602,32.061066,10.15625,17.557251,35.15625,53.435116,46.875,7.7519379,79.389313,2.8854961,42.07317,57.668709,43.82716,23.456789,30.246914,70.121948,1.9573171,259.5957615,2.8068771,6.065218
theni,64.231079,61.859589,2.3714905,63.045334,1.4988579,1.9186699,-0.41981208,15.827338,21.014492,12.949639,5.7553959,6.521739,18.248175,32.374104,42.75362,4.5112782,64.748207,1.589928,44.375,61.25,50.625004,22.64151,37.267078,71.428574,2.1490684,123.4461306,-7.3303795,6.2692018
virudhunagar,82.213181,45.396523,36.816658,63.804852,2.5566669,1.0300016,1.5266652,28,39,29.292929,6.1224489,6.060606,40,54.000004,44.897957,8.5106382,81.188118,2.5148516,33.333336,44.827587,33.793102,10.56338,21.379311,54.109592,1.4246576,169.9481546,12.156132,8.5681944
ramanathapuram,79.972725,78.717865,1.2548599,79.345291,2.0945723,2.5097439,-0.41517162,21.84874,22.881355,16.806723,5.042017,11.864407,18.644068,40.336136,57.264961,4.2735043,78.333336,1.9583334,61.971832,65.492958,52.777779,28.671328,41.666664,75,2.4861112,103.89053,14.304405,9.32759
thoothukkudi,71.585251,69.157288,2.4279633,70.371269,1.9629573,1.6911165,0.27184081,15.306123,34.693878,14.285715,1.010101,6.1224489,39.583336,37.373737,44.791664,3.030303,73.737373,1.9292929,42.331287,54.545456,47.878788,14.465409,29.090908,73.333336,1.8727273,157.3123892,5.2690773,7.6349392
tirunelveli,71.967201,73.066345,-1.099144,72.516769,2.0953081,1.9898692,0.10543883,10.869565,31.52174,20.652174,4.3956046,7.6086955,34.065933,47.252747,44.56522,7.9545455,71.739128,2.076087,53.846157,47.435898,42.307693,19.871796,27.564102,69.42675,1.8980892,241.5340044,-0.50756836,5.9910674
kanniyakumari,62.264454,72.25634,-9.9918861,67.260399,1.5479515,1.8298951,-0.28194368,8.7378645,31.067961,9.7087374,3.8834951,2.9411764,23.529411,37.254902,27.722773,14.563107,62.135921,1.5825243,42.391304,49.462364,43.548386,12.290504,24.731182,66.844925,1.7058823,191.7064435,-14.468332,7.7679753
dharmapuri,87.726563,70.813049,16.913513,79.269806,2.7860134,2.2130637,0.57294965,22.772278,51.485149,24.752476,4.9504952,10.891088,38.613861,54.455448,55.445545,5.9405942,87.128708,2.6930692,53.6036,62.443439,54.298645,22.93578,39.366516,74.324326,2.3153152,176.4476284,3.5818214,8.0218573
krishnagiri,70.180634,74.097298,-3.9166641,72.138962,2.0032558,2.2349389,-0.23168302,27.692308,32.307693,10,5.3846154,10.769231,22.307692,39.23077,54.615383,4.6153846,72.307693,2.0692308,60.483871,55.020081,40.485828,19.591837,28.11245,66.666672,2.0281124,216.2464485,9.1387787,9.6418371
coimbatore,40.225079,68.007195,-27.782116,54.116135,0.92779124,1.946221,-1.0184298,6.3157892,11.578947,11.578947,0,2.1052632,13.68421,20,38.297874,2.1052632,46.315788,1.0526316,56.398106,49.523811,34.285717,18.571428,23.696682,62.085308,1.8199052,394.5882908,-12.638966,7.9237828
tiruppur,59.77623,62.744869,-2.9686394,61.260551,1.1212115,1.8167709,-0.69555938,5.8823528,8.2352943,7.0588241,0,1.1764706,10.588236,21.176472,50.588238,2.3529413,60.000004,1.0705882,56.185566,53.125,41.052631,17.55319,20.3125,64.432991,1.8608247,273.1531092,14.222958,8.1230383
