state,district,digital_gender_gap_5,f_mean_age_5,f_mean_education_5,f_mean_yrs_edu_5,f_pct_literate_5,f_mean_wealth_idx_5,f_mean_wealth_scr_5,f_pct_urban_5,f_pct_rural_5,f_mean_hh_size_5,f_pct_married_5,f_pct_never_married_5,f_pct_divorced_5,f_pct_has_mobile_5,f_pct_mobile_fin_5,f_mean_bf_dur_5,f_mean_bf_months_5,f_pct_ever_breastfed_5,f_pct_early_bf_5,f_n_respondents_5,m_mean_age_5,m_mean_yrs_edu_5,m_pct_no_edu_5,m_literacy_rate_5,m_urban_share_5,m_mean_wealth_idx_5,m_mean_hh_size_5,m_pct_married_5,m_pct_in_union_5,m_pct_live_partner_5,m_pct_owns_mobile_5,m_pct_has_bank_account_5,m_pct_currently_working_5,m_pct_dv_goes_out_5,m_pct_dv_neglect_5,m_pct_dv_argues_5,m_pct_dv_sex_5,m_pct_dv_food_5,m_pct_dv_unfaith_5,m_pct_dv_disresp_5,m_pct_any_dv_5,m_pct_owns_house_5,m_pct_owns_land_5,m_pct_smokes_cigarettes_5,m_pct_smokes_bidis_5,m_pct_uses_tobacco_5,m_pct_drinks_alcohol_5,m_pct_drinks_freq_5,m_pct_father_beat_5,m_pct_wife_emp_5,m_n_respondents_5
punjab,hoshiarpur,24.324112,32.175613,2.0790095,10.743872,94.794029,4.5583119,1271931.905,23.903847,76.096153,4.9404273,66.994675,28.652678,4.3526492,72.315613,49.466522,57.23671,18.934887,46.367401,62.875206,951.5426598,33.88105,10.472384,3.7506621,94.242523,25.032499,1304851.1,5.1848636,60.125114,60.125114,100,96.639725,96.821846,81.721649,23.591858,23.059668,25.603888,5.7384686,4.5067844,14.23872,25.111643,36.460838,37.946201,16.884445,2.6115034,4.455327,6.4747438,18.000404,10.814281,4.5640945,14.921694,63.83553219
punjab,shahid bhagat singh nagar,30.109367,32.056667,1.9277756,9.8619242,92.509911,4.5484128,1245626.388,19.60367,80.396332,5.2904906,66.1185,28.688038,5.1934586,65.005722,33.82299,59.537689,20.743645,44.785179,65.039795,362.4165422,32.619289,9.9613466,4.7760668,90.540421,20.266859,1110993.9,4.9470625,56.502079,56.502079,98.202583,95.115089,95.205208,76.951996,20.841455,17.132376,19.072134,8.7617064,6.9339433,17.6707,26.807755,33.619225,27.948357,15.417452,4.7443538,6.5428667,9.1937408,23.526522,11.483732,6.4893141,13.778398,22.65977599
punjab,fatehgarh sahib,28.706825,31.898218,1.9288961,9.7734861,90.334473,4.5642076,1275100.424,31.689072,68.310928,5.725286,72.510178,23.367039,4.122787,65.618553,23.008352,62.155289,22.72065,40.565334,63.964237,321.1103067,32.599609,9.0147419,6.6401744,85.077263,30.692905,1231728.6,5.8526602,56.29723,56.29723,97.450844,94.325378,87.199341,82.09433,13.246526,9.700942,9.2284565,4.6774163,4.3045053,6.3141456,11.155125,21.113058,28.27116,15.173113,3.6486301,6.0544066,11.495796,36.62738,24.741869,7.3249869,14.408916,29.07260971
punjab,ludhiana,23.120697,31.575539,1.9144534,9.7104177,87.750229,4.4471941,1183669.588,56.88446,43.115536,5.2967219,70.608475,25.414566,3.9769616,70.982887,34.691616,63.670422,22.520611,36.790241,53.17189,1752.223272,30.980423,9.3990383,8.376811,89.394936,62.78643,1173850.5,5.0424919,52.387192,52.387192,90.501228,94.103584,84.849388,78.241905,3.5910413,1.5819135,3.4519203,2.3595314,2.5625286,2.5810356,8.8246155,13.875214,54.833847,21.292765,8.3740988,7.4638886,10.945248,32.09951,14.50629,13.0563,12.880228,163.0859838
punjab,moga,34.959251,31.414068,1.5643736,7.7107787,78.853767,4.2423735,1046242.062,24.335451,75.664551,5.569551,70.332474,26.163977,3.5035472,59.775627,29.596096,70.216896,21.492407,29.3564,50.865372,562.8974568,31.644081,8.380024,13.892928,88.420883,20.332067,1035654.4,5.045836,59.881115,59.881115,98.824631,94.734879,95.893784,78.46579,20.252068,15.842712,16.953499,11.51191,13.535978,24.010815,31.074327,38.981022,29.834036,12.97284,3.6074107,7.8769879,11.589787,35.873505,20.296993,20.02058,19.634209,46.28516831
punjab,muktsar,43.389877,31.373558,1.529972,7.4282012,76.081497,4.11514,966395.5528,27.909624,72.090378,5.5101786,71.664169,25.289106,3.0467219,46.696617,11.603759,55.598141,20.094904,47.913105,71.049515,520.6625399,32.946686,8.2556963,14.208274,80.865036,32.598747,1062401.8,5.3763633,65.269417,65.269417,99.188797,90.086494,93.805382,79.540558,20.278717,14.376144,18.130629,11.444577,9.8075752,22.023014,31.137133,40.882206,42.373718,22.621952,3.635819,7.9492979,14.153728,39.902493,19.51441,19.288378,21.404663,40.38471013
punjab,faridkot,36.467857,31.13168,1.6352581,8.0596561,79.070259,4.1675801,980938.1433,39.804279,60.195721,5.7275453,72.445824,24.227091,3.3270884,53.215935,7.6449461,60.653946,24.283022,42.761456,57.342411,341.0043734,32.96772,7.8385577,16.527016,79.194313,49.12925,1066511.4,6.6775112,64.0952,64.0952,97.734299,89.683792,90.076775,81.704018,14.014271,9.7235832,17.538197,8.5358772,12.345168,18.610291,20.444149,32.077763,31.0214,18.740528,5.7214284,8.1944599,16.56929,38.734913,19.802643,13.238409,19.458611,23.9685597
punjab,bathinda,52.923466,31.193872,1.5642892,7.6480408,76.26857,4.2070994,1015922.581,37.422935,62.577068,5.7357173,73.562714,24.195892,2.2413929,39.854465,12.39647,64.28582,22.510727,37.939137,57.058208,844.6422815,30.627443,7.2439284,18.966284,75.407066,45.938377,962795.88,5.6627316,53.951805,53.951805,97.959839,92.777931,87.624619,79.668724,30.523268,23.559708,30.805609,12.467945,14.551332,37.753532,40.733589,54.133541,38.133129,20.621487,11.125458,15.377523,28.369829,43.09367,22.634212,28.754837,12.304807,76.98986837
punjab,mansa,54.047588,31.113731,1.4280629,6.937408,72.264763,4.0137572,851107.6154,24.669283,75.330719,5.764842,70.221207,24.871771,4.907023,36.145573,9.6774473,68.753395,19.163557,31.334194,68.826958,458.9358872,31.242453,8.0185242,20.645145,76.343201,19.824381,850843.81,5.4744091,63.558777,63.558777,100,90.193161,86.943657,82.064384,16.547173,16.565512,16.04781,11.195036,12.723973,14.464712,24.678221,33.762463,44.141666,28.383532,3.772562,10.129623,12.665044,37.194771,24.572559,11.034149,17.662544,30.60158996
punjab,patiala,38.151611,31.538265,1.8115717,9.1224022,84.980209,4.5243802,1228722.356,46.247066,53.752934,5.6350384,71.774109,24.357517,3.8683765,58.694221,27.053595,50.637028,19.023277,52.63884,54.207439,1145.420493,29.655861,9.5800753,5.2299161,84.70858,45.856983,1195531.8,5.3010054,53.418159,53.418159,100,96.845833,90.096458,79.609062,3.5898376,3.4550695,2.326241,1.19986,2.9726772,4.134551,6.3089857,12.261953,53.329365,17.773546,2.9690285,2.4614167,5.0424418,19.671556,8.494277,2.8741329,14.211263,110.3400302
punjab,amritsar,27.068203,31.369947,1.7496988,8.8323107,84.162956,4.4884248,1226295.264,50.223625,49.776371,5.5333662,71.113274,24.681419,4.2053056,63.475315,36.180641,60.918842,22.955133,38.739429,60.898788,1379.746948,31.892399,9.5684423,8.0131407,86.611565,49.766819,1332064,5.1332574,57.184292,57.184292,100,90.543518,91.329391,76.759117,21.627693,18.370661,20.196358,5.7000184,7.9374037,24.788254,25.512037,39.540871,31.461588,15.122324,3.0069251,1.0503299,3.5529003,20.969501,12.947124,6.2716274,9.9134598,115.7076405
