district,Beating justified: wife goes out, Beating justified: wife neglects children,Beating justified: wife argues with husband,Beating justified: wife refuses sex,Beating justified: wife burns food,Justifies DV: wife unfaithful,Justifies DV: wife disrespect,Respondent's father ever beat mother,men_mobile_own,men_mobile_financial,men_mobile_own2,men_mobile_financial2,mv171a,mv171b,sm129,sm332b,sm630a,sm630b,sm630c,sm630d,sm630e,sm630f,sm630g,sm630h,sm630i,n_obs_men,Beating justified: wife goes out_f,Beating justified: neglects children_f,Beating justified: argues with husband_f,Beating justified: refuses sex_f,Beating justified: burns food_f, Justifies DV: wife unfaithful_f,Justifies DV: wife disrespect_f,Father ever beat mother,m34_1,m34_2,m34_3,m34_4,m34_5,m34_6,m4_1,m4_2,m4_3,m4_4,m4_5,m4_6,m38_1,m38_2,m38_3,m38_4,m38_5,m38_6,m39a_1,m39a_2,m39a_3,m39a_4,m39a_5,m39a_6,women_mobile_own,women_mobile_financial,v410,v410a,v411,v411a,v412,v412a,v412b,v412c,v413,v414a,v414b,v414c,v414d,v414e,v414f,v414g,v414h,v414i,v414j,v414k,v414l,v414m,v414n,v414o,v414p,v414q,v414r,v414s,v414t,v414u,v414v,v414w,s726a,s726b,s726c,s726d,s726e,s726f,s726g,s726h,s726i,n_obs_women,_merge,digital_gap_ownership,digital_gap_financial,digital_gap_ownership2,digital_gap_financial2
valsad,0.27988258,0.34741291,0.17869754,0.12745167,0.1745372,0.30776966,0.29864669,0.063809365,0.93403691,0.22358845,0.93403691,0.22358845,2.0243256,,0.67477524,,1.440998,1.6333754,1.3794342,2.4985728,1.9742577,1.6671011,1.8183666,2.567359,2.454514,252.8801314,0.20720835,0.21623574,0.18552577,0.1652656,0.16835833,0.21527977,0.30845582,0.22893457,36.812229,,,,,,62.497787,94,94,,,,0.31823364,0.47562262,0.2378675,,,,0.55592692,,,,,,0.69642925,,0.14417234,,0.30267307,0.069494203,,0.061809935,,0.11870304,0.084324516,0.065539807,,,,0.45524818,0.1133597,0.072499156,,0.14252082,0.32737735,0.16019943,0.24656105,0.054711591,0.044605672,0.033117887,0.035278141,,,0.058635496,0.05006383,,0.086989045,,1.3627974,1.3058709,1.2786242,2.1317253,1.4798763,1.4986421,1.5362723,2.2452481,2.3581591,249.0449513,Matched (3),0.23760766,,0.23760766,
reasi,0.68403041,0.32502398,0.2910727,0.18302892,0.21587402,0.40197155,0.56801569,0.27811596,0.97454309,0.36575824,0.97454309,0.36575824,1.9342139,,0.64473796,0.31646597,1.4956537,1.7661475,1.5787516,2.4085956,1.5716555,1.6243268,1.5259087,2.2213454,1.9320437,36.49651022,0.19944715,0.23562731,0.17354433,0.18934523,0.14429049,0.51268679,0.4357366,1.7992814,53.98444,,,,,,65.963158,94,94,,,,0.32405886,0.44413584,0.27952069,,,,0.59547567,,,,,,0.7369591,,0.40896988,,0.53935754,0.17636609,,0.12831566,,0.18595375,0.23082255,0.07129015,,,,0.47895572,0.11891243,0.24933839,,0.14969704,0.38161504,0.17301826,0.38032821,0.0618365,0.050957199,0.23116376,0.18492354,,,0.29954046,0.1248001,,0.080370337,,1.5639197,1.8179201,1.6989799,2.4459198,1.8072034,1.2027105,1.8454194,2.2970951,2.2888968,61.02382196,Matched (3),0.23758399,,0.23758399,
shrawasti,0.51804024,0.42804247,0.56927931,0.2338585,0.35978061,0.51880014,0.61549538,0.41854599,0.89284217,0.099864155,0.89284217,0.099864155,1.3064797,,0.43549323,1,1.6447427,1.4340385,1.4277943,2.5703175,1.4076809,1.449596,1.4135811,2.0314617,2.1462302,37.40222579,0.44573495,0.53358066,0.62151563,0.32503474,0.43616265,0.57861936,0.68450451,0.52765226,132.24783,,,,,,78.746765,94,94,,,,0.1897653,0.23935239,0.051329825,0,,,0.58907104,,1,,,,0.65561128,,0.09114591,,0.32639143,0.025854656,,0.027957864,,0.045221414,0.25460505,0.015100987,,,,0.54537636,0.16447049,0.059891142,,0.1557961,0.27475286,0.055487622,0.18608001,0.029644189,0.003481635,0.11588584,0.085910879,,,0.24513195,0.021124931,,0.043871351,,2.0042708,1.3849505,1.3544174,2.7231784,1.1839488,1.1786119,1.1901139,2.4301968,2.0713882,85.27352756,Matched (3),0.2372309,,0.2372309,
mewat,0.30404902,0.41004086,0.39976585,0.27977008,0.36025029,0.46411484,0.43095139,0.16579653,0.92403513,0.32575989,0.92403513,0.32575989,2.0356772,,0.67855901,0.64719999,1.2657723,1.5335521,1.6292127,2.0801289,2.0620649,1.9222151,1.9723065,2.1611228,2.1336131,35.58348808,0.42047,0.52515441,0.56423628,0.47162551,0.56751359,0.52059668,0.62247092,0.93176401,96.169617,,,,,,70.840233,94,94,94,,,0.16437536,0.14374527,0.051142223,0.28908893,,,0.41145557,,,,,,0.68710542,,0.078930117,,0.42915243,0.021177176,,0.00862248,,0.094465837,0.089879453,0.010037589,,,,0.36107615,0.10693412,0.054135472,,0.058643699,0.13196543,0.02824761,0.064241402,0.01912188,0.002868776,0.038231548,0.025384681,,,0.097142912,0.010913867,,0.066842392,,1.3370069,1.9224734,1.9186517,2.2041268,1.7906945,1.5525602,1.8331017,2.1230509,2.2787731,111.2891197,Matched (3),0.23692971,,0.23692971,
mansa,0.26597631,0.31612888,0.31095186,0.38165346,0.4001683,0.47557765,0.39725596,0.36594182,0.90193164,0.09554287,0.90193164,0.09554287,1.6979899,,0.56599665,0,1.2563879,1.3016765,1.6258051,2.077631,1.5504308,0.99378854,1.6854606,2.0603757,2.2846994,30.60158996,0.1619318,0.25611115,0.22919556,0.14745906,0.13813113,0.10404963,0.2503947,0.84199494,83.000183,,,,,,63.367424,94,94,,,,0.27231258,0.28523949,0.33734617,,,,0.52754575,,,,,,0.66500992,,0.12909284,,0.35421166,0.051034857,,0.060416725,,0.051455528,0.18889968,0,,,,0.43191603,0.12799694,0.046136379,,0.13521847,0.11283572,0.07712137,0.29259992,0.041132517,0,0.077407472,0.051538326,,,0.098914437,0,,0.20080063,,1.2241392,1.7415189,1.7384359,2.3434227,0.73709261,0.15394056,0.57528901,2.443609,2.570147,58.53923568,Matched (3),0.23692173,,0.23692173,
buldana,0.30655274,0.32260379,0.35569999,0.23206671,0.25595319,0.3881399,0.46998882,0.31990823,0.99569756,0.16817844,0.99569756,0.16817844,1.1860503,,0.3953501,0,1.8625035,2.0555286,1.885341,2.2092061,1.8142946,1.7517551,1.8699433,2.3037212,2.2724233,391.480139,0.25127596,0.35472348,0.48732087,0.32512924,0.33509764,0.55129904,0.70606703,0.44431838,72.15123,,,,,,61.324825,94,94,,,,0.085614324,0.051674437,0,,,,0.57471794,,,,,,0.75944018,,0.13113247,,0.34076041,0.067296602,,0.11970507,,0.15014158,0.29099977,0,,,,0.52408022,0.010162714,0.056822967,,0.069812559,0.14703943,0.11147489,0.084307097,0.01103482,0,0.022167867,0,,,0.10257979,0.011234215,,0.032120984,,1.8330332,1.7821752,1.8802531,2.5876491,1.3347378,1.1410853,1.2554806,2.7493076,1.7496604,207.4768192,Matched (3),0.23625737,,0.23625737,
kishanganj,0.10888242,0.18967736,0.26502585,0.19540286,0.051575661,0.3634319,0.42776695,0.49112287,0.90906471,0.037726793,0.90906471,0.037726793,1.0420158,,0.34733862,0.79123402,1.9607345,1.6757531,1.4813662,2.5144317,2.2900157,2.3876412,2.2995286,2.2931798,2.4522607,172.8396318,0.36581188,0.39773676,0.47547349,0.33726999,0.3407568,0.36897755,0.39969602,0.73222822,88.585709,,,,,,76.302147,94,94,94,,,0.10465895,0.10295776,0.032901041,0,,,0.48704454,1,,,,,0.67505985,,0.12310367,,0.25284427,0.037270021,,0.065738574,,0.14737506,0.13589324,0.06908413,,,,0.43690956,0.16547875,0.16941291,,0.1280802,0.24832565,0.10474326,0.16103636,0.093881592,0.044390224,0.075179696,0.083175011,,,0.1183879,0.073280357,,0.01158869,,2.0088584,1.5444872,1.3518356,2.600589,2.2880764,2.4303334,2.2761276,2.5228825,2.0684853,168.9151866,Matched (3),0.23400486,,0.23400486,
kolkata,0.13279246,0.091622442,0.17483768,0.1346893,0.085623331,0.22252123,0.24353394,0.48845196,0.93314338,0.35758093,0.93314338,0.35758093,1.9975024,,0.66583413,1,1.8183104,1.4068856,1.3676834,2.0051577,2.0194728,2.0879042,2.258018,2.072835,2.395818,574.7632916,0.45817286,0.29727101,0.34138489,0.20460495,0.17697792,0.31254345,0.37410861,0.380445,64.817543,,,,,,64.532402,94,94,,,,0.21440272,0.032742098,0.053226631,,,,0.71358317,,,,,,0.69917864,,0.11883528,,0.33720297,0.19544761,,0.20531306,,0.095780306,0.13446297,0.062188961,,,,0.57604659,0.42016318,0.24237344,,0.25198466,0.48576626,0.061996412,0.21047914,0.029027242,0.017219169,0.13056381,0.034496982,,,0.12946942,0.016750254,,0.026652662,,1.5360227,1.3776851,1.3675401,2.0140221,1.9508774,1.6653779,2.0934334,1.9504044,2.4357429,393.3475219,Matched (3),0.23396474,,0.23396474,
erode,0.19204642,0.2749033,0.15013087,0.01915933,0.087069854,0.15287089,0.21251522,0.79154205,0.97539812,0.42472559,0.97539812,0.42472559,1.9041046,,0.63470155,,1.239882,1.3418671,1.2727727,2.1129069,1.9726754,2.5428977,2.3511088,2.4412661,2.4219813,139.5180266,0.54224485,0.72076422,0.61577135,0.35690734,0.44089302,0.37013605,0.69309092,0.5227862,21.407108,,,,,,40.812489,94,,,,,0.23089239,0.24004035,0,,,,0.76188499,,,,,,0.74224937,,0.44123584,,0.394896,0.40048727,,0.48153615,,0.4875311,0.2587966,0.14542478,,,,0.49467915,0.41530201,0.44908443,,0.41535577,0.60836864,0.37340981,0.44814691,0.14431022,0.21082155,0.31595179,0.32739109,,,0.21897875,0.13092683,,0.23332651,,1.2275151,1.8935218,1.3837644,2.1282375,1.992717,2.1422498,2.048229,2.2470527,2.073431,346.7478416,Matched (3),0.23314875,,0.23314875,
mayurbhanj,0.14539452,0.22602233,0.17733289,0.20431337,0.10622498,0.033513911,0.27240717,0.60100901,0.8391667,0.12525196,0.8391667,0.12525196,1.0017937,,0.33393124,1,1.8785038,1.5999341,1.1108478,2.8092399,2.2946477,2.4343994,2.5031648,1.8829993,2.8723655,87.8584435,0.33123699,0.46239105,0.42554921,0.31839761,0.28388429,0.33904141,0.55772281,0.56001413,36.504032,,,,,,79.259079,94,,,,,0.062708728,0.026298586,0,,,,0.60589814,,,,,,0.60635477,,0.0854849,,0.14192288,0.11120511,,0.14582039,,0.096751168,0.30106691,0.055464324,,,,0.49865791,0.28928348,0.15917154,,0.22318456,0.41153148,0.22684589,0.17635287,0.07139726,0.057733562,0.095790498,0.034265686,,,0.23324479,0.016876148,,0.009939427,,1.5275421,1.7009913,1.2014645,2.3679299,2.0939195,2.1904011,2.3333426,1.3303964,1.2443937,212.442054,Matched (3),0.23281193,,0.23281193,
east godavari,0.22061327,0.52907765,0.46708563,0.22490011,0.030324608,0.29827332,0.56252837,0.80107862,0.96719098,0.12931137,0.96719098,0.12931137,1.2826847,,0.42756158,,1.1151128,1.4978884,1.7227377,1.9077709,1.9454492,2.0542378,2.167522,2.1095772,1.886663,687.2673142,0.44875792,0.79624569,0.51848376,0.32883307,0.29849297,0.45173874,0.74318188,0.51364422,76.950302,,,,,,59.192772,94,94,,,,0.21693936,0.17295627,1,,,,0.69898123,,,,,,0.73526335,,0.3006418,,0.28363162,0.062589332,,0.25407904,,0.11293031,0.14859797,0.049350448,,,,0.48554683,0.03752188,0.23416115,,0.035453226,0.10025934,0.15351777,0.18685229,0.037684727,0.036487862,0.073513374,0.03630279,,,0.21023101,0.037563559,,0.36175069,,1.4147283,1.8254788,2.257185,2.4097307,2.0572014,2.2806973,2.1915438,2.3845742,2.582396,575.0498354,Matched (3),0.23192763,,0.23192763,
kathua,0.091739498,0.10428191,0.097920664,0.10602447,0.09110298,0.2064122,0.21152098,0.018877899,0.9874472,0.20385206,0.9874472,0.20385206,1.8750509,,0.62501699,,1.0062369,1.6565982,1.5648255,1.5121861,2.5160046,2.7574422,2.5002913,1.7785717,1.2724522,75.40679973,0.13343048,0.1595996,0.176148,0.11750131,0.13997766,0.18386146,0.20166372,0.36202899,62.113899,,,,,,70.994629,94,94,,,,0.39998859,0.50641567,0.23319623,,,,0.6729179,,,,,,0.75609297,,0.51179361,,0.45488834,0.1243422,,0.19560413,,0.47872797,0.31202197,0.12775876,,,,0.58128685,0.34800798,0.1524923,,0.35604826,0.50334209,0.34012923,0.43697003,0.11964047,0.091386713,0.26453945,0.26427457,,,0.25476211,0.098816931,,0.14011289,,1.3525944,1.32133,1.2302535,1.9347483,1.2830074,1.1283393,1.3041936,2.3461781,2.4486816,105.2862731,Matched (3),0.23135424,,0.23135424,
kodagu,0.187686,0.19604045,0.13688233,0.17054245,0.1525526,0.29830837,0.35389277,0.73670536,0.95962608,0.53706932,0.95962608,0.53706932,2.0189373,,0.67297912,1,1.4750443,1.4300668,1.1020656,2.0771201,1.9145736,1.9985021,1.9839565,2.137342,2.1991148,64.94044019,0.7884298,1.0804023,1.0731431,0.92316908,0.89618534,0.86961514,0.82333845,0.48430169,53.590454,,,,,,63.589325,94,94,,,,0.14849165,0.313705,0,,,,0.67011428,,,,,,0.73043072,,0.24563916,,0.37885621,0.076718681,,0.1974889,,0.28392851,0.24995339,0.11180303,,,,0.36051196,0.15311104,0.16940047,,0.17079291,0.16099316,0.14742577,0.19915494,0.10116096,0.078101255,0.099593461,0.13586277,,,0.22977491,0.11136267,,0.13489267,,1.3446828,1.2030808,1.1651251,1.7957622,1.8515748,1.9915717,2.0440977,2.2889578,2.2426934,60.0238907,Matched (3),0.22919536,,0.22919536,
aizawl,0.58887345,0.62744951,0.59746599,0.56584924,0.2786611,1.0817739,1.0564893,0.18368694,0.93490541,0.40321398,0.93490541,0.40321398,2.6873026,,0.89576751,0.29171729,1.9831512,1.9681619,1.52937,2.0596917,1.9284629,2.3147879,2.2212083,1.2787472,2.3625793,45.0957548,0.62472647,0.78251576,0.68456119,0.60120475,0.40733942,0.8536694,0.91171896,0.30385214,31.55409,,,,,,61.689751,94,94,,,,0.14642256,0.11311369,0,,,,0.7361449,,,,,,0.70613068,,0.33209273,,0.30623904,0.12991205,,0.25941893,,0.34319106,0.21370012,0.10003258,,,,0.47710699,0.055658475,0.46484694,,0.23282577,0.41643554,0.34743318,0.26934069,0.065352172,0.23697129,0.29426983,0.32481837,,,0.51472032,0.03376301,,0.027897127,,1.9480058,2.2022378,1.2230811,2.2797947,2.0888245,2.4729199,2.2946205,1.0857403,2.2371125,42.48908478,Matched (3),0.22877473,,0.22877473,
tawang,0.1608299,0.26015359,0.15722895,0.061856121,0.068943374,0.30596074,0.43970135,0.083562464,0.93565768,0.46236762,0.93565768,0.46236762,2.4354501,,0.81181675,0,2.0391252,2.3670497,1.9713677,2.5523643,2.4382107,2.6085935,2.6292295,2.3121338,2.1841748,1.351862988,1.6964123,1.6379263,1.4739685,2.6535485,1.5828156,2.0358799,2.1499221,1.5201591,52.775349,,,,,,67.617928,94,94,,,,0.19838691,0.51550347,0.63091922,,,,0.73000371,,,,,,0.70688915,,0.10364422,,0.24097258,0.29535526,,0.082578667,,0.17813973,0.34981209,0.15609391,,,,0.45409396,0.25309706,0.45384029,,0.29144001,0.34939107,0.14097248,0.3356863,0.080257468,0.13747452,0.23280628,0.27464613,,,0.47784877,0.13882816,,0.11968608,,1.8704213,1.8916295,1.5506545,2.4157743,2.1400826,2.1446273,2.200629,1.8959676,2.2281075,2.671802027,Matched (3),0.22876853,,0.22876853,
vizianagaram,0.44998187,0.55911136,0.32314542,0.64309812,0.18730269,0.67211306,0.72246635,0.34827018,0.91095823,0.29357424,0.91095823,0.29357424,1.1125427,,0.37084758,,1.4044385,1.7295917,1.8179944,2.3298695,2.014529,2.3967636,2.2920103,2.2489018,2.3223703,288.0923553,0.84795964,0.73624754,0.98184586,0.49543798,0.34864581,0.4302803,0.75817287,0.68882817,79.104156,,,,,,61.010025,94,94,,,,0.21685277,0.20939358,0.26406708,,,,0.64183652,,,,,,0.68235058,,0.2551702,,0.21063846,0.099158786,,0.19872704,,0.095810369,0.15304489,0.02613025,,,,0.53541505,0.06311056,0.24210784,,0.078630537,0.18467414,0.18944301,0.26679352,0,0,0.20590392,0.062421676,,,0.20298398,0.00604411,,0.20351815,,1.473923,1.8949167,2.014858,2.5644448,2.0123236,2.0910926,2.0330155,2.5520256,2.5689704,229.8621939,Matched (3),0.22860765,,0.22860765,
uttara kannada,0.14690915,0.15241078,0.099862598,0.17898621,0.091006115,0.21821325,0.55922443,0.3303065,0.96975726,0.35462719,0.96975726,0.35462719,1.6163936,,0.53879786,,1.369801,1.0879195,1.3634574,2.0121341,2.0185847,1.8814534,2.1703532,2.5161281,2.379622,267.6195095,0.98907852,0.88925481,0.99082911,1.0276264,1.0417833,1.064533,1.0997223,0.81817865,43.437183,,,,,,65.178909,94,94,,,,0.20559107,0.16054235,0,,,,0.60743392,,,,,,0.74237859,,0.36726424,,0.47447464,0.055341151,,0.19713326,,0.15708867,0.26849282,0.10388057,,,,0.4956094,0.24147515,0.16191643,,0.26326907,0.37247464,0.25550687,0.29169446,0.025555162,0.12696432,0.064041555,0.10707328,,,0.2858476,0.038019717,,0.14777328,,1.4014282,1.444499,1.3903091,1.956718,1.9334958,1.7048585,1.9886429,2.204052,2.1507316,162.2108679,Matched (3),0.22737867,,0.22737867,
hamirpur,0.076662607,0.16707408,0.17267004,0.22176799,0.060173482,0.075453252,0.16222861,0.30123249,0.98678327,0.24370539,0.98678327,0.24370539,2.1249168,,0.7083056,,1.6115636,1.3464648,1.6322311,1.9740289,1.9393212,1.5060508,1.8899984,2.3003714,2.494909,41.52864268,0.11629345,0.1723596,0.1397903,0.15786995,0.11056297,0.14270757,0.20669645,0.042077444,72.819748,,,,,,58.149837,94,94,,,,0.26408872,0.10836363,0,,,,0.71590072,,,,,,0.76008499,,0.19255088,,0.52923614,0.10279218,,0.16890964,,0.29795155,0.098495342,0.025878681,,,,0.68159682,0.21814717,0.05020522,,0.25077286,0.40151367,0.19882643,0.30727166,0.025348909,0,0.23478487,0.15549673,,,0.11240128,0,,0.12953489,,1.2962666,1.2602305,1.2540375,1.8236407,1.2917871,0.57009852,0.96664441,2.2719193,2.1260023,76.70590621,Matched (3),0.22669828,,0.22669828,
damoh,0.18682706,0.2530528,0.28373849,0.17145947,0.24550955,0.39175856,0.43274111,0.55414361,0.86063403,0.13960467,0.86063403,0.13960467,1.2835931,,0.42786434,0.65639585,1.889642,1.5188438,1.49702,2.2774928,1.598974,1.4414821,1.5016608,2.1168683,1.8031638,65.49740949,0.29839855,0.41973302,0.59719664,0.82333612,0.36404073,0.70345366,0.77783334,0.70466489,65.744858,,,,,,66.236847,94,94,,,,0.069408394,0.11682172,0,0,,,0.59240842,,,,,,0.63439727,,0.097337343,,0.15568636,0.021746073,,0.053368337,,0.1193402,0.25804928,0.032236226,,,,0.51508361,0.21482365,0.061178841,,0.17853616,0.33543366,0.14355391,0.19632611,0.041040473,0.007975897,0.1104039,0.11790146,,,0.11777133,0.024084598,,0.085523009,,1.5761608,1.4774728,1.4981376,2.4263971,1.2087774,1.1240404,1.127731,2.1655397,1.2412267,134.5792996,Matched (3),0.22623676,,0.22623676,
badgam,0.73007202,0.72431117,0.73820829,0.68770242,0.67309427,0.76970106,0.75738263,0.74163079,0.95564014,0.43352404,0.95564014,0.43352404,2.0328274,,0.67760915,1,1.3264296,1.9890939,1.721657,2.1640916,2.1423481,2.5094209,2.3303416,2.3235841,2.0839629,72.58085811,0.74088091,0.8210355,0.81328189,0.43674183,0.33117124,0.73062432,0.76077014,0.8052153,38.022053,,,,,,74.213829,94,94,,,,0.11487715,0.12947813,1,,,,0.71339566,,,,,,0.72951823,,0.3475391,,0.23267257,0.071940653,,0.15482529,,0.062931947,0.086563677,0.17442523,,,,0.63245028,0.11387158,0.3975803,,0.097414941,0.31943524,0.14259888,0.42217895,0.10356956,0.014076952,0.105973,0.18555641,,,0.20375659,0.10919277,,0.019520922,,1.8363677,2.2464592,1.3888522,2.2220054,2.2565837,2.5096891,2.3414412,2.3156896,2.180907,99.44181637,Matched (3),0.2261219,,0.2261219,
daman,0.084403351,0.079134643,0.079560421,0.37454444,0.018617284,0.24333453,0.20828213,0.31959388,0.93323469,0.30518129,0.93323469,0.30518129,1.921868,,0.64062268,0.54147255,1.6650567,1.6926008,1.4934939,2.4015331,2.2204218,2.3505857,2.3601246,2.5813491,2.385895,17.41526791,0.77119792,0.78176135,0.89032036,1.0071388,0.70154911,0.86613816,0.98408854,0.24583559,50.03167,,,,,,60.252865,94,,,,,0.2964763,0.43151948,,,,,0.64191312,,,,,,0.70780993,,0.28985754,,0.43624845,0.088124983,,0.14096801,,0.10064884,0.42321011,0.040403914,,,,0.53834611,0.091100745,0.17673934,,0.18661056,0.25333133,0.15681215,0.33166394,0,0.033648163,0.024956264,0.15198569,,,0.30676746,0.054711364,,0.09744814,,1.3851824,1.6828991,1.9054898,2.0938554,1.71143,1.7927392,1.9327034,2.4825642,2.2353406,17.94075586,Matched (3),0.22542477,,0.22542477,
giridih,0.19095448,0.16551878,0.19752963,0.23504305,0.10674767,0.25933295,0.27577749,0.18319023,0.9474889,0.20955943,0.9474889,0.20955943,1.5340828,,0.51136094,0.84597886,2.1212223,1.6842347,1.5613519,2.4388502,2.4995244,2.6329587,2.5360255,2.4306648,2.5202878,56.49892643,0.23616573,0.24481618,0.28563759,0.36131001,0.18718892,0.36797205,0.32163709,0.530312,69.451012,,,,,,73.452652,94,94,,,,0.046555441,0.085857898,0,,,,0.60982639,,,,,,0.72270238,,0.037026387,,0.15115888,0.032720406,,0.092957534,,0.043725953,0.11346518,0.004081491,,,,0.55464911,0.16203564,0.008960398,,0.082967997,0.19074747,0.027435316,0.083078071,0,0,0.058291536,0.014646993,,,0.14030363,0,,0.005381752,,2.0850501,1.6979679,1.5754815,2.6312597,2.1626205,2.4495628,2.3465414,2.5178585,2.0993106,213.2685354,Matched (3),0.22478652,,0.22478652,
faridkot,0.23441754,0.14324011,0.22138622,0.13136305,0.16945595,0.28037775,0.29871631,0.2451151,0.89683789,0.27784148,0.89683789,0.27784148,1.9233314,,0.64111048,,1.4268656,1.6434225,1.4895595,2.1240518,1.5536031,1.1036938,1.6266336,2.0446784,2.1081765,23.9685597,0.14218625,0.13210556,0.14947352,0.098669492,0.16558839,0.12131877,0.53989649,1.2213873,70.106453,,,,,,61.300583,94,,,,,0.21483591,0.2317519,0,,,,0.48366973,,,,,,0.67289031,,0.21056853,,0.4671247,0.098986618,,0.16996586,,0.14548761,0.22293805,0.004693678,,,,0.33041409,0.12790661,0.080775157,,0.17747746,0.18174596,0.093911029,0.14725284,0.004693678,0.006781995,0.061068989,0.1040028,,,0.12020808,0.006781995,,0.24791633,,1.3195252,1.6159515,1.1607624,2.3847969,1.0452762,0.41209775,0.69720185,2.6326845,2.6600945,104.756671,Matched (3),0.22394758,,0.22394758,
kulgam,0.68098646,0.62162852,0.60518593,0.61057293,0.54309356,0.5830335,0.58368045,0.33901459,1,0.44347492,1,0.44347492,2.072592,,0.69086403,,1.3554515,1.748997,1.8155231,2.2977114,2.3866472,2.1103408,2.3537865,2.0635767,1.4497603,52.5192664,0.57316184,0.60031778,0.76240671,0.73195231,0.32101101,0.62185019,0.87968445,0.66731268,55.800575,,,,,,75.610336,94,,,,,0.27015746,0.28627095,0,,,,0.76615006,1,,,,,0.77655494,,0.22675945,,0.28834814,0.10001875,,0.12096296,,0.14424478,0.24248424,0.24880631,,,,0.69375759,0.11188047,0.41673172,,0.13539019,0.30995679,0.14330359,0.51901704,0.20745344,0.13205799,0.22307678,0.23278776,,,0.49453342,0.19855461,,0.087588206,,1.8723642,2.3163016,1.494928,2.3420205,2.1827931,2.5932505,2.2776804,2.3199894,2.3361292,86.92321359,Matched (3),0.22344506,,0.22344506,
jhajjar,0.15144214,0.12093012,0.1323238,0.11150096,0.094926976,0.24194635,0.25499219,0.21340659,0.87755871,0.50760031,0.87755871,0.50760031,2.3765054,,0.79216844,1,1.2166288,1.803326,1.9606946,2.004914,1.2833395,0.50700825,0.87921935,2.3349097,2.534399,37.68986396,0.16032645,0.22208188,0.19877553,0.099907763,0.17329635,0.16051462,0.27597564,0.33867455,72.561295,,,,,,70.53759,94,94,,,,0.16623476,0.4963811,0.25452885,0,,,0.51067722,,,,,,0.65418541,,0.26368654,,0.43420887,0.025882822,,0.040490668,,0.15018415,0.18197092,0.05959839,,,,0.30552745,0.064642169,0.015143554,,0.099299617,0.15400864,0.10787303,0.18341738,0.067823544,0.05959839,0.068746127,0.070490234,,,0.034457229,0.05959839,,0.28330153,,1.1534814,1.7335807,1.8299536,2.2743573,0.64678603,0.14642905,0.19361095,2.356101,2.113764,91.21384615,Matched (3),0.22337329,,0.22337329,
jalandhar,0.32357743,0.27514514,0.31886178,0.26794612,0.15568876,0.35313514,0.33858964,0.17843883,0.91964501,0.31880352,0.91964501,0.31880352,2.4112785,,0.80375952,,1.3588681,1.5725806,1.7651933,2.2644775,1.7083634,1.3892244,1.7857038,2.5004995,2.6303635,95.82691193,0.21830089,0.24991289,0.19304113,0.21567215,0.20727952,0.16422902,0.28935236,1.6845902,100.17285,,,,,,62.390392,94,,,,,0.35824895,0.44149002,0,,,,0.615403,,,,,,0.69798452,,0.34837964,,0.48883641,0.12673394,,0.22913428,,0.18361029,0.26350656,0,,,,0.46127936,0.21367207,0.050548524,,0.22558548,0.10351773,0.16174385,0.19959888,0,0,0.072836183,0.067494683,,,0.077621922,0,,0.35409495,,1.4199516,1.5239414,1.1036608,2.2347353,1.2741368,0.4698731,1.1490649,2.4358268,2.3325171,225.9915372,Matched (3),0.22166049,,0.22166049,
kancheepuram,0.22188212,0.54669845,0.3392714,0.12851797,0.13224956,0.35760137,0.56735653,0.49447387,0.93791372,0.44275346,0.93791372,0.44275346,2.1022019,,0.70073402,,1.3924468,1.5417948,1.7841955,2.1256506,1.8205981,2.0597627,2.014451,2.0797415,1.8007193,187.7373499,0.48769376,0.55178589,0.48659125,0.33592257,0.29466006,0.25831908,0.38018391,0.43066716,43.078541,,,,,,43.989079,94,94,,,,0.20549664,0.068466373,0,,,,0.7656796,,,,,,0.71785325,,0.33962256,,0.24056871,0.35171226,,0.47941417,,0.45262215,0.27099496,0.15006739,,,,0.42268279,0.33096203,0.508636,,0.3225162,0.45780078,0.33249807,0.4557223,0.16767769,0.2153082,0.26325533,0.17696257,,,0.22995564,0.20975269,,0.24365681,,1.1839423,1.7865341,1.4735168,2.0190327,1.8272362,1.9817959,1.971734,2.0935771,2.1147394,627.7016803,Matched (3),0.22006047,,0.22006047,
vidisha,0.1034982,0.098175175,0.16725855,0.10060409,0.078958727,0.21293598,0.13569812,0.11805608,0.86083144,0.25546944,0.86083144,0.25546944,1.8033658,,0.6011219,0.61617118,1.4966443,1.5181687,1.3436992,2.3214097,1.3609599,1.0962641,1.3315058,2.2653947,2.0238869,64.10929286,0.36087453,0.63706952,0.37878826,0.55423069,0.31484166,0.49130732,0.44477972,0.94554269,65.098083,,,,,,63.969238,94,94,94,,,0.12664637,0.14521573,0.13207012,0,,,0.46884915,1,0,,,,0.6419158,,0.065553784,,0.21889642,0.068667606,,0.084639557,,0.097473741,0.15929762,0.01927932,,,,0.41279837,0.202503,0.048604187,,0.15201527,0.23132768,0.091958135,0.12104768,0.031705983,0.01927932,0.07476975,0.044449951,,,0.053350657,0.013438558,,0,,1.5136826,1.8101083,1.697088,2.4612999,1.2150784,1.0207261,1.1149117,2.2601366,1.4344608,135.0736123,Matched (3),0.21891564,,0.21891564,
