district,Beating justified: wife goes out, Beating justified: wife neglects children,Beating justified: wife argues with husband,Beating justified: wife refuses sex,Beating justified: wife burns food,Justifies DV: wife unfaithful,Justifies DV: wife disrespect,Respondent's father ever beat mother,men_mobile_own,men_mobile_financial,men_mobile_own2,men_mobile_financial2,mv171a,mv171b,sm129,sm332b,sm630a,sm630b,sm630c,sm630d,sm630e,sm630f,sm630g,sm630h,sm630i,n_obs_men,Beating justified: wife goes out_f,Beating justified: neglects children_f,Beating justified: argues with husband_f,Beating justified: refuses sex_f,Beating justified: burns food_f, Justifies DV: wife unfaithful_f,Justifies DV: wife disrespect_f,Father ever beat mother,m34_1,m34_2,m34_3,m34_4,m34_5,m34_6,m4_1,m4_2,m4_3,m4_4,m4_5,m4_6,m38_1,m38_2,m38_3,m38_4,m38_5,m38_6,m39a_1,m39a_2,m39a_3,m39a_4,m39a_5,m39a_6,women_mobile_own,women_mobile_financial,v410,v410a,v411,v411a,v412,v412a,v412b,v412c,v413,v414a,v414b,v414c,v414d,v414e,v414f,v414g,v414h,v414i,v414j,v414k,v414l,v414m,v414n,v414o,v414p,v414q,v414r,v414s,v414t,v414u,v414v,v414w,s726a,s726b,s726c,s726d,s726e,s726f,s726g,s726h,s726i,n_obs_women,_merge,digital_gap_ownership,digital_gap_financial,digital_gap_ownership2,digital_gap_financial2
katihar,0.23831236,0.28152609,0.39125997,0.095695876,0.39765847,0.25522986,0.51608831,0.74438244,0.85781765,0.051139809,0.85781765,0.051139809,0.91627127,,0.30542377,0.53363234,1.7620157,1.7105414,1.8506483,2.2779458,2.2607167,2.2368259,2.1642692,2.4960535,2.2393103,280.7841847,0.35638154,0.39276287,0.34255743,0.26407343,0.31067282,0.31485638,0.42369628,0.45940512,67.746208,,,,,,73.709297,94,94,,,,0.098654509,0.091045514,0.14668116,0,,,0.53599769,,,,,,0.7144351,,0.10061596,,0.33472204,0.063419968,,0.092147738,,0.10001928,0.1635375,0.048619051,,,,0.48125392,0.15257837,0.053596511,,0.16511671,0.2382267,0.19664687,0.11644512,0.043547072,0.031167345,0.04513808,0.044336107,,,0.02687826,0.03931902,,0.032240361,,2.017612,1.5138499,1.2969083,2.6771932,2.1997695,2.284168,2.2193973,2.47067,2.0078409,250.3318821,Matched (3),0.14338255,,0.14338255,
solapur,0.082090624,0.19551933,0.1297179,0.042680282,0.095314287,0.069568165,0.34153095,0.27013236,0.94037962,0.19028401,0.94037962,0.19028401,1.3230612,,0.4410204,,1.537335,1.8230519,1.8600858,2.3110735,1.7937924,1.8507894,1.869337,2.6802478,2.5974662,579.810446,0.40926436,0.56886286,0.48855546,0.25032556,0.33449724,0.43018326,0.57283157,0.80113131,48.745365,,,,,,62.42873,94,94,,,,0.062201373,0.20535603,0.065275438,,,,0.72733611,,,,,,0.79725248,,0.2021195,,0.31800514,0.067509025,,0.14100425,,0.18037365,0.41847745,0.031151017,,,,0.63849986,0.080300674,0.1827829,,0.13795747,0.21325509,0.24279955,0.27160233,0.04455075,0.053663291,0.14173879,0.10626717,,,0.23273261,0.050752454,,0.012441954,,1.4355286,1.4606071,1.5490938,2.2085378,1.7919061,1.6253388,1.8289404,2.5248845,2.2063043,381.2365612,Matched (3),0.14312714,,0.14312714,
bhagalpur,0.093258679,0.083113611,0.13466784,0.067662053,0.075458653,0.12666902,0.20942661,0.31319836,0.92592239,0.12608582,0.92592239,0.12608582,1.6403308,,0.54677695,0,1.4026362,1.1756129,1.2767626,2.6741946,2.4059322,2.4119127,2.4861364,2.3468337,2.2024684,518.6582218,0.33535105,0.33929262,0.38415319,0.30011275,0.30212057,0.32082337,0.42423546,0.26852649,82.193916,,,,,,73.31192,94,94,,,,0.15690848,0.1039428,0.086974375,0.32196742,,,0.543006,1,,,,,0.78312558,,0.20531075,,0.37060773,0.067439184,,0.13685593,,0.20224063,0.11093432,0.090228304,,,,0.46741733,0.15760046,0.10918955,,0.14930776,0.24268056,0.16382539,0.18854408,0.1049908,0.037405968,0.11759949,0.094888426,,,0.16391385,0.077323437,,0.026541313,,1.7925481,1.3351204,1.2377357,2.5049982,2.0448155,2.1114607,2.1471059,2.4832211,2.156348,267.1257986,Matched (3),0.14279681,,0.14279681,
sahibganj,0.22621185,0.13112506,0.20047984,0.11167027,0.10526269,0.1691383,0.15264432,1.0942314,0.86877882,0.12431162,0.86877882,0.12431162,1.408129,,0.46937633,0.23921737,2.028964,1.5876535,1.5056133,2.5616264,2.4245849,2.4369857,2.4789548,2.5003252,2.1763294,38.26888658,0.14483239,0.16427685,0.17650893,0.1363022,0.11692011,0.14594227,0.2080797,0.45577627,90.316795,,,,,,79.514824,94,,,,,0.060167287,0.06158695,0,0,,,0.62796903,0,,,,,0.72609526,,0.014370836,,0.18131942,0.005742888,,0.058053579,,0.015508872,0.026017811,0.050006613,,,,0.59287739,0.16446747,0.1002402,,0.051196132,0.30071414,0.056045171,0.10586771,0.077100039,0.029168276,0.086049542,0.004986306,,,0.11045823,0.022011545,,0,,2.0183625,1.7432146,1.7904975,2.5891242,2.339978,2.2940438,2.396579,2.6908565,1.8791839,101.2472277,Matched (3),0.14268357,,0.14268357,
amritsar,0.51809692,0.43294168,0.40461183,0.45799193,0.32871541,0.4505308,0.46376678,0.28265625,0.90543514,0.50071937,0.90543514,0.50071937,2.3748133,,0.79160446,,1.2584677,1.486112,1.6538184,2.1182086,1.2101907,0.79082286,1.2003028,2.4080672,2.5883498,115.7076405,0.045491882,0.039002746,0.050795164,0.050687522,0.014719763,0.03028943,0.056466572,0.14354327,89.451126,,,,,,58.377151,94,,,,,0.24787383,0.29366529,0,,,,0.66929704,1,,,,,0.76301253,,0.17904966,,0.43164641,0.042354312,,0.084736094,,0.082695656,0.076813087,0,,,,0.58965415,0.23307522,0.045389932,,0.18053906,0.13047668,0.042975072,0.31914148,0.009585204,0,0.057272136,0.048947729,,,0.10579156,0,,0.18436944,,1.401662,1.7233777,1.7010316,2.0786829,0.90243584,0.15180211,0.62512368,2.5299721,2.5485055,197.418604,Matched (3),0.14242262,,0.14242262,
belgaum,0.24292623,0.52215099,0.3858805,0.30789128,0.28361183,0.46323752,0.679842,0.69609654,0.94752669,0.45366645,0.94752669,0.45366645,1.8003732,,0.60012436,1,1.1095489,1.3083488,1.4686279,2.0737095,1.8510517,1.6171458,1.715255,2.157697,2.2097089,748.0093491,0.20792961,0.38479421,0.27367529,0.1826368,0.18430264,0.13307257,0.29252589,0.45227376,24.61112,,,,,,65.680328,94,94,,,,0.17979287,0.34981602,0.33544874,,,,0.58123314,,,,,,0.80644733,,0.23167883,,0.34625518,0.02451583,,0.20263907,,0.23128597,0.18269451,0,,,,0.50934291,0.11914207,0.069535211,,0.16275607,0.17315665,0.15920798,0.16099,0,0,0.040817536,0.055731833,,,0.10848703,0,,0.10810357,,1.2591394,1.506832,1.5177463,2.0351229,1.9365011,1.5447695,1.7343357,1.9612411,1.9359422,388.8997524,Matched (3),0.14107937,,0.14107937,
karauli,0.20430112,0.10382209,0.14477094,0.082103401,0.05550424,0.21759354,0.23016039,0.81931657,0.88773698,0.15883675,0.88773698,0.15883675,1.3140507,,0.43801689,,1.4135991,1.965468,2.0001268,2.5869479,1.1306738,0.64984512,0.62234324,2.3726766,2.6523316,53.67515942,0.14994501,0.23017518,0.1777765,0.17401776,0.24908464,0.21071273,0.33140135,0.36804152,73.959473,,,,,,75.888771,94,94,,,,0.15379089,0.13179593,0.074039094,0,,,0.52508962,1,,,,,0.74787927,,0.12186593,,0.49694586,0.068678901,,0.099924073,,0.11688551,0.1885618,0.05773899,,,,0.50497037,0.16749808,0.063256688,,0.22195381,0.17646427,0.12755224,0.12125738,0.063256688,0.05773899,0.11038473,0.10032947,,,0.20861831,0.063256688,,0.17784226,,1.4840094,2.0590949,1.8799201,2.4744339,0.46160933,0.35874978,0.40658659,2.44012,2.2689717,119.2728834,Matched (3),0.13985771,,0.13985771,
patan,0.058193464,0.11200033,0.12337601,0.0498688,0.10361697,0.1723529,0.22705129,1.0364053,0.91553587,0.18507715,0.91553587,0.18507715,1.631389,,0.54379636,1,1.164263,1.681482,1.6363595,2.3072984,1.0122017,0.98695242,1.1578124,2.1918609,2.292887,179.8537378,0.17871122,0.26330298,0.25934377,0.34712279,0.20709679,0.36216357,0.34118047,0.19217892,69.258133,,,,,,60.606487,94,94,94,,,0.14126611,0.14872505,0.1631213,0,,,0.64047337,1,,,,,0.77631837,,0.11903391,,0.34340334,0.074696347,,0.094111897,,0.13047189,0.085334085,0.018099079,,,,0.56489968,0.14289138,0.032234706,,0.1653901,0.31188738,0.17566685,0.2003697,0.026838155,0,0.005612366,0.019747993,,,0.31983632,0.006796086,,0.076603375,,1.3302149,1.6463946,1.5032723,2.3747106,0.68168688,0.60241812,0.67753953,2.475127,2.2812843,192.9336432,Matched (3),0.1392175,,0.1392175,
nandurbar,0.11007066,0.26546398,0.273352,0.20199913,0.14607123,0.38645664,0.42449078,0.75154358,0.73474699,0.21235304,0.73474699,0.21235304,1.3842928,,0.46143097,0.36732614,1.8383455,1.9559404,1.8730652,2.498858,1.7949202,1.5660574,1.8592756,2.6113868,1.9881247,226.4374758,0.1789673,0.23094225,0.26828903,0.19798973,0.16915309,0.29033819,0.41279757,0.31597927,38.75301,,,,,,67.144646,94,,,,,0.03919138,0.095440432,0,,,,0.56395596,,,,,,0.59577644,,0.12745811,,0.10517245,0,,0.033078618,,0.081698753,0.29980114,0.027399816,,,,0.48483893,0.05918254,0.1181377,,0.081174076,0.19858424,0.2108928,0.14972541,0.018159738,0,0.10437459,0.044195201,,,0.22796071,0.036369167,,0.034520648,,1.7370496,1.6985856,1.9636556,2.4853158,1.6832033,1.6213753,1.7409446,2.4175742,1.551667,146.2962324,Matched (3),0.13897055,,0.13897055,
dibang valley,0.65736175,1.0648606,0.59348077,0.51751232,0.61713368,0.61970311,1.1092801,0.89609337,0.95359474,0.22896251,0.95359474,0.22896251,1.6745499,,0.55818331,1,2.1614578,2.156888,1.1251132,2.245733,2.2681921,2.1751645,2.1872196,2.4482725,2.5077538,0.340930999,0.50959903,0.80486602,0.60463625,0.45486644,0.34368262,0.72435313,0.84440178,0.72328079,31.01022,,,,,,74.641808,94,94,,,,0.22116511,0.058289923,0,,,,0.63764375,,,,,,0.8154934,,0.12862939,,0.35445654,0.13527074,,0.27317819,,0.21056561,0.14006381,0.066042908,,,,0.38860318,0.16231655,0.24382985,,0.095328599,0.2100957,0.11080945,0.15627562,0.089872442,0.023349188,0.10012165,0.036517046,,,0.064836815,0.014791648,,0,,2.1190763,2.1620312,1.7767011,2.6384599,2.4934254,2.5529592,2.3839071,2.0193818,2.6132188,0.331649002,Matched (3),0.13810134,,0.13810134,
kishtwar,0.2382576,0.22506173,0.27332097,0.17287298,0.17587775,0.27378413,0.26170796,0.17225452,0.82827276,0.4138433,0.82827276,0.4138433,1.3048822,,0.43496072,0.68954408,1.1277308,1.4963129,1.4065509,1.9418169,2.0676022,2.6200428,2.04757,2.4946303,2.3090951,29.79463901,0.45130476,0.46803135,0.50914305,0.42573819,0.3823716,0.53344208,0.57239312,1.3083342,63.745987,,,,,,75.512115,94,94,,,,0.18388268,0.14052653,0.21904525,1,,,0.63279599,1,,,,,0.6902073,,0.49803665,,0.44742873,0.19002838,,0.21384196,,0.41594052,0.28736651,0.31901297,,,,0.5385713,0.25262189,0.43676138,,0.19444631,0.46510047,0.23660591,0.42296523,0.31782305,0.13395172,0.36684826,0.39394042,,,0.36436096,0.2993221,,0.21676944,,1.7586793,1.5710045,1.5246119,2.3602762,2.0162995,1.5598792,2.118659,2.257134,2.4857047,35.17615688,Matched (3),0.13806546,,0.13806546,
ramgarh,0.11806484,0.13115276,0.20722795,0.11808132,0.11926093,0.23040991,0.26854599,0.53385353,0.8563078,0.21820162,0.8563078,0.21820162,1.6082309,,0.53607696,0.63900536,1.92003,1.3303084,1.2608932,2.3690238,2.2054231,2.3448043,2.1935551,2.3137522,2.4092698,40.85649881,0.15649413,0.19488551,0.22003825,0.19551262,0.15141444,0.18512407,0.25771776,0.744807,78.418777,,,,,,72.012276,94,94,,,,0.096345507,0.11880378,0,0,,,0.57761443,,,,,,0.71829283,,0.055856153,,0.21548179,0.017605925,,0.11963484,,0.034810565,0.11117736,0.029541548,,,,0.51640797,0.2118406,0.065792561,,0.1311736,0.25472799,0.085899316,0.12355014,0.020204945,0.01383721,0.10027129,0.040761318,,,0.12875128,0.024208512,,0,,1.8408381,1.6400679,1.5340395,2.5316827,2.3327825,2.3118403,2.3842754,2.6544738,2.2003655,74.85078099,Matched (3),0.13801497,,0.13801497,
mainpuri,0.18609786,0.12858905,0.16903156,0.29465804,0.15679455,0.28003514,0.24510153,0.83170104,0.80135894,0.17102468,0.80135894,0.17102468,1.4552999,,0.48509997,0.53690946,1.4762763,1.6050409,1.7579408,2.441221,1.677126,1.059401,1.1442187,2.1270952,2.4995799,62.4310775,0.29727647,0.34502158,0.24208353,0.53552604,0.19218279,0.25745091,0.47736058,0.58362162,105.42462,,,,,,67.880592,94,94,94,,,0.23697145,0.24716945,0.14675982,0.54851145,,,0.53573096,1,,,,,0.66350752,,0.0307322,,0.5241251,0.11169107,,0.11101002,,0.04336806,0.12795168,0.092303492,,,,0.51768613,0.26115999,0.060669687,,0.16081458,0.22968389,0.084550478,0.17953171,0.055726215,0,0.13663749,0.098976649,,,0.13822712,0.085406594,,0.036343928,,1.5829521,1.8713061,1.8661913,2.4939158,0.76502633,0.49575853,0.5282923,2.100811,2.3056223,160.610731,Matched (3),0.13785142,,0.13785142,
akola,0.094189622,0.15116929,0.16703913,0.11357989,0.091782629,0.20283714,0.25314975,0.32425663,0.95541555,0.12966751,0.95541555,0.12966751,1.3184973,,0.43949908,0,1.7154391,1.6647191,1.5039244,2.2251482,2.0400651,1.9538168,1.8232661,2.4312863,2.5345733,299.7400842,0.27379403,0.30951297,0.36584428,0.3281793,0.22587915,0.28174362,0.42199573,0.24807578,40.022018,,,,,,54.48867,94,94,,,,0.11159648,0.069637857,0,,,,0.71411037,1,,,,,0.8177976,,0.14326237,,0.16171017,0.040124044,,0.10664345,,0.23650074,0.43775538,0.016680662,,,,0.64494038,0.04491647,0.079479434,,0.081154332,0.17412217,0.15469499,0.18669586,0.033361323,0,0.046553746,0.056045264,,,0.35828206,0.03314577,,0.012731854,,1.6725656,1.4898275,1.6853415,2.3459604,1.2526599,1.0707607,1.1736612,2.6486759,2.0245314,155.4358328,Matched (3),0.13761795,,0.13761795,
golaghat,0.0738388,0.1427169,0.17845221,0.072765626,0,0.17585151,0.16978219,0.19088984,0.77572793,0.20479071,0.77572793,0.20479071,0.69491595,,0.23163866,0.66218156,2.2086003,1.1924676,1.4110947,2.4683774,2.2181001,2.0725398,2.3464773,1.2865065,2.5835958,129.7297263,0.026843375,0.10128596,0.090549074,0.032103561,0.015997548,0.026725426,0.080096297,0.45949528,20.157518,,,,,,79.284615,94,94,,,,0.17448057,0.17000258,0,,,,0.73622668,,,,,,0.63831246,,0.042445801,,0.28073639,0.126064,,0.21311966,,0.06687884,0.34293786,0.091320686,,,,0.6953972,0.38440207,0.18992989,,0.37070999,0.52355075,0.25718045,0.44243932,0.10868802,0.080906689,0.40180296,0.17039879,,,0.32254827,0.058936741,,0.025353739,,2.153764,1.1665046,1.234265,2.485199,2.074264,2.0870013,2.1923902,1.5351305,1.8090385,104.4014391,Matched (3),0.13741547,,0.13741547,
senapati,0.19366744,0.24749877,0.44569591,0.11346796,0.28952438,0.59616435,0.63118696,0.37426859,0.87447369,0.13051008,0.87447369,0.13051008,1.7305621,,0.57685405,0.31049228,2.3973174,2.1164467,1.4152213,2.5293663,2.4009027,2.5799313,2.3595099,2.4998631,2.7368455,12.10611317,0.56176591,0.70367903,0.53145283,0.39760643,0.33425862,0.57606626,0.7953254,1.0678039,43.332657,,,,,,72.503204,94,,,,,0.19783832,0.18282844,0.061159115,,,,0.73417401,,,,,,0.73780531,,0.083150364,,0.19589067,0.081271306,,0.094362348,,0.080915973,0.16462074,0.17014635,,,,0.6477192,0.30016786,0.16728291,,0.15513375,0.35183784,0.066103645,0.14674659,0.10214563,0.10940307,0.1580103,0.074596085,,,0.30066475,0.14377882,,0.021960847,,2.1849833,2.1292508,1.2963172,2.4670205,2.5470653,2.5802119,2.4200649,2.5632045,2.6491363,12.83352717,Matched (3),0.13666838,,0.13666838,
perambalur,0.51641876,0.51507193,0.30252466,0.054035392,0.066759281,0.34557652,0.47836444,0.48327407,0.8953737,0.24785236,0.8953737,0.24785236,1.7335216,,0.57784051,,1.2697744,1.4193707,1.6709414,2.2068758,2.0077882,2.2922921,2.3476713,2.1237173,2.1308968,17.83762403,0.74754941,0.78477824,0.57489842,0.47881711,0.55957448,0.45896688,0.63314837,0.50530189,73.551971,,,,,,46.914959,94,94,,,,0.22206849,0.11349755,0,,,,0.78955215,,,,,,0.75916052,,0.43912435,,0.39219064,0.29241472,,0.41826117,,0.58994842,0.20243256,0.11094874,,,,0.57323003,0.4991065,0.45288831,,0.44777751,0.53591955,0.23166317,0.50807685,0.16065015,0.18593945,0.30439466,0.30434543,,,0.391036,0.10208596,,0.12627727,,1.1947351,1.7144539,1.3803581,2.2146678,2.034107,2.0230706,2.1920977,2.428359,2.4138196,84.43489143,Matched (3),0.13621318,,0.13621318,
coimbatore,0.047781501,0.11467403,0.10585729,0,0.02166247,0.11050462,0.17825459,0.37285161,0.94747955,0.62766731,0.94747955,0.62766731,2.5383005,,0.84610015,,1.241012,1.3573811,1.3358219,2.0065243,1.771355,2.1947007,2.0696597,2.4235156,2.0169044,130.4041074,0.57023335,0.53249919,0.36967215,0.21695553,0.23497599,0.23808652,0.3322517,0.414552,44.474255,,,,,,47.342346,,94,,,,0.13317241,0.063259393,,,,,0.74608976,,,,,,0.81147677,,0.43788549,,0.46119279,0.31927288,,0.32773033,,0.51443475,0.22483048,0.1171862,,,,0.5851028,0.51620972,0.3646529,,0.45345417,0.49838939,0.38193402,0.44214439,0.20196781,0.21861273,0.22077413,0.24225716,,,0.37000495,0.13696744,,0.20445691,,1.2015406,1.829844,1.6099169,2.1760986,2.0991311,2.2345128,2.1399426,2.2044208,2.1440387,608.0876379,Matched (3),0.13600278,,0.13600278,
indore,0.10353523,0.11187711,0.16126661,0.12125228,0.078711249,0.3638289,0.32565364,0.5261941,0.91027302,0.45663109,0.91027302,0.45663109,2.3225799,,0.77419323,1,1.8295634,1.8559383,1.6025198,2.2688985,1.7592012,1.5606012,1.5414301,2.0874074,1.9724098,154.5228134,0.066738352,0.063859195,0.12546489,0.087407537,0.10195195,0.14924523,0.24813475,0.1588168,102.88824,,,,,,56.676586,94,94,,,,0.15232414,0.078418024,0.053414766,0,,,0.63389081,,,,,,0.77450407,,0.32940376,,0.45227739,0.094805591,,0.23314032,,0.338067,0.29812753,0.03143736,,,,0.53170592,0.19563632,0.056952719,,0.17415483,0.24310693,0.22289287,0.23063824,0.057592023,0.025777832,0.10691432,0.15679027,,,0.12158991,0.022077013,,0.04468796,,1.4724648,1.3243977,1.3386486,1.9903059,1.1433561,1.0076027,1.051743,2.287488,2.1957798,316.4470344,Matched (3),0.13576895,,0.13576895,
chitradurga,0.41128233,0.33017874,0.28259858,0.28500235,0.34189981,0.70540929,0.75386262,0.33365893,0.91935354,0.34924823,0.91935354,0.34924823,1.8521928,,0.61739761,,1.0874512,1.3894327,1.3279012,2.0614965,1.9282118,1.887682,1.7642046,2.2521017,2.0235715,190.8379384,0.74980062,0.86021918,0.72895443,0.83422464,0.59011793,0.69954401,0.80670106,0.93876141,35.379005,,,,,,56.746872,94,94,,,,0.16402414,0.47064388,0,,,,0.71705341,1,,,,,0.78390801,,0.43684906,,0.50162882,0.14253588,,0.16723923,,0.31505036,0.32321468,0.08450263,,,,0.49051645,0.22395641,0.14550115,,0.29393989,0.27861986,0.27351302,0.36444432,0.10296763,0.10001992,0.20675753,0.27396676,,,0.36931476,0.10667893,,0.21571299,,1.1352578,1.132727,1.2008699,1.8775016,1.8498105,1.8609947,1.8829484,2.2100291,2.1358762,195.1795294,Matched (3),0.13544554,,0.13544554,
prakasam,0.25078273,0.54116762,0.39414424,0.091240257,0.029645327,0.59299654,0.31759197,0.87203377,0.94528848,0.25310683,0.94528848,0.25310683,1.1580049,,0.38600165,1,1.3531388,1.7788429,1.8579333,2.1090109,1.8493989,2.2426751,2.0033782,2.2398856,2.3612206,366.7117584,0.50406533,0.61279941,0.51306129,0.17114641,0.29549193,0.29257172,0.53763443,0.52692521,79.82058,,,,,,61.31818,94,94,,,,0.19305907,0.15670885,0,0,,,0.75899887,,,,,,0.80996704,,0.32343787,,0.13290876,0.062382262,,0.19842315,,0.25167814,0.13652839,0.062909447,,,,0.61081511,0.072526634,0.25072679,,0.15458527,0.30194944,0.26983967,0.18904792,0.031446397,0.021935701,0.22820583,0.10549594,,,0.14640266,0.053428467,,0.55238074,,1.3119452,1.8245952,2.1147459,2.3558669,2.0505583,2.0694714,2.0920105,2.5191436,2.3844223,338.9102435,Matched (3),0.13532144,,0.13532144,
munger,0.18422088,0.13575211,0.15256898,0.1385895,0.12445779,0.16420487,0.22581807,0.41290227,0.92360759,0.084857143,0.92360759,0.084857143,1.3442415,,0.44808051,0,1.6935576,1.329962,1.4410691,2.4422696,2.5276995,2.617789,2.6575179,2.4930861,2.633101,174.2106609,0.24062589,0.27859944,0.27740157,0.084862351,0.20244792,0.27225372,0.37050989,0.15691328,73.329285,,,,,,73.468681,94,94,,,,0.19771713,0.11242984,0,0,,,0.57722592,,,,,,0.78846806,,0.069285497,,0.44496351,0.055968441,,0.13544689,,0.086662881,0.11954868,0.019774752,,,,0.52368635,0.12498466,0.038635533,,0.13649876,0.17882103,0.17612302,0.1397426,0.019362235,0.009842051,0.076988317,0.084879287,,,0.20593785,0.014976854,,0.011391157,,1.8137506,1.3218486,1.2129326,2.5242951,2.1104174,2.2057829,2.2014675,2.5328951,2.3972962,105.5483246,Matched (3),0.13513952,,0.13513952,
karur,0.5253399,0.60405838,0.50400913,0.23080173,0.41758284,0.55011648,0.78424722,0.68688828,0.87584949,0.22237924,0.87584949,0.22237924,1.8178658,,0.60595524,,1.2269671,1.5099503,1.852836,2.0269427,1.9553952,2.2136295,2.367866,2.2036192,2.4133694,34.27616388,0.65283674,0.71275449,0.63089359,0.32657668,0.43497476,0.37917674,0.46118909,0.55161548,43.54517,,,,,,43.897751,94,,,,,0.26906505,0.33871561,0,,,,0.71805221,,,,,,0.74128515,,0.47822669,,0.43203363,0.44702938,,0.39889333,,0.47989506,0.20135188,0.15529457,,,,0.54293662,0.4171097,0.45441714,,0.38041723,0.52615047,0.39598635,0.51032978,0.20198111,0.26654479,0.3538419,0.33277529,,,0.36106083,0.1442174,,0.21623056,,1.1746318,1.5491728,1.4356117,2.0991254,1.9775224,2.2911227,2.2172563,2.426343,2.4617877,179.3855481,Matched (3),0.13456434,,0.13456434,
dohad,0.12546824,0.1836473,0.18502457,0.089154363,0.055710491,0.16800378,0.25674796,0.089213178,0.80001628,0.088475361,0.80001628,0.088475361,0.94804889,,0.31601629,0.66665614,2.059669,1.8813379,1.302362,2.5852308,1.9812276,1.649905,1.9968377,2.4320643,2.6787369,235.7975502,0.3404032,0.29333502,0.31379545,0.23855643,0.21731067,0.26553765,0.31682345,0.21369463,92.274956,,,,,,66.990448,94,94,,,,0.10649718,0.13191354,0.60242325,0,,,0.62260342,,,,,,0.66605389,,0.019627035,,0.36377138,0.14956787,,0.057352487,,0.11720213,0.074309759,0.031792846,,,,0.56916833,0.092865758,0.052309256,,0.17242227,0.31178716,0.1762411,0.18218812,0.006363909,0,0,0.052726105,,,0.19066094,0.006429513,,0.065972328,,1.6119896,1.7181433,1.6499726,2.4605277,0.81445491,0.71829736,0.87153047,2.3828313,2.0019779,224.2828079,Matched (3),0.13396239,,0.13396239,
sangli,0.079430811,0.19402252,0.17285633,0.16526504,0.070957683,0.16855514,0.32310417,0.33147237,0.89294428,0.22424741,0.89294428,0.22424741,1.3888471,,0.46294904,,1.4598764,1.7163615,1.6437469,1.9847498,1.8573291,1.7189299,1.8334312,2.3297002,2.0855515,375.2564964,0.25124377,0.31924459,0.32088158,0.17903884,0.23808661,0.27129719,0.36572546,0.23532629,62.456123,,,,,,55.64283,94,94,,,,0.13785501,0.12532383,0.18054841,,,,0.65651077,,,,,,0.75917763,,0.21449542,,0.41089368,0.062495675,,0.11381357,,0.2822527,0.33395422,0.034129303,,,,0.5414173,0.16830686,0.10175301,,0.14120598,0.23668094,0.17066839,0.18634363,0.046390798,0.023856858,0.11701579,0.12623501,,,0.30014181,0.055825882,,0.060787369,,1.442575,1.5631468,1.580772,2.1834462,1.7713414,1.4857342,1.7207533,2.4312248,1.9917051,281.423985,Matched (3),0.13376665,,0.13376665,
pali,0.041163146,0.055034511,0.026254203,0,0.064235985,0.16736542,0.23075172,0.10368256,0.95761514,0.38697004,0.95761514,0.38697004,2.4437792,,0.81459308,,1.2395616,1.5966311,1.4678798,2.2913384,1.3054936,0.56797844,1.0833977,2.1164186,2.091423,84.16518959,0.18844964,0.20041597,0.14199622,0.22234264,0.12145041,0.24277075,0.18439041,0.24203835,79.885506,,,,,,64.887115,94,,,,,0.13033351,0.052935969,0.047851589,0,,,0.63454896,,,,,,0.82398021,,0.12312764,,0.46019924,0.02796266,,0.029199844,,0.08282496,0.070277564,0,,,,0.52609855,0.17544484,0,,0.11694999,0.15737085,0.086059161,0.11038723,0.033534233,0,0.03614758,0.014935746,,,0.18517721,0.007668185,,0.18653546,,1.7589979,2.0615098,2.1781323,2.5540526,0.69349474,0.43652916,0.59137821,2.5999787,2.5140624,176.6666352,Matched (3),0.13363492,,0.13363492,
purnia,0.39912534,0.35092932,0.40633965,0.35490605,0.30476353,0.42633405,0.52149671,0.45968369,0.84202564,0.020991908,0.84202564,0.020991908,0.90627962,,0.30209321,0.4792155,1.7296717,1.3441114,1.3511082,2.4137137,1.9322153,2.0472863,1.9659584,2.13692,2.4629955,362.9175879,0.28035077,0.31656235,0.28730285,0.22149223,0.25761822,0.31397912,0.38384891,0.087803908,70.650269,,,,,,73.900162,94,94,,,,0.10698798,0.10420048,0.059730057,0,,,0.57327938,1,,,,,0.7095381,,0.11262075,,0.41413268,0.10231037,,0.082735725,,0.088381186,0.11348568,0.053851407,,,,0.53268057,0.17044196,0.11436936,,0.15900096,0.24649328,0.15293148,0.16668294,0.061845087,0.039422035,0.070745975,0.1158672,,,0.19492579,0.047091827,,0.014519181,,1.839388,1.3441343,1.1596068,2.6304364,1.9758091,2.0963917,2.1018045,2.4994392,2.1934991,281.7647241,Matched (3),0.13248754,,0.13248754,
