district,lfpr_percent,state,digital_gender_gap,f_mean_age,f_mean_education,f_mean_yrs_edu,f_pct_literate,f_pct_sc,f_pct_st,f_pct_general,f_pct_obc,f_mean_wealth_scr,f_mean_wealth_idx,f_pct_urban,f_pct_rural,f_mean_hh_size,f_pct_married,f_pct_divorced,f_pct_has_mobile,f_pct_ever_breastfed_c1,f_n_respondents
kupwara,2.556818247,jammu & kashmir,27.393265,29.195347,1.6410278,7.9915166,76.924789,3.4250371,14.66411,61.349644,20.146112,70941.4742,2.8697309,15.39882,84.601181,5.4852061,57.874973,0.73836565,70.981445,31.736807,364.3983168
pulwama,9.126984596,jammu & kashmir,21.599915,30.112158,1.7249135,8.518425,77.643852,3.3952768,1.3403006,88.67849,6.5859294,527673.5041,3.5614088,4.4379368,95.562065,5.3644705,57.180492,0.9626013,74.09185,35.395855,250.0158561
punch,26.11111069,jammu & kashmir,17.541183,29.526312,1.7042576,8.2451286,81.444725,1.3445804,37.113235,27.757633,32.924316,138425.1597,2.9779043,6.253747,93.746254,5.3310847,61.30048,1.5521792,79.773064,33.016891,285.3375326
rajouri,29.95391846,jammu & kashmir,24.58532,28.936758,1.7156445,8.2309685,82.235062,16.494915,32.863422,41.797302,8.7449284,169240.0174,3.0443552,5.4197202,94.580284,5.328856,65.081978,1.6037581,73.97789,26.40097,406.4920388
ramban,10.97560978,jammu & kashmir,12.398613,29.50416,1.3375582,6.4247842,64.971817,12.994774,11.084557,33.679592,41.976807,-317976.4309,2.3051553,3.066314,96.933685,5.5968723,63.088673,1.8085834,86.989029,25.538483,180.2850218
reasi,12.92134857,jammu & kashmir,27.055199,29.456558,1.4897858,7.2688899,70.869156,10.034528,19.63279,61.904114,8.2814322,-88738.51838,2.6779823,8.0593061,91.940697,5.2120161,67.744644,0.91722095,70.399109,26.844809,172.2203264
samba,30.2857132,jammu & kashmir,10.219368,30.468079,1.8855588,9.4118109,86.665421,25.394562,7.3910379,62.17704,5.0373611,849911.7484,4.039145,5.4248052,94.575195,5.1369448,68.093246,1.0529957,88.909767,34.828827,185.4147216
shupiyan,12.43243217,jammu & kashmir,18.93486,30.076265,1.8152254,9.0026388,82.149734,3.292877,5.3019352,76.959869,14.445318,425032.0895,3.3959086,6.3103251,93.689674,4.9547601,58.315868,0.35727912,80.406013,32.52813,134.2952821
srinagar,14.41241646,jammu & kashmir,20.110931,30.512943,1.8760419,9.5012779,80.014313,6.4522743,0.19373038,89.248741,4.1052537,860521.72,4.0730963,99.600266,0.39973152,4.6351285,58.357597,1.2522382,78.477379,32.32914,633.3913486
udhampur,15.12415409,jammu & kashmir,15.959061,29.926592,1.6557432,8.0254383,79.610641,32.497849,13.450731,46.042648,7.8387551,287009.1316,3.21895,15.525497,84.474503,5.1918945,66.23838,1.8265605,82.363655,23.573923,301.8878955
bokaro,11.39240456,jharkhand,35.1819,30.22274,1.6054736,7.7614398,76.941475,17.588842,14.2054,12.766366,55.006744,-21650.18887,2.7910492,47.610592,52.389408,5.2567916,75.094711,2.8367953,56.621857,23.038254,1210.061453
chatra,24.08759117,jharkhand,55.287437,29.19367,1.2298592,5.6548772,62.162102,32.957939,5.7534804,8.9949389,52.29364,-842558.8035,1.74875,4.2189283,95.781067,5.6358919,75.831551,1.9954112,33.704422,28.335247,599.1922185
deoghar,9.677418709,jharkhand,42.702274,29.233513,1.1147043,4.9599371,61.235416,13.461969,14.183746,15.269806,54.222126,-714253.6973,1.8317363,18.125902,81.8741,5.9928951,82.658806,2.3049259,45.316555,28.519371,812.8950319
dhanbad,10.36906815,jharkhand,42.768269,29.685375,1.5315711,7.2397294,75.00264,26.547272,8.3335781,12.543104,49.95623,52360.37931,2.8715358,60.227921,39.772083,5.6768084,72.504921,3.4979329,47.06126,23.97912,1660.524138
dumka,9.293680191,jharkhand,29.720909,30.058365,1.157668,5.1192174,63.089996,9.672039,42.718521,5.2893596,36.492096,-951269.837,1.6223938,4.8738651,95.126137,5.1320682,79.012924,4.269938,55.198158,21.964029,722.5500074
garhwa,30.56768417,jharkhand,38.498302,29.150753,1.3257995,6.2380795,65.042519,23.579212,13.130257,12.000267,49.61694,-847158.3111,1.7401413,4.4289989,95.570999,5.5004611,72.599426,2.813045,42.006283,22.393549,733.8011712
giridih,10.27568913,jharkhand,45.046612,29.353466,1.200562,5.478085,62.339462,18.424908,10.632108,10.432371,58.919685,-470185.503,2.1513379,8.8986998,91.101303,5.4947009,79.463867,2.0286851,49.702282,30.840954,1230.411761
godda,11.94029808,jharkhand,32.343529,29.718199,0.97520679,4.4739861,51.967632,14.982237,24.506416,4.9386525,55.390263,-798868.7286,1.7924603,6.2749653,93.725029,5.1625051,79.781219,2.7886074,46.005981,28.307831,682.7832623
gumla,25.45454407,jharkhand,48.685909,29.331781,1.4141495,6.5786257,70.320419,8.868063,64.400574,3.0494869,23.681875,-1065457.697,1.4727426,7.6250987,92.374901,5.1074948,67.095909,3.7871647,37.079258,14.639072,566.6869552
hazaribagh,17.84897041,jharkhand,27.193115,29.733435,1.4408128,6.9112825,71.950096,18.775497,9.6962862,4.7053471,66.405708,-246868.2399,2.434936,15.009153,84.990845,6.0703564,77.689056,3.4348023,57.021545,33.32439,1055.835576
jamtara,12.13872814,jharkhand,37.243725,29.97439,1.2105114,5.4276128,66.111946,9.1955471,32.020058,5.0797181,52.275669,-823403.1698,1.7731955,9.8520041,90.147995,5.1667619,80.391487,2.82144,47.300877,25.244087,448.2628282
khunti,37.38317871,jharkhand,35.2155,29.553511,1.2388712,5.76899,63.915245,11.397149,69.286194,1.1121122,18.20455,-1072919.019,1.4904226,10.493894,89.506111,4.8376589,67.087753,3.8839087,42.401237,25.655365,300.5192604
kodarma,15.5405407,jharkhand,43.915691,29.315506,1.379106,6.3506393,69.006348,16.336597,4.4260292,6.9122844,72.242821,-323605.915,2.3223062,20.928114,79.071884,6.3941145,74.783714,3.6640346,43.878902,33.664127,401.1170519
latehar,35.7142868,jharkhand,49.216263,28.797754,1.165678,5.4405184,60.023643,22.88895,50.213779,1.5932417,25.304031,-1100440.725,1.4364426,7.3083744,92.691628,5.5692987,70.740196,3.3391039,40.648567,19.310507,413.5020229
lohardaga,23.2142849,jharkhand,33.925076,29.127502,1.4308585,6.7361693,70.266327,6.008399,55.655296,7.5838656,30.53805,-641688.6409,1.9000021,13.066522,86.933479,5.2398472,66.472359,3.1294141,51.979809,26.508305,246.734722
pakur,34.04255295,jharkhand,43.874741,29.466127,0.97619599,4.2344203,53.867142,8.5660877,35.288094,18.844547,33.421909,-975801.3532,1.5723768,5.8582201,94.141785,5.4594727,76.049103,5.6247745,34.838493,21.489815,525.2066189
palamu,24.13792992,jharkhand,37.261795,28.640999,1.3895175,6.6142845,69.782402,32.038231,8.0014229,11.944331,47.277386,-707265.2806,1.8579167,12.054602,87.945404,5.6724839,71.741821,2.1006806,47.484062,21.876907,1180.455673
pashchimi singhbhum,14.44444466,jharkhand,50.782433,29.788294,1.0580344,4.943213,54.28236,7.2544789,70.001228,1.8391815,20.905115,-1209135.261,1.4084196,14.052695,85.947304,5.0477042,69.530403,3.8519914,33.541969,23.688774,785.3842293
purbi singhbhum,14.65892601,jharkhand,22.221989,31.166378,1.6941338,8.249671,79.690567,14.829375,29.516529,18.093344,37.310989,94521.52991,3.0051346,55.019569,44.980431,5.0194063,71.254898,4.1367126,61.195164,20.440178,1271.176038
ramgarh,14.59459496,jharkhand,28.026108,29.39665,1.5749109,7.6191359,75.670563,15.599415,21.848011,12.388544,48.133408,-139458.2833,2.5774105,45.569538,54.430462,5.435112,70.148422,3.4149885,57.604675,30.407873,528.2312384
ranchi,28.29373741,jharkhand,28.576332,29.695883,1.6829389,8.2804174,79.800598,12.232499,41.500305,7.927618,37.615166,-5966.058873,2.8067923,43.19043,56.80957,5.3057461,65.143852,3.8435199,66.82283,24.194462,1593.051302
sahibganj,10.2564106,jharkhand,53.263065,29.424601,1.0077295,4.5430675,54.397072,12.626462,29.202751,6.861835,51.227169,-920127.5531,1.6613528,13.339951,86.660049,5.6367264,76.708443,3.956794,33.614819,22.968145,649.3815956
saraikela-kharsawan,,jharkhand,34.372372,30.2075,1.4033771,6.7019067,70.892525,9.3049355,39.668758,3.2826159,47.74369,-604735.978,2.0578294,25.032715,74.967285,5.0242324,71.824272,3.1109619,54.456753,22.596294,632.5443635
simdega,25.5813961,jharkhand,46.695503,30.196188,1.4072193,6.5055418,72.368584,6.4128079,68.522888,2.010684,23.053617,-1091503.901,1.4738623,8.1324148,91.867584,5.2561111,63.790096,5.0240107,40.912399,23.096754,334.2692171
bagalkot,21.4285717,karnataka,49.337437,30.230085,1.4562366,6.7604513,73.870918,19.059105,3.9353709,4.6058264,71.638901,1865.199305,2.7609444,33.880405,66.119591,6.5793614,71.018127,8.2545605,47.557507,30.359068,1131.097757
bangalore,19.46107674,karnataka,9.179718,31.482658,2.0116863,10.141028,89.131218,21.418028,11.018496,9.8386574,56.563232,1086598.152,4.3950582,90.657906,9.3420954,4.2972875,73.793861,3.7830901,88.260307,50.876797,5456.065533
bangalore rural,22.07792282,karnataka,19.275261,31.246847,1.8000752,8.7738724,86.160545,23.890873,6.8027248,3.111201,66.195206,621888.563,3.7165759,28.234587,71.765419,4.8971276,74.978577,5.895225,74.75441,39.175766,578.2943132
belgaum,26.34408569,karnataka,39.708847,30.879292,1.6192873,7.71767,79.52684,25.676649,5.1633244,6.107038,62.159252,223313.5827,3.1077561,27.213795,72.786209,6.1521668,72.050468,6.8851428,55.043823,32.153149,3108.533707
bellary,25.51440239,karnataka,51.482262,30.713648,1.4027644,6.7205291,69.567902,29.090366,17.24021,7.3718777,46.297546,229652.9854,3.0726843,42.452862,57.547134,5.6272783,66.793503,8.376893,37.185921,33.646931,1551.735347
bidar,28.88888931,karnataka,51.407101,29.712652,1.555765,7.4565349,74.987343,29.993391,18.514027,4.4656034,46.867619,-27736.0734,2.7394295,27.84679,72.153214,5.7568765,68.9711,6.0825939,44.839588,31.201658,1118.071256
bijapur,28.17869568,karnataka,39.759377,30.695503,1.399611,6.5892081,70.363647,29.297098,5.7228251,8.9814062,54.789059,-11542.29104,2.7387638,23.345024,76.654976,6.155005,73.224037,8.8104744,53.545677,39.341267,1235.371819
chamarajanagar,18.91891861,karnataka,35.245106,31.797337,1.5394673,7.3108754,76.276138,38.473484,14.137321,5.5527482,41.743244,204262.8702,3.0663915,20.462257,79.537743,4.8829808,73.677483,5.4440875,57.881649,36.522694,698.0886163
chikkaballapura,14.44444466,karnataka,30.411133,31.513416,1.6050673,7.687047,80.124275,23.004915,14.649927,2.3352616,60.009895,516980.7115,3.5505512,24.895658,75.104347,4.7816358,76.300949,6.1465664,65.605705,39.194984,658.2052754
chikmagalur,22.93577957,karnataka,23.685699,32.849953,1.7636569,8.3731899,87.336624,21.950651,7.0077271,3.1647556,67.876862,424197.5692,3.3916709,20.170488,79.829514,4.5200143,73.393234,6.8479939,67.935051,44.917782,682.2331024
chitradurga,31.89655304,karnataka,31.050362,32.277458,1.6553135,7.9287839,82.783089,26.294765,26.961386,4.2141495,42.529697,226438.9261,3.1040318,19.212856,80.787148,4.8708797,75.674141,7.5141416,60.884995,47.178181,868.2497014
dakshina kannada,29.72973061,karnataka,18.891052,31.696646,2.0468304,10.013424,94.807594,8.1409349,6.1079593,23.557325,62.111591,681878.3068,3.7783015,41.961529,58.038467,5.468318,66.10392,3.7794538,78.062592,41.676228,1331.714383
davanagere,26.92307854,karnataka,24.197586,31.526026,1.6653367,7.9452724,83.392899,22.758808,14.164248,9.9623423,49.243782,296583.5631,3.2151721,37.306385,62.693619,5.2792525,72.716316,6.6163225,59.207726,27.72081,1203.142907
dharwad,21.01449203,karnataka,37.069431,31.330067,1.7963848,8.5995874,86.2565,16.810631,6.9882884,2.117234,73.327377,427460.9743,3.3967657,56.482548,43.517452,5.5824838,68.308479,7.7319837,53.715038,37.540699,1280.977201
gadag,31.57894516,karnataka,53.768394,31.343914,1.5627236,7.4279265,78.515152,12.773789,6.479475,8.0017891,72.356293,-49.34759501,2.7811432,41.998188,58.001816,5.5453634,68.056366,9.6291962,37.582977,34.787434,754.6569982
gulbarga,35.625,karnataka,30.541271,29.892469,1.4395808,6.8818536,71.399689,19.245199,14.744642,3.1779327,61.357437,-2310.944888,2.7622983,34.588367,65.411636,5.7784953,72.476952,5.4013834,57.021748,30.660179,1552.602292
hassan,42.56756973,karnataka,31.061714,32.148529,1.7392606,8.4137287,86.300964,19.890083,11.557331,7.1142631,61.438324,405385.0196,3.3593793,27.65575,72.344246,4.4886107,71.482452,7.1227508,64.134018,41.308517,1157.732812
haveri,28.13852692,karnataka,52.562958,31.22576,1.5058932,7.0287685,77.696709,22.156965,11.276057,5.6515079,59.165932,36640.59112,2.801862,25.808117,74.191879,6.0358047,73.644951,6.6965451,39.185783,30.258188,1029.11876
kodagu,31.4285717,karnataka,18.043282,32.569454,1.9668493,9.6074371,91.476906,19.208244,12.796005,4.9765196,62.796455,490441.0882,3.482873,16.783628,83.21637,4.4043236,73.613914,5.7173629,77.919327,38.383423,303.3708878
kolar,28.27225113,karnataka,33.554337,31.043884,1.7126064,8.3662519,82.234726,26.167181,10.359401,5.701416,57.771999,608593.2067,3.6892753,32.081993,67.918007,5.1197176,74.615509,7.0479617,63.076965,46.450336,891.3766546
koppal,29.10447693,karnataka,49.757111,30.16588,1.3283861,6.2504535,68.379776,23.928535,10.746587,10.359645,53.549339,-108187.1511,2.602998,19.567856,80.432144,6.0635276,71.510468,5.9608045,41.484306,34.056637,794.9199862
mandya,18.75,karnataka,22.477898,33.039272,1.7232189,8.373807,81.673782,20.395353,3.4622605,7.7120328,68.430351,371507.3921,3.3176603,22.367443,77.632561,4.4010377,71.274933,10.146397,73.304039,46.145256,995.1601307
mysore,25.73221588,karnataka,43.138763,31.744455,1.6762881,8.1948271,80.576698,24.73258,9.0331278,7.9660459,58.136814,572962.0875,3.6067314,53.671448,46.328552,4.9854622,72.166321,5.8784204,47.286423,44.127346,2299.574936
raichur,29.32692146,karnataka,54.020321,29.469019,1.1208261,5.3216214,57.362343,24.622618,25.278429,9.7290421,39.804714,-59704.30832,2.6824701,28.813442,71.186554,6.4937024,70.523247,6.795197,39.007267,27.676973,1314.332114
ramanagara,11.86440659,karnataka,12.43576,32.733833,1.7734599,8.6644783,85.580284,14.804424,1.3877429,5.3030052,78.229103,596848.3507,3.6869991,31.87888,68.121117,4.7117743,71.600899,9.0653849,78.215218,44.173679,581.1511015
shimoga,25.42372894,karnataka,30.345276,32.115021,1.7384143,8.2634773,85.189613,17.913538,14.769634,7.1405878,60.176243,469996.5339,3.4737699,32.891117,67.108887,4.9654493,72.357391,6.5668082,65.739212,44.480713,1081.440249
tumkur,22.47706413,karnataka,16.03244,32.384979,1.7583598,8.7330122,85.262131,24.277315,12.437772,5.2431479,58.041763,454244.9846,3.4451222,28.7306,71.269402,4.629282,76.757469,5.5328588,74.318817,39.233665,1652.982575
udupi,46.15384674,karnataka,11.269318,32.75465,1.9972435,9.5163069,92.823753,11.222855,6.6863408,6.6616864,75.429115,477916.834,3.473376,24.98914,75.010857,5.5131488,68.562004,4.6931639,85.352417,33.50098,755.6655135
uttara kannada,24.18300629,karnataka,27.486343,32.524055,1.8022712,8.5064163,90.004417,11.237875,3.8055987,17.882133,65.904289,332490.4398,3.2356565,28.470411,71.529587,5.067306,68.473328,4.8123131,69.48938,36.978645,1031.055663
yadgir,44.24242401,karnataka,62.038269,29.729038,1.0517644,4.884675,52.843811,21.048983,18.405916,4.9586086,55.115456,-151310.6213,2.529557,22.470808,77.52919,6.8848395,69.104164,8.0223532,30.652246,27.42967,818.1136979
alappuzha,22.1374054,kerala,24.17186,33.402626,2.3565857,11.946559,100,8.8746719,0,31.614292,58.647038,905582.9106,4.1097608,53.987495,46.012505,4.3907514,74.173584,3.6760502,75.82814,44.910583,1072.437886
ernakulam,31.82406044,kerala,6.6728363,32.937969,2.4098959,12.387667,100,10.24258,0.53946733,32.022907,57.074409,1213063.588,4.5459456,69.69014,30.309862,4.4800038,72.569725,2.9014621,91.92598,36.818237,1775.089194
idukki,40.90909195,kerala,11.750702,33.816341,2.2069108,11.091877,96.465698,20.427391,5.7357454,38.006275,35.55814,482097.2732,3.4804411,5.0415053,94.958496,4.393589,74.21563,4.6448736,84.645905,41.298416,567.9168229
kannur,18.05702209,kerala,7.4719315,32.99522,2.2574487,11.414672,99.590393,6.5330439,2.156188,18.355066,72.847588,1015256.442,4.2860065,65.622688,34.377308,5.2116666,77.303749,3.3365071,88.810959,35.698936,1477.060134
kasaragod,23.90572357,kerala,6.5032654,31.892897,2.1108046,10.456473,98.631195,7.9250107,5.7509675,13.017302,73.306725,781614.9067,3.9615207,37.207493,62.792503,5.0052514,75.450623,3.2198436,87.245178,40.557686,813.058377
kollam,24.44771767,kerala,13.455528,33.116787,2.3719361,12.07406,99.384247,12.084345,1.368709,35.999924,50.258976,934003.9014,4.131021,40.603649,59.396351,4.4176764,73.473045,5.4941659,86.544472,45.006458,1420.971999
kottayam,24.15169716,kerala,10.553436,33.754356,2.3808579,12.333186,99.726974,13.456867,1.1963202,43.8978,40.57058,965775.0878,4.1808386,31.219297,68.780701,4.6048579,72.015831,3.0325546,86.759796,39.293777,963.425626
kozhikode,14.30575085,kerala,13.926254,32.512238,2.2628388,11.607455,99.88205,5.6154313,0.22883806,11.032557,83.123169,1061260.042,4.3779912,67.422325,32.577675,4.6301842,75.158813,2.4971402,84.199791,45.211746,1638.412055
malappuram,10.93000984,kerala,11.828835,31.980419,2.1660728,10.737009,99.711678,8.9672575,0.20074385,14.932171,75.065765,898544.6876,4.1009178,50.863468,49.136528,4.9819808,77.079597,4.3092971,86.616638,51.503963,2451.359781
palakkad,18.33060455,kerala,8.9519196,32.371483,2.1106513,10.431471,97.181252,20.616085,3.0477881,15.297958,60.814487,596398.8653,3.6452007,24.640251,75.359749,4.7396421,74.87471,4.487772,85.025932,38.588528,1582.347993
pathanamthitta,27.47603989,kerala,8.5121918,34.084549,2.3965437,12.285426,100,16.903461,1.8884752,51.775276,29.432785,798507.4049,3.9234455,6.7006378,93.299362,4.2331414,70.182198,4.9191809,91.487808,44.750565,538.9815949
thiruvananthapuram,27.27272797,kerala,4.551857,32.795876,2.4117064,12.520844,99.672699,12.209573,0,27.467907,59.678131,944038.9472,4.1334476,50.138283,49.861717,4.5130677,75.601662,4.7493958,92.346153,42.932343,1713.95192
thrissur,26.11174583,kerala,10.040108,33.073986,2.3627253,11.955438,100,12.592797,0.58423734,33.160774,53.662193,1040918.178,4.2821202,65.175285,34.824718,4.4436955,70.93322,4.7640734,84.131462,37.476143,1616.398043
wayanad,26.50602531,kerala,9.4514084,33.059959,2.0757997,10.354289,95.79808,17.201687,16.50057,22.944733,43.353008,532991.0814,3.5575674,3.8571277,96.142868,4.4380608,73.679947,5.3947625,79.345467,35.371132,455.9879989
kargil,10.84337425,ladakh,18.000877,29.567856,1.6904478,8.2694921,79.396713,2.3786805,95.789024,0.50358564,0,-284205.5925,2.355624,14.704723,85.29528,5.3404737,57.525604,0.75776947,80.050484,25.607849,59.54554882
leh(ladakh),,ladakh,17.852333,31.020153,1.6883091,8.2208042,76.659424,1.8818061,86.155251,8.8885555,0.38979599,294080.4549,3.2126508,23.111782,76.888214,4.7101398,58.951992,1.4931308,82.147667,27.592701,60.69869893
lakshadweep,,lakshadweep,11.787399,31.445288,2.1043475,10.485785,98.492897,2.3604732,86.151924,4.2395444,6.2025418,926110.1401,4.2021728,77.342186,22.65782,6.0339632,67.586937,2.284214,84.025475,48.86956,43.93563987
agar malwa,,madhya pradesh,70.38485,30.799053,1.1530837,5.2600293,64.495285,19.424776,2.9788249,22.774286,54.695629,-43777.08605,2.7183945,20.300821,79.699181,5.2127409,76.752434,3.3045502,22.350174,22.801432,280.008604
alirajpur,51.66666412,madhya pradesh,55.882538,30.347233,0.83454502,3.9185576,43.398693,5.2092366,86.839432,2.3865502,5.5647836,-640990.8585,1.9130424,8.461257,91.538742,5.8776193,73.65757,2.0326216,26.448151,28.217442,342.3368777
anuppur,17.77777863,madhya pradesh,47.062515,30.46349,1.4819502,6.880033,75.707664,10.178725,47.220222,6.5943661,36.006691,-586304.6892,2.0395639,24.855223,75.144775,5.2600946,71.154121,3.6378913,32.263237,21.842535,482.5298014
ashoknagar,14.2857151,madhya pradesh,68.652161,29.131594,1.2854974,5.7948651,68.642105,25.039228,5.2362623,10.742004,58.180298,-378124.0886,2.2760501,18.942638,81.057365,6.0627937,77.049759,1.3023558,20.216475,37.552654,490.9509734
balaghat,25.87719345,madhya pradesh,40.840946,30.451582,1.6367955,7.8372073,83.847183,6.0401425,26.265562,0.91128397,66.783012,-494463.7921,2.0881922,18.857645,81.142357,4.856163,67.816467,3.7706196,49.212269,41.470978,1049.726782
barwani,38.51851654,madhya pradesh,65.838768,29.546373,1.0272088,4.7269258,54.037857,13.856414,61.857956,2.3618271,21.615631,-357684.8015,2.3676932,18.549124,81.450882,6.097528,74.312958,3.8749027,22.557341,34.786388,794.8378209
betul,22.80701637,madhya pradesh,41.932995,29.95393,1.6834058,8.0014067,80.592819,11.865323,42.554569,6.4285011,39.053143,-313027.9008,2.4146037,19.788887,80.211113,5.6062741,68.365852,2.5791059,41.531406,33.386959,918.4181425
bhind,8.016877174,madhya pradesh,43.147804,29.276733,1.5582767,7.2694654,77.263519,25.118362,0.9423759,33.884735,39.276093,133513.8549,2.9393291,25.665245,74.334755,6.2264981,72.908958,2.6804707,41.826248,27.009693,817.7545182
bhopal,17.06730652,madhya pradesh,31.590794,30.213659,1.7546782,8.6026535,84.050301,18.88044,3.7920258,21.539206,55.287796,794350.4795,3.9323547,77.973457,22.026546,5.5520115,64.979233,5.5678554,63.537609,42.817806,1266.193992
burhanpur,28.36879539,madhya pradesh,53.715534,30.08172,1.3929124,6.3321128,74.785255,9.5589933,22.105083,14.207385,54.032536,130822.1859,3.0031791,39.018814,60.981186,5.7788739,70.150757,4.4372778,32.581493,35.406769,437.7154367
chhatarpur,13.98963737,madhya pradesh,51.085686,29.187065,1.3691959,6.3576198,70.562309,23.043674,3.9999831,18.955044,47.949879,-193216.6063,2.5460246,29.396496,70.603508,5.948019,72.947723,2.1447964,35.498474,23.042274,1012.459606
chhindwara,28.40909004,madhya pradesh,48.667332,30.939623,1.6987902,8.0327435,82.762856,15.216644,31.733459,5.1250858,47.399063,-115968.0873,2.679003,25.778135,74.221863,5.3789902,67.002182,6.2654228,34.161884,39.654716,1162.577049
damoh,25.7142868,madhya pradesh,48.673744,29.605795,1.4830308,6.7710829,77.166176,17.878876,13.358577,15.957824,50.314838,-502610.168,2.1663275,23.920788,76.079216,5.6764326,74.950821,3.1054039,37.389656,26.936691,797.6827735
datia,8.47457695,madhya pradesh,48.880318,29.816671,1.485033,6.9262533,75.668839,23.553627,2.4243121,14.619814,58.920307,17921.53661,2.7692046,25.522825,74.477173,5.8056216,72.510757,2.4101758,37.930099,38.661373,458.5410527
dewas,24.72527504,madhya pradesh,51.486473,30.562513,1.458555,6.7211971,76.229126,19.582035,15.28159,17.888552,45.475731,77436.4206,2.9063253,32.398537,67.601463,5.7297626,75.299744,3.8977489,40.974152,39.268097,968.581181
dhar,24.11347389,madhya pradesh,40.619984,30.109646,1.2225065,5.5705228,65.028831,13.975625,46.094997,10.123075,29.459656,-131580.989,2.6796532,22.112064,77.887932,5.558744,77.127472,3.0852809,44.349949,47.432907,1394.235038
dindori,56.8807373,madhya pradesh,53.837219,30.191755,1.3877422,6.3751121,72.563255,7.2396784,68.425827,3.0784059,20.131489,-1014527.584,1.5462484,3.1782274,96.82177,5.2190857,71.65274,4.5120983,27.696123,13.60497,477.780297
guna,17.05426407,madhya pradesh,54.951973,29.549835,1.1575559,5.2454453,62.315441,18.643831,13.951848,5.802412,61.52005,-200621.7259,2.5307066,24.092829,75.907173,5.8559494,73.438774,2.2681503,28.381781,29.080742,797.7356241
gwalior,9.904153824,madhya pradesh,43.567894,29.890852,1.6904061,8.0839653,80.968842,24.533037,2.3244991,15.952071,56.021595,761828.7212,3.8930266,64.318047,35.68195,6.0688162,70.900574,3.5760682,44.246803,37.634121,1277.861131
harda,12.12121201,madhya pradesh,55.257179,30.638536,1.4948357,6.9349084,78.471519,17.562653,22.807425,18.530214,40.968277,176575.1854,3.0346406,22.323221,77.676781,5.394937,73.132027,2.1900854,32.437027,36.621075,362.6448056
hoshangabad,8.433734894,madhya pradesh,38.878082,30.620312,1.6203257,7.6222649,80.355896,16.731979,19.329725,14.804814,45.482986,-36298.31983,2.7587907,31.461794,68.538208,5.6353555,71.119049,4.2809124,39.135925,30.949862,764.8461458
indore,22.32645416,madhya pradesh,29.083256,30.83729,1.8044654,8.7732124,86.055252,23.031004,8.0913696,14.536219,54.341404,913346.3834,4.1019526,72.868881,27.131119,5.6043139,74.415527,4.2094927,61.944042,44.208748,1959.098804
jabalpur,18.62068939,madhya pradesh,78.125618,30.044497,1.5797472,7.1426606,83.339622,13.067865,41.045753,9.6436291,34.987926,-324629.7034,2.3199244,0,100,5.1532454,68.543343,4.9921079,17.570869,49.406002,644.602062
jhabua,66.1016922,madhya pradesh,65.86586,30.717173,0.83026558,3.8556216,44.208069,6.611721,83.926971,3.1679482,6.2933626,-678948.6303,1.9195051,10.167673,89.832329,6.02212,76.811867,2.9107003,22.805891,37.869427,536.0225433
katni,12.69841385,madhya pradesh,52.536888,29.635077,1.5398409,7.2181334,79.285622,25.963005,15.596072,14.289249,44.037601,-400397.9851,2.2764015,19.553288,80.446716,5.2639976,71.446976,3.8422067,30.631157,20.332922,727.2205454
khandwa (east nimar),32.43243027,madhya pradesh,50.2649,29.088333,1.361905,6.3250232,71.497765,7.3451319,31.173845,19.053141,42.427883,-35278.69593,2.8026819,21.507872,78.492126,5.4896178,69.529762,2.5691314,20.990059,31.296417,748.1391488
khargone (west nimar),40.59040451,madhya pradesh,57.340054,30.528631,1.2884049,5.9934139,67.650986,14.714238,32.186653,13.250335,39.848774,280812.3417,3.2287428,19.498457,80.501541,5.9831586,74.101875,2.5387864,34.728878,29.662067,1052.313333
mandla,33.66336441,madhya pradesh,51.111607,31.139475,1.476293,6.9156108,76.652542,7.123755,53.393753,4.8176899,34.403381,-560116.8096,2.0978248,12.168756,87.831238,5.0158172,71.156487,4.9082813,31.145763,21.444494,627.1426472
mandsaur,32.74336243,madhya pradesh,58.995941,30.58342,1.338518,6.1258192,72.796532,20.619658,5.257288,19.812807,54.185074,134353.6119,2.9549539,18.422581,81.577423,5.5768785,75.960907,4.5417609,33.207108,42.890347,856.8818988
morena,3.191489458,madhya pradesh,38.293213,29.363541,1.4260454,6.5483146,72.369614,18.200304,1.1095638,26.87113,52.770771,94571.97756,2.9076297,30.490143,69.509857,6.1933813,75.304802,2.2982085,43.861343,24.273737,975.4545285
narsimhapur,30.47619247,madhya pradesh,44.340431,30.190113,1.6220615,7.5309329,82.20314,20.581684,12.02149,15.124533,49.162933,-106219.2959,2.6318483,20.415844,79.58416,5.8522749,73.665573,4.2629623,40.132027,27.510319,751.1639258
neemuch,36.13445282,madhya pradesh,50.359787,30.903858,1.3852011,6.4377522,71.85733,21.877398,7.1972222,9.7631435,61.083263,283008.22,3.1641312,27.944126,72.055878,5.608386,73.376831,5.483407,45.410271,42.955513,556.5627939
panna,3.225806236,madhya pradesh,46.128639,29.126257,1.3616773,6.2385106,70.514359,15.57245,14.019787,20.664129,48.582287,-665371.0771,1.922147,16.345194,83.6548,5.2763076,69.644913,2.4800131,34.603928,24.782068,623.5252737
raisen,18.89400864,madhya pradesh,59.768509,29.072575,1.6359744,7.706501,83.508354,17.231222,7.8063293,7.9760351,66.986412,-56530.78002,2.6684635,31.168139,68.831863,5.5935011,66.560822,1.8229899,27.600266,42.287502,511.9236425
