district,lfpr_percent,state,digital_gender_gap,f_mean_age,f_mean_education,f_mean_yrs_edu,f_pct_literate,f_pct_sc,f_pct_st,f_pct_general,f_pct_obc,f_mean_wealth_scr,f_mean_wealth_idx,f_pct_urban,f_pct_rural,f_mean_hh_size,f_pct_married,f_pct_divorced,f_pct_has_mobile,f_pct_ever_breastfed_c1,f_n_respondents
jayashankar bhupalapally,,telangana,35.625557,33.158058,1.2370507,5.9703526,59.374916,21.959192,18.844837,4.9893842,53.94751,141169.8053,2.9710619,7.6367421,92.363258,3.8042042,77.771286,8.092577,56.077065,36.954807,416.6824282
jogulamba gadwal,,telangana,64.96772,31.081446,0.96122748,4.5608439,46.618114,22.516758,1.5741513,5.9859567,68.578537,244286.599,3.1170344,10.673865,89.326134,4.7379951,77.430901,7.2811594,34.149071,33.44331,350.0642206
kamareddy,,telangana,51.221161,31.018238,1.1895583,5.688961,58.945316,20.706457,7.0110598,8.9767361,60.557907,21987.80209,2.7995188,15.102209,84.897789,4.5402508,78.457352,7.9075003,44.713394,27.487331,500.5028155
karimnagar,19.20000076,telangana,31.144287,32.41296,1.6036841,7.8487439,72.873718,13.999386,1.8224046,8.7914639,75.264191,607745.8698,3.6777678,33.211418,66.788582,4.1508245,74.602333,8.0754948,66.724754,37.857964,587.7713235
khammam,54.3478241,telangana,33.520844,33.26656,1.414602,6.8268995,68.666733,28.922541,12.168776,12.147789,46.660049,471334.3083,3.4698792,27.066624,72.933372,4.0528636,73.072205,13.876155,57.028069,44.197212,939.5863367
komaram bheem asifabad,,telangana,63.53175,30.952343,1.0560921,4.9989557,54.639729,17.764273,26.012674,2.9656048,50.89069,-204845.3235,2.4424994,13.045197,86.954803,4.4274039,74.193954,6.3013053,30.223095,25.486576,300.7061372
mahabubabad,,telangana,50.807945,32.345413,1.2368679,5.9235811,60.25259,20.903927,36.991653,3.3083458,38.796074,122734.678,2.9482028,9.824707,90.175293,4.3489623,74.450203,9.2486925,42.285858,35.039627,516.7995252
mahabubnagar,30.06992912,telangana,43.059284,30.922508,1.2252589,6.0146546,57.10004,17.78907,8.3925056,7.4666491,66.242531,359388.617,3.274332,21.019241,78.980759,4.8779864,73.517349,10.611555,50.128002,28.979582,795.2267964
mancherial,,telangana,42.425163,31.922813,1.5698625,7.6552658,72.130943,26.747604,6.4651308,7.7046027,57.865364,311535.4255,3.2333543,44.05825,55.94175,4.0349894,70.257805,8.1942043,56.842117,39.584778,442.44271
medak,62.29507828,telangana,43.827106,31.077845,1.2110412,5.8870158,58.436768,31.263655,4.534421,6.0636749,55.51688,-51147.50502,2.647666,8.7095861,91.290413,4.7925596,75.244072,7.2772255,49.963665,27.843317,400.7893477
medchal-malkajgiri,,telangana,14.362976,31.272259,1.7657598,8.8379555,79.000923,15.605612,3.0012271,14.200655,67.192505,1073967.218,4.3107276,69.757828,30.242167,4.352263,72.237671,6.3357463,81.68396,40.388226,303.3473509
nagarkurnool,,telangana,34.880356,31.858948,1.1688746,5.6676002,55.03891,25.928761,4.2631278,6.1960912,63.612019,273236.2688,3.1705425,14.033196,85.966805,4.7547684,72.047462,9.3075266,56.544243,35.151123,483.971115
nalgonda,39.39393997,telangana,43.100792,31.978382,1.3109655,6.4490242,61.622417,25.834635,7.3127465,8.8037119,58.048904,525944.1724,3.5479064,25.744959,74.255043,4.1683865,75.93792,7.261425,55.9673,53.156227,967.1699555
nirmal,,telangana,35.579166,31.034843,1.2903863,6.28091,62.957573,24.796293,7.5361981,9.3011856,56.660549,216598.783,3.0595195,21.710768,78.289238,4.1758494,72.575935,9.4433832,63.400631,31.428072,386.6401635
nizamabad,40.47619247,telangana,28.284637,31.554878,1.3458717,6.4688029,64.309082,20.251051,5.4312248,12.24167,61.091511,376476.4561,3.314723,34.72089,65.279106,4.3874335,73.962265,9.1037331,65.581451,32.928162,919.5226071
peddapalli,,telangana,35.459999,32.724384,1.5878159,7.7187915,71.761154,23.844152,0.39552784,6.9482498,65.031059,514726.9799,3.5312269,42.974701,57.025303,3.9690716,72.963837,7.2036705,59.838783,40.889202,490.4052362
rajanna sircilla,,telangana,31.285118,33.167744,1.4314543,7.0345206,66.770309,19.399239,2.3857837,11.160679,66.758522,487181.6586,3.4757054,26.39575,73.604248,4.0817599,76.327026,8.4496117,66.877762,27.103815,337.5125759
ranga reddy,,telangana,33.10952,31.151218,1.5851614,7.8644562,71.80191,28.948584,4.001297,10.356316,56.693806,850948.1455,4.0105581,59.636452,40.363552,4.6386909,74.237137,6.4080544,60.518562,44.14267,1450.04333
sangareddy,,telangana,32.355972,30.859772,1.3677965,6.5305948,66.782463,29.431599,2.2315302,9.7404003,53.249962,138256.306,2.9583015,30.734745,69.265251,4.7572193,74.252525,7.7038946,64.229424,32.905594,696.1886869
siddipet,,telangana,27.329033,30.864285,1.5835786,7.7650299,73.130737,23.277409,5.2324829,12.526854,56.78072,409006.1965,3.3383906,24.531742,75.468262,4.5683866,76.400253,6.0114899,72.670967,38.217514,605.1372067
suryapet,,telangana,46.372654,33.059975,1.3903413,6.7609887,64.922173,24.518581,5.7455139,11.01825,58.604126,449186.0371,3.4337184,15.92922,84.070778,4.1107802,77.742378,7.4801698,51.166065,43.160561,617.5857726
vikarabad,,telangana,47.420452,31.045555,1.2084999,5.8578839,58.660877,24.678259,2.7049625,7.8997092,64.60717,56669.02846,2.8199685,16.335449,83.664551,4.9064407,74.899872,9.8678188,48.712315,35.701786,499.5255398
wanaparthy,,telangana,39.966019,31.417311,1.1185747,5.5077848,52.432983,19.291384,7.7464128,5.9291077,66.168015,293875.2407,3.2214448,19.47879,80.52121,4.7007165,70.499466,8.840064,53.629852,37.92157,312.9025066
warangal rural,,telangana,45.626919,33.555817,1.3204838,6.4183445,62.938328,22.737009,17.769156,4.6079378,54.12693,152617.5887,2.9790974,7.7033815,92.296616,3.9073536,78.929779,8.894742,50.606625,35.901196,425.0796027
warangal urban,,telangana,23.876846,32.984608,1.739449,8.7187452,77.896957,23.337818,2.5307021,4.9899526,67.970451,689337.3563,3.8101943,72.560516,27.439487,4.1593451,73.465874,8.4809961,74.662346,44.950474,635.2624332
yadadri bhuvanagiri,,telangana,27.270195,31.837353,1.4914987,7.2748542,68.761627,28.731764,4.5680242,5.2926784,61.307751,503999.5009,3.5186613,14.689848,85.310158,4.6380024,72.458336,8.7243032,69.002991,36.811989,426.8615426
dhalai,29.59183693,tripura,39.112698,30.494053,1.4467239,6.1544986,79.885529,21.679634,59.595776,4.9113331,13.124611,-725648.5854,1.7857029,13.444616,86.555389,4.2920551,78.140358,5.0473351,39.20042,17.863819,234.2951605
gomati,,tripura,38.562984,30.910151,1.6277759,7.1667457,87.85511,17.72962,41.956692,18.222252,20.94495,-448895.1676,2.1156359,20.189041,79.810959,4.1199164,82.320313,4.4504962,53.623539,23.200361,235.0700019
khowai,,tripura,41.898651,31.733644,1.6508335,7.2213602,89.167938,32.620827,37.566978,4.2816048,25.32379,-582860.7417,1.9401867,11.087559,88.912437,3.9124134,79.778931,5.7669811,50.346817,24.699604,199.7862335
north tripura,13.22751331,tripura,37.880703,31.13319,1.6994591,7.5515819,89.521004,19.827051,31.253523,15.206608,33.494442,-352198.4122,2.2885225,25.467241,74.532761,4.6870246,73.260666,5.1604242,54.226322,25.398067,260.1216321
sepahijala,,tripura,37.690056,31.062035,1.572208,6.9718451,87.007027,30.823236,27.975321,12.972694,24.529892,-390485.1008,2.1835253,11.699893,88.30011,4.3375034,81.78933,4.9969888,49.405746,20.73605,279.9120376
south tripura,22.39011002,tripura,31.744759,31.00832,1.6490521,7.2110405,89.065407,29.299229,37.471138,14.825,17.10326,-617507.4842,1.8805991,11.851257,88.148743,4.2351866,82.29911,4.7474437,46.928833,21.702717,262.3552071
unakoti,,tripura,43.360516,30.62318,1.5815966,6.9182715,88.2257,35.907764,21.451014,10.766521,30.64489,-665978.9585,1.8291594,6.0274029,93.972603,4.5060668,76.201103,6.1138964,45.83189,24.510094,152.7856567
west tripura,20.99542236,tripura,27.309837,32.057087,1.81122,8.2198648,93.167549,29.509398,20.297218,19.613131,30.042219,-40292.13355,2.7007306,66.029015,33.970989,4.1929464,81.015526,5.0034695,64.955551,28.968164,597.328515
agra,5.569007397,uttar pradesh,47.109463,29.445339,1.453236,7.0034637,71.480148,32.112534,0.7277863,26.152796,40.783588,646733.3734,3.7223408,60.984074,39.015923,6.4110012,68.531441,3.6582935,39.867786,37.12693,3120.939262
aligarh,7.014028072,uttar pradesh,47.432156,29.21187,1.4431889,7.0264025,72.836426,23.222879,1.3749776,28.299145,46.594559,436101.4508,3.4192889,34.734016,65.265984,6.1125064,70.816963,3.2342355,42.557949,35.187561,2041.512156
allahabad,8.333333969,uttar pradesh,36.946854,29.331713,1.6427829,8.1166878,76.124741,27.815607,1.6570324,18.375158,52.045757,-201862.9452,2.5705671,24.656569,75.34343,6.6498656,67.253403,3.2392282,50.668915,33.479298,3555.33173
ambedkar nagar,6.410256863,uttar pradesh,39.018898,28.786942,1.8396456,9.1095886,81.277687,32.062737,0.30812532,10.655881,56.892895,-405439.2177,2.2265944,12.11037,87.889633,6.502625,60.110126,2.2304332,47.651794,32.848392,1343.322233
amethi,,uttar pradesh,36.35321,28.818449,1.4275136,6.8886075,72.293106,29.53363,0.22303668,24.14365,46.099682,-329026.5771,2.3379796,4.3012033,95.698799,6.7954431,66.081665,3.1344433,51.613777,33.269234,1206.176989
auraiya,4,uttar pradesh,47.567287,29.539743,1.7177899,8.4464312,81.127701,27.570221,1.042262,22.336761,49.050755,-250936.8666,2.428489,18.747849,81.252151,6.2723556,70.789444,3.5507727,42.821346,28.396242,798.4353274
azamgarh,14.62765884,uttar pradesh,36.949696,28.902193,1.7619518,8.7652559,81.125343,31.591522,0.27743462,15.740466,52.390575,-186273.5827,2.5299218,13.832421,86.16758,7.4066873,62.138008,1.7322593,48.077801,24.630032,2997.109408
baghpat,10.23622036,uttar pradesh,41.572025,29.798084,1.6362089,8.0790186,79.074913,16.346752,0.07825096,18.374084,65.058716,704088.2156,3.8048787,21.32214,78.677856,6.9497018,67.666473,2.5248067,46.686794,36.561543,754.2565447
bahraich,11.54929543,uttar pradesh,44.111195,28.079517,0.74436998,3.4995291,41.778217,16.499819,1.8080803,29.003986,52.688114,-775185.4554,1.8175851,8.4319811,91.568016,6.5553541,73.417953,2.8362849,39.566135,23.487122,1937.826522
ballia,14.2857151,uttar pradesh,37.584671,29.181671,1.5766106,7.8711843,72.816032,20.624487,7.0889874,14.494411,57.792114,-112812.213,2.6270156,10.410877,89.589127,6.1390018,64.82177,2.1077096,52.444328,26.491625,1718.649579
balrampur,13.16872406,uttar pradesh,31.384251,28.482195,0.86278468,4.0076656,48.927071,19.908657,2.3019266,19.830912,57.9585,-515881.116,2.1083922,8.6930723,91.306923,6.3955774,71.147675,2.3498974,56.119434,25.33148,1124.468596
balrampur,38.63636398,uttar pradesh,31.384251,28.482195,0.86278468,4.0076656,48.927071,19.908657,2.3019266,19.830912,57.9585,-515881.116,2.1083922,8.6930723,91.306923,6.3955774,71.147675,2.3498974,56.119434,25.33148,1124.468596
banda,25.20325089,uttar pradesh,58.440422,29.676834,1.2342541,5.8817573,62.65691,23.379684,1.4106364,18.83223,56.377445,-636626.3687,2.0035307,17.02453,82.975471,6.0658002,68.554497,3.2164211,29.836395,29.020926,1027.275058
bara banki,23.38983154,uttar pradesh,34.696918,28.359158,1.3102937,6.2340078,67.102272,30.049971,2.7206211,17.862637,49.115437,-450243.5261,2.2052677,10.615561,89.384438,5.990232,64.313332,3.1281326,47.945423,28.958685,1866.214955
bareilly,5.882352829,uttar pradesh,51.490646,28.357943,1.0632708,4.9880095,55.986191,12.419387,1.6008873,21.254684,64.434158,393015.3743,3.3632636,41.7887,58.211304,6.0302062,62.546791,3.3101447,36.839371,33.456715,2626.804766
basti,7.26744175,uttar pradesh,36.713074,28.917805,1.4072829,7.0187235,67.888245,26.060694,1.6350183,18.483082,53.821205,-145379.9319,2.5528598,5.838325,94.161674,6.1452184,66.099937,2.6400814,54.542381,19.418791,1454.902394
bijnor,3.418803692,uttar pradesh,44.80397,28.906395,1.5690809,7.6042953,75.034882,24.806137,0.40886003,22.543709,52.11187,467043.3519,3.4524636,25.946608,74.053398,6.0366173,61.035282,3.110826,40.369102,41.323383,2546.412474
budaun,2.076124668,uttar pradesh,57.945183,28.261992,1.0238429,4.8901567,54.034359,18.979343,0.30341992,19.434101,60.648335,-157293.3063,2.5797868,20.481197,79.518799,6.326438,67.405418,3.2340939,29.777395,31.225283,1691.595647
bulandshahr,16.39999962,uttar pradesh,40.246735,29.387119,1.4843757,7.2746062,72.564728,21.238235,0.081124566,24.679106,53.557915,548286.1475,3.5898499,23.004934,76.995064,6.2306395,73.035706,2.3408611,49.465942,39.936298,1886.108175
chandauli,18.25396919,uttar pradesh,39.878338,29.425514,1.6054077,7.9729953,76.649971,24.662207,2.4130189,13.274741,59.650032,-106546.2195,2.674597,23.658232,76.341774,7.0780997,71.048859,2.1078804,44.444927,28.171295,1251.034637
chitrakoot,33.63636398,uttar pradesh,45.000954,28.960285,1.3513856,6.3954582,66.699585,24.843103,4.9347429,19.78109,50.441063,-580549.4554,2.0146518,9.6332722,90.36673,6.024785,69.388947,1.973426,38.617058,25.081959,537.0186345
deoria,4.054053783,uttar pradesh,35.340847,29.005558,1.5854752,7.9866805,74.841957,17.777834,5.2429581,12.335653,64.643555,54985.48299,2.8681436,12.294141,87.705856,6.5068955,65.62133,2.0949442,59.102749,24.559875,1814.284055
etah,8.965517998,uttar pradesh,41.308998,28.254797,1.5079229,7.3106327,72.229309,18.89986,0.42735064,16.830782,63.842003,-105440.9044,2.6423097,18.778658,81.221344,6.1904039,67.154747,2.7255642,40.206764,30.742914,1070.738857
etawah,4.301075459,uttar pradesh,41.138668,29.27758,1.7527294,8.5068445,82.148209,25.79006,0.64708585,18.713444,54.62035,304662.6295,3.2209485,26.906178,73.093819,5.9237366,69.953621,2.8884566,52.285175,34.465584,958.9262449
faizabad,15.45893669,uttar pradesh,36.952881,28.655645,1.7656596,8.7481833,79.011658,21.661114,0.51472175,21.729902,56.094265,-111102.107,2.6395383,14.00248,85.99752,6.8689446,65.966782,1.9816929,52.50843,32.566963,1597.462771
farrukhabad,6.914893627,uttar pradesh,47.40649,28.912607,1.3750408,6.5656681,68.26252,17.23559,0.59136552,18.574324,63.228424,79579.13887,2.8788059,22.442064,77.55793,6.0196929,65.683258,2.6949298,40.515141,29.503,1125.342379
fatehpur,22.07792282,uttar pradesh,40.274063,28.968351,1.4571658,7.0314727,69.510933,32.616505,1.0555993,19.158844,47.169052,-488520.5655,2.1688476,13.399445,86.600555,5.4482775,65.578384,3.5379324,49.145988,30.504585,1499.296105
firozabad,7.926829338,uttar pradesh,40.705444,28.560841,1.5881121,7.7340126,78.363525,23.938183,0.39000979,12.839897,62.752861,286956.7935,3.1769056,35.61018,64.389816,6.1737437,70.980995,2.4357655,42.536263,32.82254,1407.53153
gautam buddha nagar,12.8440361,uttar pradesh,34.783764,29.694986,1.7781271,8.8756342,82.085846,18.933413,2.3720303,31.588116,46.879147,1043918.139,4.2382197,55.423893,44.576111,6.1190224,69.268524,3.035814,61.691113,52.258896,1027.524763
ghaziabad,7.129456043,uttar pradesh,28.078144,30.337616,1.8798133,9.3879719,82.104759,22.409111,0.15225726,34.007797,43.163525,1232898.661,4.5808644,87.617752,12.382247,6.0214105,69.210968,2.4223604,59.974445,34.479862,2696.837585
ghazipur,17.14975739,uttar pradesh,47.30378,29.308874,1.6612601,8.3110609,76.471581,31.409258,1.064566,9.415226,58.110954,-249711.5709,2.4175034,8.2682838,91.731712,6.3492117,67.448105,2.3091447,44.746857,28.292156,2085.821037
gonda,8.274231911,uttar pradesh,34.882179,28.342808,1.2627873,6.1130929,64.351448,19.234856,2.451731,26.657347,51.579277,-262483.7168,2.4046359,7.4042716,92.595726,6.3017354,66.673569,2.4034991,52.457458,25.44935,1899.221265
gorakhpur,7.563025475,uttar pradesh,30.496143,28.952061,1.4970658,7.3852334,72.20005,24.92737,0.22482976,11.889834,62.957966,14550.15029,2.8023686,23.224831,76.775169,6.4038434,65.823318,2.1728354,61.917103,23.843197,2835.266149
hamirpur,42.54545593,uttar pradesh,51.48048,28.997585,1.5393803,7.394135,75.975731,20.31509,0.61893487,17.552643,61.513336,-271961.2611,2.4081059,19.602297,80.397705,6.2648215,67.049637,2.9390244,41.72958,30.015671,752.4744824
hamirpur,34.28571701,uttar pradesh,51.48048,28.997585,1.5393803,7.394135,75.975731,20.31509,0.61893487,17.552643,61.513336,-271961.2611,2.4081059,19.602297,80.397705,6.2648215,67.049637,2.9390244,41.72958,30.015671,752.4744824
hapur,,uttar pradesh,39.490356,29.89073,1.5679109,7.7509952,75.723251,24.544195,1.0290917,25.817331,48.472031,852113.1882,4.0156293,33.111561,66.888443,6.4044018,71.169991,2.6978061,48.39312,40.513184,839.6384358
hardoi,5.217391014,uttar pradesh,56.792511,28.571413,1.2445273,5.851027,64.845367,30.168137,1.1789681,18.793159,49.859734,-599385.5395,1.9837209,14.920984,85.079018,6.3651776,66.872864,3.3160203,31.581911,26.347944,2383.092261
jalaun,23.30097198,uttar pradesh,49.795033,30.137449,1.5755547,7.6568489,77.783195,27.787273,0.97480679,22.051725,49.186195,-126424.4562,2.6250455,31.550404,68.4496,6.4815159,72.067177,1.9112533,38.470516,28.69342,1077.701796
jaunpur,16.13832855,uttar pradesh,26.852219,29.2586,1.6889005,8.5176373,78.545013,23.292709,0.37700015,12.879724,63.450569,-25576.45095,2.7258387,9.2312222,90.768776,6.9530826,65.458664,1.8992653,65.303177,22.480232,3038.596694
jhansi,25.2788105,uttar pradesh,40.986736,30.192436,1.6346115,8.024415,76.66571,30.118898,0.68431115,15.762885,53.433907,214702.509,3.1194272,47.784588,52.215416,5.9230075,72.333595,2.2603431,56.170506,35.526775,1319.624093
jyotiba phule nagar,3.305784941,uttar pradesh,52.538334,28.311359,1.3515271,6.5407014,65.4543,16.0618,1.2068241,17.001053,65.441505,425930.8496,3.3868301,27.359735,72.640266,6.237731,63.340389,2.5343311,42.244724,38.857304,1182.421827
kannauj,5.857740879,uttar pradesh,51.975693,28.69009,1.4846652,7.14224,72.611,23.598595,1.000783,22.141708,53.258915,-270049.3782,2.4135458,19.572485,80.427513,6.2232232,66.106766,3.2504447,41.000992,25.11706,965.5047388
kanpur dehat,3.296703577,uttar pradesh,46.299255,28.963873,1.6824243,8.1767159,79.552536,26.716011,1.2469736,15.64792,56.235714,-371343.758,2.3176715,10.363735,89.636269,6.0268192,68.834373,1.9755384,40.751541,26.876644,1082.003466
kanpur nagar,12.03883553,uttar pradesh,29.388786,30.211552,1.9295841,9.7509928,85.167908,22.554071,1.2473223,30.477112,45.642353,500624.5046,3.5410106,64.911179,35.088829,5.4285107,66.864166,2.6142976,63.101273,43.460541,2437.449799
kanshiram nagar,11.875,uttar pradesh,42.287659,28.396914,1.2512853,5.9723458,64.902496,22.957249,0.7116155,19.524193,54.364742,-96586.68691,2.6430285,18.762527,81.237473,6.1104331,70.181854,2.7043009,45.053528,33.533512,753.6630607
kaushambi,7.339449406,uttar pradesh,47.125832,28.334879,1.3270869,6.3425951,67.371231,41.719193,0.34015313,18.891266,39.049389,-541151.7819,2.1029544,7.7073894,92.29261,6.4618869,66.872948,2.9208512,40.726654,35.614983,868.5114733
kheri,17.13147545,uttar pradesh,59.555191,28.551252,1.3374426,6.3160071,68.667969,31.038315,2.4274838,15.346183,51.117188,-570822.1573,2.0820277,13.635174,86.36483,6.3265395,68.567566,2.2801597,29.817078,21.79911,2713.185437
kushinagar,6.741572857,uttar pradesh,32.538898,29.039875,1.3351562,6.4296069,66.756142,25.675655,1.3661696,10.192644,62.765533,-193546.044,2.4978089,4.6754441,95.324554,6.7164903,69.432533,2.3911736,61.752689,20.561037,2105.331412
lalitpur,28.10810852,uttar pradesh,63.382645,29.051199,1.300422,6.0185065,66.902214,26.878399,6.0943489,13.166213,53.784817,-472368.4717,2.1571903,15.946089,84.053909,6.9198427,75.940643,2.4933674,28.889635,32.084301,872.2065387
lucknow,19.39655304,uttar pradesh,30.457939,30.662622,1.8578972,9.1976671,83.474335,31.375753,0.32859835,29.338062,38.623669,575796.9778,3.6505446,65.438461,34.561543,5.9113436,66.494865,3.5204244,57.658638,37.776409,2742.027962
mahamaya nagar,7.633587837,uttar pradesh,39.97805,28.973658,1.4696192,7.1688671,70.49852,25.887568,1.5296034,23.958748,47.103901,117164.473,2.9537544,22.454012,77.54599,6.0903931,69.559326,3.430362,43.232407,34.33831,904.1226322
mahoba,23.65591431,uttar pradesh,52.972347,28.968023,1.4337344,6.8018041,71.507797,30.208487,0.42884597,13.411662,55.951004,-238237.3215,2.4620104,21.674292,78.325706,6.5777817,66.256798,2.8121185,35.809597,25.478298,556.0840179
mahrajganj,6.696428299,uttar pradesh,34.841339,28.661957,1.3078235,6.353622,65.554535,26.375216,0.7013641,8.727046,64.196373,-151232.9843,2.5485444,6.1676641,93.832336,6.3830509,70.759109,1.8801192,56.958694,19.384769,1615.65497
mainpuri,2.118644238,uttar pradesh,28.400822,28.658194,1.713021,8.3683949,81.144554,23.695574,0.077363275,13.774148,62.293209,-8689.934857,2.7660098,19.564629,80.435371,6.1216598,65.839005,4.0168266,51.735073,33.224464,1039.489301
mathura,5.813953876,uttar pradesh,51.671654,29.002476,1.4522017,6.914906,73.137093,21.87709,0.26082039,33.842979,43.668411,390631.4223,3.34866,32.219078,67.780922,6.6834998,72.214752,4.0804853,32.48671,34.232994,1446.695655
mau,14.59853935,uttar pradesh,29.034,28.601748,1.691379,8.5253448,76.068153,28.355404,2.2261314,10.838831,58.427284,-28225.68291,2.7446299,29.142015,70.857986,6.6283569,60.339153,2.0702758,61.394947,28.386333,1261.712468
meerut,4.472843647,uttar pradesh,34.158875,29.647102,1.70617,8.4837503,79.059891,26.850983,0.83361876,26.737272,45.429565,919457.1659,4.1139126,57.141132,42.858868,6.4365983,66.769196,3.5538056,55.511528,39.296635,2269.753718
mirzapur,16.53543282,uttar pradesh,42.583057,29.54343,1.5669782,7.7482867,74.116478,26.18635,2.1382401,23.056776,48.618637,-130694.0186,2.6385479,17.331133,82.668861,6.7048669,71.054878,1.8861756,49.601589,28.662476,1382.359054
moradabad,2.597402573,uttar pradesh,42.290501,28.455233,1.4995952,7.4487057,71.725494,26.086107,1.2238151,25.934196,46.484249,479192.5515,3.4898803,38.289448,61.710548,5.9684677,63.939201,2.2758813,42.658535,38.33107,1874.202466
muzaffarnagar,10.36269474,uttar pradesh,47.695766,29.477455,1.5670335,7.6378779,73.984978,20.802784,0.28286529,24.08699,54.024803,722558.8054,3.845891,30.110962,69.889038,6.4245753,65.981277,2.403374,40.610416,43.191696,1652.79642
pilibhit,2.973977566,uttar pradesh,43.431629,28.960821,1.2313551,5.922379,61.605961,19.687353,0.1884741,20.33452,59.687721,-7039.520983,2.7610085,19.619368,80.38063,5.6767735,68.472404,2.0257704,38.38876,29.237989,1109.099367
pratapgarh,43.19526672,uttar pradesh,37.573906,28.526667,1.6912819,8.4030256,78.236649,26.067841,0.43409899,24.588318,48.90974,-240637.218,2.4649436,8.3038378,91.696159,6.8726358,64.900032,1.7797842,50.637245,42.262444,2161.369006
pratapgarh,6.506849289,uttar pradesh,37.573906,28.526667,1.6912819,8.4030256,78.236649,26.067841,0.43409899,24.588318,48.90974,-240637.218,2.4649436,8.3038378,91.696159,6.8726358,64.900032,1.7797842,50.637245,42.262444,2161.369006
rae bareli,17.94871902,uttar pradesh,43.203949,28.720804,1.4380927,7.0380521,71.239693,32.882069,1.2867147,17.309429,48.436741,-392068.0422,2.2389214,10.536378,89.463623,5.6314769,64.644165,2.1601477,42.415237,30.181767,1709.066913
rampur,3.474903584,uttar pradesh,55.532578,27.682026,1.1498877,5.488574,59.428764,22.418457,0.10715613,27.455404,49.505283,336400.9976,3.2331667,21.382561,78.617439,6.2524247,59.753998,2.1074965,35.57766,35.97644,1324.90441
saharanpur,8.213552475,uttar pradesh,47.169868,29.177208,1.5229465,7.3947845,75.742035,30.41987,0.15048218,12.929304,56.300323,637901.2294,3.7009974,40.371906,59.628094,6.0522499,65.123016,3.0802372,40.51622,34.75478,2210.658286
sambhal,,uttar pradesh,57.7864,28.44643,1.0631111,5.0372043,54.066616,18.10182,0.72325593,19.866102,61.038273,97200.10009,2.9270182,21.010223,78.989777,6.5574207,66.804192,3.2873836,31.955534,34.44389,1312.342297
sant kabir nagar,7.971014977,uttar pradesh,39.148991,28.412926,1.2861797,6.2901502,64.705887,28.742743,1.1535251,16.437534,53.666199,-302577.461,2.3335495,10.964462,89.035538,5.8865128,66.017113,2.7174597,54.533154,19.229656,919.1861684
sant ravidas nagar (bhadohi),2.380952358,uttar pradesh,34.293274,28.920235,1.5868165,7.8966517,73.712517,21.657598,1.5129766,16.742111,60.087318,-134743.5605,2.6027763,19.056969,80.943031,7.9883575,70.943047,1.5039659,52.074165,33.077755,1105.607558
shahjahanpur,2.390438318,uttar pradesh,57.648796,28.817327,1.2229357,5.8490572,62.214355,19.087313,0.45671076,26.42918,53.511333,27326.18143,2.8118842,20.124752,79.875252,6.4251041,70.938988,2.3717852,29.09379,31.335045,1844.833496
shamli,,uttar pradesh,53.591408,28.858528,1.3183738,6.3928332,66.495041,11.141024,0.21850678,18.702971,69.9375,601652.8012,3.6356535,30.977192,69.022804,6.4872742,65.810181,1.6390409,34.234978,39.84309,795.8320227
shrawasti,3.030303001,uttar pradesh,35.824539,29.062416,0.78399336,3.6856098,42.947189,18.306379,1.8730752,21.523962,58.218773,-689412.1537,1.8774148,4.4498277,95.550171,6.1630979,79.70282,2.084187,53.459679,20.80003,678.752185
siddharthnagar,15.46391678,uttar pradesh,30.626133,28.345289,0.92726386,4.3156323,52.918518,18.699488,1.9832243,21.008291,58.309002,-318742.7998,2.3192425,8.5605001,91.439499,6.9250298,69.306786,1.7662051,61.641384,30.376249,1467.97971
sitapur,11.50442505,uttar pradesh,67.575851,28.643848,1.2691009,5.874455,68.040482,36.896084,0.14470042,20.54726,42.411957,-664715.0593,1.9615686,12.403419,87.596581,6.59725,70.447182,2.6222656,23.317108,26.421291,2714.5959
sonbhadra,12.44019127,uttar pradesh,43.130474,29.395658,1.4025805,6.8001266,67.449677,24.305607,21.350384,10.13348,44.210529,-670988.2498,1.996201,17.0128,82.987198,6.2991948,72.777588,1.6139343,38.524632,22.599337,1106.511732
sultanpur,5.642632961,uttar pradesh,44.214226,28.720718,1.6661481,8.2199764,75.874649,28.639793,0.21878292,21.299809,49.841614,-368589.3964,2.2754397,9.4903383,90.509659,6.8414044,65.433159,2.3802047,41.849335,36.073624,1424.432637
unnao,19.75308609,uttar pradesh,43.878075,29.472572,1.4955019,7.2245183,73.016182,34.470825,3.2737579,23.466351,38.615795,-308325.2703,2.4297276,21.073017,78.926979,5.3597293,65.012558,3.4624212,45.870605,33.255901,1775.478887
varanasi,10.51282024,uttar pradesh,28.417213,29.749866,1.8017328,9.0474977,81.817848,16.612112,1.2910426,16.006683,66.090164,401597.9166,3.3728571,48.048546,51.951454,6.9146481,66.277039,2.512573,55.982513,31.496208,2396.194374
almora,37.42331314,uttarakhand,3.3341293,31.006401,1.8652743,9.2163525,90.087143,25.022728,0.91910958,71.513046,2.5451219,-41215.74151,2.6828148,9.681879,90.318123,4.8232632,67.392563,4.8327041,85.647346,29.910637,309.5231623
bageshwar,47.82608795,uttarakhand,13.001602,30.597364,1.8850363,9.3674459,91.447174,26.59491,1.2315923,65.382454,6.5800962,58873.70162,2.8499329,5.4555984,94.544403,4.8972483,72.818687,3.5831504,72.754501,31.619627,149.2904116
