district,total_weight_district,m_justify_beating_goes_out,m_justify_beating_neglect_kids,m_justify_beating_argues,m_justify_beating_refuses_sex,m_justify_beating_burns_food,m_num_control_issues,m_ever_humiliated_hp,m_ever_threatened_harm_hp,m_ever_insulted_hp,m_experienced_emotional_viol,m_pushed_shook_thrown,m_slapped,m_punched_hit_harmful,m_kicked_dragged,m_strangled_burnt,m_threatened_weapon,m_forced_unwanted_sex,m_forced_other_unwanted_sex,m_arm_twisted_hair_pulled,m_forced_unwanted_sexual_acts,m_experienced_less_severe_phys,m_experienced_severe_phys_sex,m_experienced_any_physical_viol,m_experienced_any_sexual_viol,m_injury_broken_bones_teeth,m_injury_deep_wounds_bleeding,m_injury_head_internal,m_injury_wounds_brokenbones,m_injury_severe_burns,m_experienced_any_listed_injury,m_respondent_physically_hurt,m_freq_hurt_hp_last12m,m_hp_drinks_alcohol,m_freq_hp_drunk,m_freq_hit_last12m_non_hp,m_hp_hurt_during_pregnancy,m_not_hurt_during_pregnancy,m_father_beat_mother,m_hp_jealous_other_men,m_hp_accuses_unfaithful,m_hp_limits_female_friends,m_hp_limits_family_contact,m_hp_insists_know_where_is,m_hp_no_trust_money
dehradun,194794016,0.031162409,0.10313358,0.11548256,0.052116569,0.037666045,0.40230653,0.057763439,0.014263334,0.036084652,0.036013387,0.014263334,0.17087902,0.028526668,0.028526668,0,0,0,0,0.014263334,0,0.067735672,0.014263334,0,0.77600163,0.014263334,0,0,0,0,0.014263334,0.029513925,0.037349064,0.20370944,0.30795628,0.049537964,0.014263334,0.70953137,0.082224295,0.30861181,0.06066801,0.017343028,0.017343028,0.024505639,0.061120287
garhwal,71697608,0.086601242,0.062766485,0.032161605,0.048010584,0.026450088,0.54297692,0.057784967,0.087698743,0.034602828,0.049673304,0.16598298,0.26072273,0.11662602,0.023182141,0,0,0.057784967,0.057784967,0.023182141,0.057784967,0.12459423,0.01159107,0.023125347,0.49307922,0.057751354,0,0,0,0,0.057751354,0,0,0.30181426,0.48172396,0.018049585,0,0.77770132,0.13061795,0.13928208,0.081292726,0.082464173,0.076117612,0.08877293,0.13781109
pithoragarh,81271280,0.023602754,0.11190239,0.084983677,0.042557135,0.045256481,0.311059,0.1106912,0.038708311,0.16956435,0.10432111,0.022912214,0.047592297,0.007030147,0.007030147,0.007030147,0.007030147,0.014060293,0.014060293,0.019603271,0.014060293,0.032605246,0.007030147,0.007030147,0.075732753,0.007030147,0.007030147,0,0.007030147,0.007030147,0.007030147,0.006286563,0,0.30451944,0.32639092,0,0.007030147,0.83743769,0.047560982,0.17741223,0.027271122,0.048478197,0.039466955,0.070067078,0.059977841
bageshwar,33184700,0.028396551,0.08886686,0.040733349,0.14664571,0.02756023,0.28428018,0.053796478,0.027426314,0.027426314,0.026898239,0.033900622,0.025900248,0,0,0,0,0,0,0,0,0.02012994,0,0,0.070388645,0,0,0,0,0,0,0.007179815,0,0.27235875,0.36655489,0,0,0.69696993,0.25634515,0.091958523,0.006482596,0.039802168,0.033096157,0.068586007,0.044354748
almora,62965872,0.20986031,0.27784392,0.220283,0.26923248,0.072728544,0.4435904,0.056029592,0.046888385,0.030799923,0.031854082,0.056029592,0.24820969,0.15454186,0.072427616,0,0,0.065693758,0.018238293,0.081342034,0.034447201,0.12231121,0.032535944,0.041742709,0.29263422,0.050453171,0,0,0.016088462,0,0.050453171,0.009091751,0.018183501,0.30314478,0.50345385,0,0,0.86964959,0.34248406,0.11232021,0.038934998,0.087537803,0.048717152,0.07296332,0.083116896
champawat,35401936,0.019229259,0.03307901,0.044537649,0.014062847,0.020813184,0.14551136,0.18849184,0.044061095,0.12363539,0.097103022,0.14668751,0.11265785,0.070623174,0.026610861,0.017450232,0,0.036593508,0,0.06320437,0,0.059002593,0.019122174,0.012197835,0.2880553,0.019122174,0.005816744,0,0.005671611,0,0.024793785,0.005525997,0.011051995,0.35581791,0.3276262,0,0,0.78965002,0.40825194,0.048909642,0.006381092,0.013412515,0.021117376,0.043311387,0.012379351
nainital,131287352,0.05294079,0.082417369,0.071613103,0.064450637,0.041506711,0.51042497,0.043352775,0,0,0.024229486,0.056061912,0.23120286,0,0.016930314,0,0,0,0,0.040159084,0,0.091842681,0.008465157,0,2.9532914,0.015158338,0,0,0,0,0.015158338,0,0,0.2401697,0.30514589,0.023592616,0,0.7711218,0.10399844,0.19677247,0.045716818,0.082498327,0.069328882,0.096044376,0.075009584
udham singh nagar,250364224,0.10067628,0.14928706,0.15598586,0.31478113,0.10901479,0.43016452,0.12172066,0.060300436,0.072262794,0.067038514,0.15494777,0.26642454,0.10676082,0.097930551,0.01688979,0,0,0,0.10552102,0.041631117,0.12247132,0.043870505,0.01718371,1.2239283,0.06977576,0.006433914,0,0.021423601,0.006433914,0.06977576,0.019983355,0.027098879,0.18412068,0.28416145,0,0.015549941,0.73779941,0.24019288,0.12912631,0.033610191,0.066737197,0.041675922,0.090208128,0.12027811
hardwar,242517264,0.14133775,0.25365934,0.21791893,0.16957714,0.15480375,0.95304984,0.12380575,0.085573517,0.11360931,0.099940352,0.22091912,0.34576428,0.14183937,0.13461107,0.017554684,0.005646246,0.16275144,0.005646246,0.15999803,0.090629712,0.23256861,0.07759162,0.097658344,1.5393292,0.050643805,0.043180622,0,0.005646246,0.007463184,0.050643805,0.063553974,0.11434791,0.20796244,0.31256846,0.087497368,0.031482756,0.78433186,0.35495266,0.24142897,0.067200191,0.20872131,0.14119914,0.13500306,0.15949719
panchkula,54260472,0.14339384,0.23827314,0.36403275,0.33523616,0.14339384,0.27471587,0.097505674,0.039851218,0.10376839,0.045242328,0.20152515,0.26092282,0.19325851,0.19325851,0.16669104,0.12683982,0.16180377,0.097505674,0.19952123,0.20896684,0.15264678,0.089987382,0.12178153,0.58330965,0.016415099,0.01328374,0,0.01328374,0.01328374,0.016415099,0.019927379,0.013287279,0.17512769,0.31829679,0,0,0.7105732,0,0.079228796,0.049921017,0.019927379,0.042110968,0.063600332,0.019927379
ambala,87467560,0.37215999,0.42686391,0.40504456,0.16727817,0.15866902,0.59440082,0.035766665,0.024713311,0.098854676,0.054792657,0.0137172,0.24246059,0.042230811,0.051728893,0,0.049343746,0.044225529,0.003033639,0.05456822,0.003033639,0.1080699,0.042312361,0.023629583,0.54531175,0.0137172,0.003033639,0,0.003033639,0.003033639,0.0137172,0.03204995,0.0640999,0.17752446,0.23537429,0.056846607,0.0137172,0.74582982,0.54813552,0.075697616,0.053222395,0.12277766,0.1220088,0.081871346,0.13882306
yamunanagar,106917752,0.24130945,0.28607324,0.20148209,0.06840805,0.3078483,0.97371072,0.15060973,0.050162259,0.099856868,0.08882124,0.2267942,0.47428441,0.19890141,0.1011961,0.0170995,0.0170995,0.029240178,0,0.13763589,0,0.25831512,0.050598051,0.014620089,1.9544072,0.050191514,0.00557566,0,0,0,0.050191514,0.084742136,0.1402963,0.25471953,0.36971781,0.062151812,0.024780169,0.72693402,0.49219638,0.32200071,0.083881281,0.11900471,0.19216484,0.23156069,0.18206702
kurukshetra,75235032,0.23188676,0.30905119,0.46590063,0.18825771,0.17467378,1.1742346,0.095410138,0.059555579,0.14601304,0.098842278,0.13071324,0.34846559,0.065005645,0.043218803,0.022933239,0.007165133,0.13761209,0.018058555,0.036836032,0.070418656,0.17106192,0.029133994,0.082104586,3.1958747,0.036031432,0.028147379,0,0.015049187,0.007165133,0.049129628,0.032427698,0.046796843,0.16826548,0.28490168,0.056848224,0.007204011,0.71468401,0.24643455,0.23339513,0.088941999,0.25020084,0.20409805,0.1910242,0.24322516
kaithal,78767232,0.030813601,0.14896946,0.012890995,0.012890995,0.13607846,0.090191931,0.038714029,0.007917163,0.007917163,0.023315597,0.007917163,0.007917163,0.007917163,0.007917163,0.007917163,0.007917163,0.007917163,0.007917163,0.007917163,0.007917163,0.007917163,0.007917163,0.007917163,0.007917163,0,0,0,0,0,0,0,0,0.08253888,0.13562064,0.070917457,0,0.73812848,0.38259467,0.05060612,0.007917163,0.007917163,0.007917163,0.007917163,0.007917163
karnal,170914576,0.11736188,0.18414029,0.10530122,0.051884491,0.074222237,1.1199216,0.14370383,0.058667682,0.11178765,0.099660099,0.25240883,0.36401924,0.07958331,0.070475638,0.028574953,0.010437846,0.085414544,0.023309814,0.20000821,0.056578029,0.19358091,0.042338893,0.038032893,1.5410616,0.048085302,0.013866161,0,0.008901839,0,0.05717469,0.008844324,0.008844324,0.20933761,0.31319404,0.027833495,0.004671995,0.79808438,0.17267917,0.34410959,0.068894461,0.14316653,0.17303002,0.17255296,0.25354531
panipat,88174248,0.256042,0.24119979,0.20810252,0.31841755,0.1447397,1.1374658,0.095225967,0.065232694,0.056136027,0.053356554,0.16862944,0.30390978,0.16031078,0.10339674,0.055747025,0,0.042355314,0.027290009,0.10225973,0.027290009,0.12171324,0.051892873,0.016629322,2.2341757,0.023824859,0.023824859,0,0.00909667,0,0.023824859,0.018971344,0.018971344,0.11412992,0.16512571,0.096353278,0.00909667,0.80900997,0.29242066,0.20870243,0.051376179,0.24498826,0.1625479,0.18173039,0.28812063
sonipat,127927200,0.12249452,0.11029938,0.13105962,0.17194511,0.074587464,0.65020049,0.18506236,0.14151749,0.10728279,0.12563561,0.081082679,0.19431821,0.1088457,0.10914165,0.080334306,0.087960601,0.1503703,0.08494436,0.21425475,0.036392018,0.11629689,0.059383877,0.058617223,1.0886717,0.041167062,0.022041779,0,0,0,0.052609015,0.036184613,0.018819023,0.13173111,0.21442518,0,0,0.75285238,0.21878453,0.18520243,0.085888118,0.096838862,0.092458002,0.098569632,0.091243438
jind,114536024,0.18912736,0.25167599,0.28690341,0.17035076,0.2628971,0.57365811,0.24941029,0.10132055,0.17923926,0.17318781,0.16588415,0.28678977,0.1138115,0.10819799,0.013824297,0,0.051567882,0,0.17443441,0,0.14323531,0.050693247,0.031678889,0.57505047,0.056260701,0.018035375,0,0.006323102,0.006912149,0.062506177,0.006912149,0.013824297,0.064179026,0.090301923,0,0.006323102,0.81471246,0.10453934,0.14392112,0.039296344,0.11791781,0.07721784,0.06365779,0.13164717
fatehabad,98343152,0.16897807,0.17217693,0.14780761,0.10053875,0.14253809,0.44500649,0.15989567,0.029713437,0.045553613,0.072763599,0.073519774,0.15598853,0.067838706,0.031625446,0.013928168,0,0.037196692,0.032608878,0.075376868,0.055877402,0.084494092,0.025125623,0.027966157,0.25155345,0.018625801,0,0,0,0,0.018625801,0.022285091,0.044570182,0.12655172,0.13900641,0.009285445,0.009340355,0.80692971,0.23758917,0.093933932,0.045663688,0.078773394,0.054224499,0.085442461,0.086968496
sirsa,37943608,0.1404212,0.078011766,0.15629336,0.078011766,0.078011766,0.87876451,0,0,0,0,0.061390262,0.14828758,0,0,0,0,0,0,0.092085391,0,0.058796227,0,0,0.20967785,0.030695131,0,0,0,0,0.030695131,0,0,0.086897321,0.11759245,0.11759245,0,0.73138672,0.10638269,0.27722919,0.062409431,0.17111634,0.062409431,0,0.30560011
hisar,188681984,0.10059782,0.086229876,0.12129912,0.083817296,0.073771872,0.39724264,0.004862372,0.022615843,0,0.013739107,0.046489365,0.21679057,0.010764515,0,0,0,0.12064429,0,0.017753471,0,0.08180584,0,0.040214762,0.28453282,0,0,0,0,0,0,0,0,0.18214311,0.17053294,0.026581574,0.00483247,0.8526237,0.43691403,0.13195908,0.015626887,0.015077099,0.041277748,0.10923807,0.084063731
rohtak,98799040,0.015520454,0.062163651,0.038756337,0.015520454,0.028382959,0.26236138,0.10134318,0.071082644,0.018750485,0.07356099,0.1148354,0.29619324,0.075943418,0.074536704,0,0,0.011732908,0.043285895,0.031937718,0,0.11807046,0.026928956,0.020295085,0.29061449,0.029472604,0,0,0,0,0.029472604,0,0,0.2161015,0.32094845,0.013732725,0,0.7190879,0.29630297,0.10664301,0.021990042,0.036672585,0.012460071,0.034526672,0.050069008
jhajjar,78149240,0.16368319,0.15111677,0.13815458,0.17988369,0.07798671,0.46796933,0.19156712,0.15593997,0.27417773,0.13288231,0.13231631,0.21066646,0.087262116,0.079296231,0,0.013391941,0.065904289,0.074857041,0.084517881,0.039628141,0.12094273,0.046344087,0.055167127,0.83720154,0.05557989,0.020552279,0,0.013856309,0,0.05557989,0.033377446,0.028498191,0.27756521,0.36020747,0.096478224,0.011129948,0.84758222,0.33514586,0.13690266,0.062121846,0.072850935,0.043334473,0.039829433,0.11292999
mahendragarh,77316304,0.22369817,0.22931613,0.25868022,0.18266447,0.17927741,0.7996338,0.040316775,0.032406814,0.01658689,0.019225415,0.064997762,0.17900936,0.060718603,0.066762619,0.006044016,0,0.03018811,0.024144093,0.068823077,0.024144093,0.10074472,0.026026024,0.018116063,3.1903343,0.018116063,0,0,0.013953978,0,0.026026024,0,0,0.099157885,0.17403887,0.012597266,0,0.74983603,0.33776119,0.18547502,0.092013426,0.15222259,0.09835232,0.24928962,0.15264459
rewari,69049520,0.31928286,0.41325003,0.33676887,0.23395592,0.23672348,0.49694741,0.057226278,0.01960228,0.025696978,0.035089642,0.10080957,0.14742234,0,0.038911782,0,0,0,0,0,0,0.094122231,0.019455891,0,4.5179658,0.007274866,0,0,0,0,0.007274866,0.026140675,0.045596566,0.091253251,0.15300189,0.048827942,0,0.66117537,0.37599766,0.14242762,0.064704537,0.069788001,0.07828825,0.099939317,0.041799683
gurgaon,109928216,0.086590417,0.22857507,0.21150939,0.066022009,0.066022009,0.55879039,0.1961551,0,0.13530393,0.10489728,0.063151613,0.31513518,0,0.042692441,0,0,0.080296122,0,0.042692441,0,0.12611318,0.014230814,0.029266808,1.0791347,0.006819723,0,0,0,0,0.006819723,0.007504306,0,0.20523928,0.2540544,0,0,0.77602237,0.81735843,0.069556355,0.017065682,0.14262058,0.048891053,0.11345766,0.16719905
mewat,75053952,0.34912327,0.33838254,0.33858219,0.33318961,0.25174966,0.88780874,0.10733709,0.056477211,0.013610822,0.079734765,0.092695184,0.3664183,0.022926068,0.022926068,0,0,0,0.052245431,0.12629303,0.037989471,0.19904813,0.007642023,0.026122715,4.3478961,0.007642023,0,0,0,0,0.007642023,0.02600071,0.040972218,0.068767674,0.12225131,0.052466657,0.007965537,0.79439878,0.3621276,0.22112912,0.13097245,0.10683043,0.11707754,0.14154504,0.17025417
faridabad,154440960,0.18246652,0.38222808,0.38922051,0.22317968,0.13229744,0.85666645,0.39560741,0.11051138,0.25865421,0.19303781,0.16981286,0.46215865,0.17272949,0.091634519,0.017967636,0.023088027,0.036952417,0.038844138,0.18691875,0.05546882,0.20840037,0.061797403,0.042758215,1.011413,0.038409475,0.015094713,0,0.006874647,0,0.038409475,0.02239613,0.031042969,0.18652438,0.2980856,0.03018198,0.005833627,0.75760919,0.1062663,0.19552334,0.076965488,0.12879361,0.12718543,0.13551863,0.19267999
palwal,98547360,0.14435555,0.16691644,0.20031063,0.15208001,0.19992705,1.2907542,0.19786362,0.11476248,0.27791911,0.16506,0.21476853,0.39400244,0.09030775,0.13118464,0.029016821,0.005363391,0.12203547,0.017717369,0.11851078,0.056016121,0.20345803,0.066434726,0.068133555,0.6972295,0.054611884,0.021119541,0,0.016283398,0.006611126,0.054611884,0.009672283,0.009672283,0.13546376,0.20926771,0.0338323,0,0.73361623,0.1247335,0.29939857,0.1215073,0.19216344,0.21370064,0.18767118,0.27631304
ganganagar,118477224,0.038257226,0.058512434,0.053487241,0.051617172,0.040662263,0.8738417,0.096577205,0.068800099,0.14394435,0.10527249,0.10373465,0.1192878,0.061486162,0.045184415,0.095550969,0,0.10906968,0.085226633,0.04948264,0.085226633,0.096799187,0.038602304,0.060990348,0.31501782,0.043055616,0.043554574,0,0.025242362,0.010286728,0.048007887,0.042738106,0.028848676,0.095481783,0.11438935,0.013852958,0.035211578,0.78827769,0.19090705,0.27707109,0.05367966,0.14491653,0.09884236,0.15742624,0.14190586
hanumangarh,115683416,0.079234764,0.079895116,0.10897513,0.17612395,0.060682148,0.96151084,0.098691113,0.043426596,0.05197674,0.079800524,0.18975016,0.2482613,0.066645294,0.047701668,0.013404272,0.013404272,0.043426596,0.05197674,0.0946991,0.043426596,0.16351879,0.047701668,0.047701668,2.7426889,0.08617191,0.017679345,0,0.013404272,0.008741919,0.08617191,0.068383455,0.05179299,0.13537563,0.1992566,0.09378235,0.004662354,0.76019228,0.18249243,0.2947574,0.11198415,0.10152591,0.094228446,0.16805761,0.19095729
bikaner,141507040,0.048694398,0.096567936,0.10172478,0.074478567,0.15380052,0.74875158,0.085825995,0,0.035321761,0.05013952,0.059343703,0.19071819,0.017544216,0,0,0,0.020140652,0,0.071425155,0,0.12218188,0,0.010070326,0.3770538,0.020988086,0,0,0,0,0.020988086,0.00785862,0,0.086557664,0.13923876,0.021611208,0.010805604,0.80199397,0.21465406,0.19385743,0.029648038,0.07900475,0.13823114,0.23718797,0.14825891
churu,147291312,0.1464708,0.1743969,0.18307705,0.1563904,0.12157986,0.95021361,0.097547121,0.065135337,0.04717363,0.072072253,0.067697354,0.13499789,0.017335361,0.00748017,0,0,0.044223666,0.023682809,0.038010217,0.016570454,0.070331469,0.003740085,0.023889922,0.34500915,0.031741321,0.00433384,0,0,0,0.031741321,0.027407482,0.036501896,0.090451904,0.10581944,0.019517213,0.009758607,0.73556304,0.36412323,0.3593581,0.098783627,0.10353014,0.082112081,0.17430469,0.19176389
jhunjhunun,128073632,0.11126406,0.10631881,0.1004013,0.036489878,0.064365208,0.78530389,0.067721613,0,0.10002731,0.061350584,0.053942773,0.16663411,0.020243824,0.004583614,0,0.009167227,0.055339463,0.009167227,0.032385331,0.037597358,0.083477125,0.004583614,0.025476649,0.69293708,0.029890571,0.010339888,0,0.004583614,0,0.034831017,0.015493595,0.03098719,0.1089057,0.1752173,0.027080484,0,0.73885894,0.067919992,0.2472242,0.05336171,0.10149108,0.055146698,0.16674052,0.16133966
alwar,171743408,0.14296964,0.14123125,0.19112395,0.085199416,0.085139714,1.2851844,0.10171823,0.078152947,0.11955908,0.087885216,0.14690503,0.50520462,0.098934293,0.16464792,0.06206898,0,0.22091897,0.10547397,0.12898959,0.098950706,0.22379871,0.080123916,0.11628655,4.8698378,0.10153352,0.006571589,0,0.005968544,0.006571589,0.10750207,0.025862839,0.051725678,0.18424819,0.31124693,0.045936715,0.027227968,0.83166486,0.10522905,0.3707293,0.099511549,0.22666721,0.18891686,0.15929326,0.2400662
bharatpur,131056024,0.18284935,0.20879802,0.31552237,0.18324868,0.1844832,1.2018321,0.12364371,0.084464513,0.062588096,0.10964578,0.26617154,0.56400281,0.04422646,0.036811441,0.005695663,0,0.079536945,0,0.035279844,0,0.2468075,0.021188503,0.03449871,4.5283399,0.079028726,0,0,0,0.006925893,0.079028726,0.005642328,0.011284655,0.15133636,0.23373039,0.060384069,0.01064898,0.77933526,0.70483339,0.30250451,0.071181886,0.14290448,0.27267599,0.26670897,0.23649625
dhaulpur,54467876,0.21653353,0.20122528,0.25119564,0.091065124,0.1120815,1.0893691,0.024252258,0.063450903,0.006228864,0.041729882,0.13893788,0.4540796,0.054454427,0.093211733,0,0.025769226,0.049120679,0.067618757,0.17499693,0.06822715,0.21593557,0.048743375,0.045787282,1.6352049,0.043682408,0.00592619,0,0,0,0.043682408,0.013114868,0.026229735,0.10622331,0.17690107,0.057423316,0,0.76819819,0.65947145,0.418881,0.050283749,0.12342543,0.25523207,0.28602886,0.30126879
karauli,76386464,0.24909063,0.32961881,0.34465709,0.1170078,0.11212558,0.80862731,0.051889297,0.13275398,0.081075229,0.079412319,0.18059808,0.56882566,0.13596188,0.050700109,0.019950079,0,0.10786935,0.019950079,0.2025893,0.020021636,0.2770521,0.025350055,0.061179519,3.9185264,0.052723832,0.027855746,0,0.00490384,0,0.052723832,0.012913178,0.010500028,0.12202749,0.16709489,0.048451018,0.058843292,0.74333209,0.50517446,0.38192457,0.04321,0.094294704,0.2066818,0.22091715,0.10575383
sawai madhopur,76975480,0.33707517,0.37842086,0.41107529,0.25234425,0.31629583,1.023661,0.12230182,0.02814582,0.14299393,0.096489079,0.16686249,0.61265159,0.17238361,0.076879725,0,0,0.13998035,0.067009218,0.20870924,0.085620798,0.25400114,0.038439862,0.094066955,10.03794,0.037958868,0.004914098,0,0.022265675,0,0.043179996,0.004860002,0.009720004,0.093110211,0.16060172,0,0.021958642,0.78586978,0.29323235,0.41425487,0.13972725,0.1561656,0.180463,0.16682144,0.24055274
dausa,84356464,0.23621042,0.30910054,0.2761974,0.13493897,0.30039859,0.77824616,0.11245386,0.097085267,0.10376796,0.059111308,0.2017709,0.76321465,0.22076882,0.074469268,0.069525033,0.053142838,0.21769877,0.12455943,0.13961649,0.096276335,0.32615975,0.028377494,0.090656869,2.9233685,0.065905467,0.005460732,0,0.005460732,0,0.065905467,0.048672229,0.019977508,0.1125344,0.19115792,0.071757823,0.011900902,0.81232899,0.65242749,0.38897535,0.032702107,0.081829488,0.067779452,0.14375579,0.19979386
jaipur,343359488,0.079880074,0.22601353,0.18087417,0.16458017,0.076556623,0.32582918,0,0.013798069,0,0.006899035,0.015580533,0.28769138,0.027341621,0.017882727,0,0,0.027341621,0.018227747,0.02947332,0.018227747,0.12177186,0.008941364,0.009113873,4.2253041,0.008573207,0,0,0,0,0.008573207,0,0,0.060901117,0.10254626,0,0,0.73874509,0.81695837,0.19410576,0,0.023139967,0.014050557,0.07475058,0.019782342
sikar,156174496,0.11045617,0.16523634,0.17658916,0.063610248,0.074035138,0.92818135,0.11729494,0.017463645,0.087746523,0.077157475,0.10539717,0.29356256,0.058109131,0.023999359,0,0,0.065118566,0,0.068274736,0.056218714,0.15643662,0.00945509,0.04044576,1.3017526,0.031621467,0.004365911,0,0,0,0.031621467,0.011505623,0,0.11083541,0.13135627,0.080534056,0,0.67885435,0.12700233,0.26009831,0.030403914,0.17285885,0.11914606,0.16807677,0.17759748
