district,total_weight_district,m_justify_beating_goes_out,m_justify_beating_neglect_kids,m_justify_beating_argues,m_justify_beating_refuses_sex,m_justify_beating_burns_food,m_num_control_issues,m_ever_humiliated_hp,m_ever_threatened_harm_hp,m_ever_insulted_hp,m_experienced_emotional_viol,m_pushed_shook_thrown,m_slapped,m_punched_hit_harmful,m_kicked_dragged,m_strangled_burnt,m_threatened_weapon,m_forced_unwanted_sex,m_forced_other_unwanted_sex,m_arm_twisted_hair_pulled,m_forced_unwanted_sexual_acts,m_experienced_less_severe_phys,m_experienced_severe_phys_sex,m_experienced_any_physical_viol,m_experienced_any_sexual_viol,m_injury_broken_bones_teeth,m_injury_deep_wounds_bleeding,m_injury_head_internal,m_injury_wounds_brokenbones,m_injury_severe_burns,m_experienced_any_listed_injury,m_respondent_physically_hurt,m_freq_hurt_hp_last12m,m_hp_drinks_alcohol,m_freq_hp_drunk,m_freq_hit_last12m_non_hp,m_hp_hurt_during_pregnancy,m_not_hurt_during_pregnancy,m_father_beat_mother,m_hp_jealous_other_men,m_hp_accuses_unfaithful,m_hp_limits_female_friends,m_hp_limits_family_contact,m_hp_insists_know_where_is,m_hp_no_trust_money
mahamaya nagar,69734912,0.29401571,0.29622918,0.31913248,0.27661002,0.40880361,0.85162169,0.22704262,0.1038211,0.14185266,0.13123514,0.17141365,0.44926253,0.11366644,0.06079926,0,0.027550261,0.060589205,0,0.13225794,0.04135114,0.21316674,0.023939788,0.029239787,2.6031206,0.068375982,0.011020104,0,0.01944812,0,0.068375982,0.012136288,0.017776117,0.099455118,0.12722524,0.095100313,0.009724054,0.7041412,0.45216405,0.19960164,0.10570598,0.21494725,0.26892132,0.46238637,0.42287755
mathura,118516704,0.21752857,0.22911116,0.20825253,0.049680803,0.24220374,1.8923053,0.27020344,0.16438307,0.16962808,0.18345729,0.35200274,0.92298096,0.25577906,0.18093632,0.065484211,0.026068434,0.16411079,0.10871966,0.28273568,0.090362638,0.43777242,0.096066616,0.10285468,7.3358727,0.12435321,0.024570495,0,0.03421057,0.004862606,0.12917632,0.053869758,0.089167729,0.17930707,0.27930027,0.092561029,0.03783552,0.83044511,0.50387084,0.37582862,0.10447913,0.39803347,0.35589167,0.23142079,0.42665148
agra,161459664,0.30855688,0.26760092,0.29738066,0.10827596,0.12823685,1.477846,0.26803181,0.29476449,0.26698205,0.18748561,0.29423067,0.63792902,0.31123638,0.19467069,0.074289285,0.075720206,0.19019604,0.12325325,0.3515231,0.10771996,0.3229335,0.085754529,0.12647781,4.7769198,0.09559954,0.018740414,0,0.01088143,0.013353026,0.10895256,0.025652735,0.046241637,0.27441463,0.43168849,0.085861102,0.026587395,0.71944952,0.24362125,0.23858833,0.098598324,0.3212184,0.28428715,0.21629529,0.4073146
firozabad,127260296,0.11477744,0.15369956,0.17027524,0.15357251,0.06712465,1.0820199,0.14180781,0.13493963,0.10621896,0.11737395,0.34843653,1.0306811,0.15193468,0.18151116,0,0.005984608,0.054391276,0.05378316,0.44964072,0.047283318,0.46207973,0.075482614,0.035710547,5.6495328,0.013950682,0,0,0.009070661,0.008770575,0.013950682,0.003890554,0,0.22499624,0.33311582,0.058601484,0.037779771,0.78814906,0.66325659,0.24870707,0.097456962,0.17576468,0.1368452,0.16298825,0.26025769
mainpuri,76919560,0.14825535,0.12568849,0.15052952,0.063669086,0.10182185,1.0114734,0.28091559,0.16492136,0.19800432,0.18529435,0.44154844,0.68672848,0.24367149,0.20651594,0.090228647,0.010268208,0.1203071,0.037543196,0.22643733,0.10198064,0.31366134,0.091252014,0.072021365,5.2224836,0.10083556,0.025003212,0,0.012518974,0.005134104,0.10083556,0.044483978,0.088967957,0.21321775,0.37090904,0.12794225,0.044501398,0.68168366,0.58325648,0.30654675,0.12021166,0.11531086,0.18735191,0.12228918,0.15976301
bareilly,191214432,0.14279453,0.12232573,0.13437538,0.09198115,0.10876072,1.0531316,0.2475803,0.24312025,0.25186536,0.13430555,0.37004316,0.96940297,0.29547614,0.20731276,0.17736357,0.17736357,0.14228664,0.14681749,0.37573063,0.16229844,0.40435266,0.092195146,0.058365826,4.239552,0.10160617,0.08188998,0,0.057736352,0.053205509,0.10160617,0,0,0.25710216,0.46817479,0.061599147,0.093839385,0.6252715,1.2989858,0.20530725,0.10018697,0.19241847,0.13820495,0.19744681,0.21956719
pilibhit,76942408,0.188787,0.12701961,0.13795424,0.1040488,0.14241202,0.88574475,0.19477929,0.11199504,0.16966949,0.12958634,0.35533056,0.59152222,0.17730452,0.16892187,0.095072292,0.006547274,0.072066307,0.1469312,0.24355568,0.11394781,0.2868214,0.10778099,0.080954209,4.8181996,0.11570591,0.036688544,0,0.017541731,0.006547274,0.12280822,0.065780982,0.11093491,0.19678107,0.31849405,0.063557148,0.006929079,0.77685708,0.88791806,0.24553819,0.091980956,0.13553253,0.10470191,0.14768556,0.16030563
shahjahanpur,129097784,0.071835607,0.059418518,0.10723355,0.089954153,0.11001062,1.2884039,0.20379224,0.13931414,0.17626429,0.13291469,0.43968123,0.83002067,0.21497908,0.24890874,0.035593886,0.025732495,0.15035869,0.069760673,0.35906303,0.12570521,0.36627036,0.11143629,0.0750053,3.4829729,0.062235165,0.026969317,0,0.015771564,0.005279169,0.07339932,0.016561074,0.011123397,0.24464089,0.42036843,0.056826994,0.044031609,0.72691149,0.93356341,0.26063055,0.066194922,0.25733957,0.16349711,0.23223698,0.30850473
kheri,171797264,0.36257794,0.3375856,0.34068435,0.37489355,0.29454941,1.4379698,0.089307234,0.081200436,0.074782416,0.090613134,0.28520149,0.50559336,0.19784045,0.10792541,0.013980444,0,0.07323397,0.027239643,0.24993366,0.027239643,0.29793954,0.053962704,0.036616985,1.9455731,0.03679679,0.011091014,0,0.006990222,0,0.03679679,0.023755226,0.041804828,0.11806365,0.22477092,0.047258481,0.011091014,0.8722806,0.6855576,0.34267253,0.11322048,0.25642028,0.21665497,0.26092041,0.24808116
sitapur,190566752,0.307201,0.23187923,0.20889306,0.11454309,0.16200677,1.723838,0.22520573,0.18472095,0.12923041,0.14776222,0.27542236,0.45514581,0.241962,0.20279296,0.060834251,0.08380989,0.059249334,0.063636802,0.22901353,0.06898319,0.24914673,0.1241191,0.043314323,10.380354,0.063291393,0.01415885,0,0.010361766,0.017712696,0.081004091,0.068610922,0.11082882,0.15177904,0.24454436,0.056993563,0.005316379,0.80551505,0.36094838,0.37252745,0.15529521,0.31908047,0.25644127,0.25101209,0.3694815
hardoi,187050656,0.20596559,0.19858626,0.32084531,0.36912936,0.19876057,1.333504,0.15156874,0.19807541,0.24486662,0.17209946,0.36061063,0.55959368,0.19243902,0.23838465,0.067806475,0.010246102,0.073903821,0.11240885,0.31281862,0.065959692,0.33254847,0.12998018,0.071703359,2.0329845,0.067902863,0.020486295,0,0.004993171,0.014619173,0.078152008,0.093136095,0.16191056,0.17272457,0.24453396,0.050215628,0.004865703,0.67130262,0.52464563,0.33896127,0.21156432,0.2152071,0.15847842,0.21749899,0.27569756
unnao,149648032,0.27246696,0.24625212,0.23667388,0.32374656,0.25029439,1.756812,0.15672946,0.23416129,0.2026578,0.15238552,0.25756335,0.49918181,0.26637793,0.18341148,0.1224529,0.017745472,0.065563157,0.07301975,0.15459701,0.11326423,0.29924974,0.11516923,0.083687901,8.1091032,0.089879513,0.043948464,0,0.050384156,0.036919877,0.11202721,0.086212382,0.10749635,0.14871164,0.18460602,0.060769346,0.043948464,0.63773727,0.450295,0.33717608,0.23159772,0.27959436,0.25368693,0.32607424,0.3286826
lucknow,202010208,0.14634514,0.1538199,0.30297345,0.17593411,0.16191487,0.96845585,0.1326333,0.096952111,0.123036,0.085149281,0.26670787,0.47086203,0.25383791,0.25320339,0.10585734,0.011077074,0.017022714,0.011077074,0.22385108,0.029062739,0.2345089,0.13507935,0.02047701,4.5455494,0.066616125,0.018628152,0,0.014531369,0.005538537,0.072561771,0.051689353,0.091894522,0.1501936,0.2106888,0.08900068,0.007804032,0.68072999,0.81438547,0.17741555,0.08693929,0.2878277,0.12006639,0.17027754,0.24805579
farrukhabad,85212400,0.2057558,0.21636306,0.3021841,0.24724613,0.070594788,1.5873914,0.38642329,0.30395803,0.35322127,0.21758242,0.76322562,1.0780863,0.30162925,0.34259045,0.18938285,0.1779791,0.32056934,0.2043051,0.57675415,0.19240402,0.49730152,0.15495013,0.17235459,7.0304699,0.18534562,0.07710053,0,0.07710053,0.054595154,0.18534562,0.087404929,0.11351776,0.23752069,0.42459857,0.22905371,0.12076178,0.6504184,0.75853938,0.36310261,0.18118389,0.25506967,0.21242599,0.30263233,0.27297691
kannauj,70360848,0.19935577,0.18512902,0.19612935,0.18543081,0.21605636,1.2927999,0.28066358,0.16353332,0.1125073,0.15650409,0.19351105,0.55468488,0.15514128,0.16554573,0.11533539,0.095335431,0.20624939,0.15983947,0.22656861,0.15676025,0.29642558,0.090433359,0.12176435,3.8403263,0.05962009,0.005026858,0,0,0,0.05962009,0.064183183,0.11387813,0.081585541,0.11252426,0.13631447,0.053221416,0.66329944,0.33540905,0.39481372,0.23145959,0.19239664,0.14183284,0.27284253,0.21494682
etawah,72432744,0.1441444,0.16687444,0.21403132,0.23733923,0.081413791,1.3612303,0.49952501,0.35062951,0.38352114,0.23296797,0.53677249,0.94614047,0.35609651,0.3983193,0.27199101,0.27199101,0.37072158,0.22702137,0.51819581,0.26594839,0.44433704,0.15826386,0.17250142,3.5192122,0.1403885,0.098168917,0,0.098009415,0.075972177,0.1451875,0.040468864,0.041495737,0.32443342,0.55431366,0.11597572,0.045542814,0.66008288,0.65978938,0.28503904,0.076039366,0.25680757,0.24409397,0.24167109,0.25757915
auraiya,51997048,0.13741408,0.19541015,0.16633384,0.076858304,0.11012152,1.1202664,0.23212714,0.18126571,0.088384077,0.13702998,0.26104468,0.42617527,0.16257717,0.1505999,0.10340716,0.019334905,0.090792,0.11306332,0.29758376,0.11269566,0.21360588,0.076910444,0.06180995,9.6623402,0.027831657,0.014955888,0,0.014955888,0.021848472,0.049680129,0.048604317,0.097208634,0.14477313,0.28954625,0.014067991,0.042096447,0.67806458,0.34243041,0.18817666,0.07996887,0.17499068,0.22302586,0.22129518,0.2328092
kanpur dehat,73891632,0.31396782,0.40554729,0.46222797,0.27880618,0.36067769,1.3743387,0.20576961,0.10234657,0.1130556,0.15523975,0.26554963,0.55100912,0.15651074,0.15712753,0.012139481,0.011559252,0.033064257,0.039499898,0.24861421,0.03645758,0.29161054,0.078563765,0.03011605,3.1362784,0.058054097,0.023385543,0,0.007476287,0,0.065530382,0.045962673,0.091925345,0.17166002,0.28220013,0.10179356,0.026523504,0.65517247,1.3779824,0.30560651,0.12940912,0.27471668,0.20193508,0.19852774,0.26414368
kanpur nagar,187435600,0.23998137,0.26771885,0.26010484,0.11974797,0.17448659,1.4506097,0.11101259,0.13945594,0.10004435,0.12011876,0.18713017,0.45211658,0.15376525,0.14735772,0.027438655,0,0.046807803,0.06714306,0.20099013,0.068336576,0.25884828,0.078557119,0.054426804,2.1251426,0.058777548,0.022560405,0,0.016311117,0.0112802,0.063808464,0.016330702,0.032661404,0.14152221,0.23515157,0.041677367,0.011160857,0.75762916,1.1514131,0.4427492,0.073530883,0.27195394,0.15928887,0.20988823,0.29319856
jalaun,76690952,0.32511213,0.34970662,0.3832362,0.22351651,0.2090176,1.3888994,0.1435294,0.042931844,0.025271455,0.11590821,0.23824593,0.46570301,0.018741351,0.039885409,0,0.012705592,0,0.026239432,0.25392947,0.021144059,0.2626977,0.026295502,0.015667403,1.6234243,0.025829397,0.01540359,0,0.004831561,0,0.030660957,0,0,0.07216306,0.097991824,0.056620657,0.016036129,0.80830395,0.29771438,0.37493834,0.11325905,0.24410504,0.17213099,0.22857885,0.29504508
jhansi,101325848,0.15556234,0.14861687,0.15666729,0.059906315,0.09166123,1.5038548,0.14115418,0.093171239,0.084507518,0.11665792,0.10927657,0.41838533,0.19582674,0.16280809,0.067811504,0.009033924,0.03354536,0.046069045,0.17389652,0.03354536,0.23121899,0.092559703,0.025464203,2.9918516,0.04903274,0.004516962,0,0.004516962,0.004516962,0.04903274,0.071076408,0.09046644,0.088047594,0.15768561,0.091965377,0.013147021,0.70067674,0.54879987,0.35268927,0.17552447,0.17606501,0.24765317,0.23033984,0.32158294
lalitpur,69822824,0.2315883,0.2693705,0.30724669,0.15272287,0.18565033,1.0618023,0.11135706,0.06588655,0.050382696,0.087390102,0.25482285,0.61544919,0.19920754,0.090704523,0.031679098,0.014482629,0.049237926,0.040166549,0.21872263,0.057863686,0.31271961,0.045352262,0.050177217,2.5176287,0.036958888,0.013027058,0,0.011307105,0,0.036958888,0.010783938,0.007085247,0.10239656,0.17487636,0.10869129,0.016635377,0.75477713,0.58001274,0.32541978,0.08473672,0.13877064,0.11000808,0.16811049,0.23475648
hamirpur,57500500,0.11606175,0.16239223,0.22022316,0.097393312,0.15045378,1.4048526,0.098315716,0.11425229,0.14147818,0.10348804,0.15925729,0.57284641,0.14841862,0.12904625,0.062154103,0.060258571,0.066367768,0.065174684,0.20239829,0.066585787,0.27076739,0.069500126,0.045372337,11.521205,0,0.017865602,0,0,0,0.017865602,0.01132538,0.02265076,0.072660796,0.11467022,0.17735554,0,0.76089841,0.86130702,0.28579697,0.11417791,0.36484298,0.19382262,0.27697891,0.45029369
mahoba,43871784,0.16905734,0.16180888,0.20290264,0.10476784,0.11962901,1.2661531,0.07036306,0.043330312,0.073188178,0.079300538,0.19669041,0.50817037,0.19010548,0.13826053,0.034149855,0.048465181,0.034950279,0.040036757,0.20573042,0.025322039,0.26953834,0.069130264,0.024450134,5.145092,0.038038071,0,0,0.013990724,0.005577434,0.042852189,0.026327355,0.05265471,0.10529914,0.15333933,0.056741711,0.005776811,0.82111073,0.26015633,0.31336203,0.087484978,0.21830584,0.2004295,0.19507529,0.25149545
banda,80367992,0.17939687,0.2608017,0.22843868,0.17585286,0.16372059,1.2958182,0.12344029,0.14128527,0.12589185,0.12520127,0.21708192,0.44190612,0.20807756,0.18321578,0.070917502,0.06012192,0.066119693,0.10090005,0.12971467,0.073956855,0.27581745,0.11386862,0.067331865,7.0934644,0.032653783,0.005171897,0,0.016596233,0.005442826,0.049520947,0.079929881,0.13268191,0.055258766,0.093079157,0.032620687,0.035920605,0.68350154,0.90452886,0.34179348,0.11406769,0.19532253,0.19025953,0.25273916,0.20163585
chitrakoot,37612132,0.28908038,0.2851921,0.30803627,0.30038771,0.23692387,1.3214743,0.056129787,0.068307348,0.043742456,0.068809099,0.14459649,0.22867624,0.10428962,0.011193037,0,0,0.026903553,0.029781295,0.19303589,0.007855258,0.1908644,0.005596519,0.028342424,1.1324226,0.042029604,0,0,0,0,0.042029604,0.007244657,0.007244657,0.081662163,0.11586642,0.088428438,0.030163432,0.78113842,1.5924939,0.33229181,0.11605877,0.21094093,0.13075432,0.26690197,0.26452658
fatehpur,103635184,0.189432,0.22490586,0.21374884,0.12527078,0.18839255,1.575246,0.20617397,0.13227263,0.22620846,0.17400333,0.27545816,0.56753117,0.30709752,0.32013482,0.11275416,0.065702587,0.12283371,0.12365443,0.37927049,0.11131544,0.31154725,0.15939063,0.087118804,4.8506241,0.11608515,0.02597722,0,0.005423843,0,0.13409491,0.075791761,0.12922077,0.14131255,0.23440526,0.033811085,0.024739185,0.74916589,0.88358152,0.37124941,0.19127898,0.34833705,0.22391376,0.29265279,0.33294785
pratapgarh,171209152,0.16076979,0.22055319,0.17737141,0.058362778,0.21105236,1.1042693,0.14078906,0.095623106,0.086327583,0.094509393,0.16308647,0.33429238,0.1407281,0.17341849,0.031687781,0.009739713,0.065183043,0,0.14155129,0.025303554,0.18301412,0.093078434,0.040881209,4.6378222,0.015659373,0,0,0,0,0.015659373,0.008289686,0.008289686,0.11803855,0.16834839,0.067026146,0,0.71860588,0.53172684,0.24728379,0.075810134,0.20556162,0.20878914,0.18819402,0.17863061
kaushambi,56391852,0.19515252,0.19154304,0.2454543,0.082959607,0.21167447,0.84497631,0.082102001,0.077912994,0.089336008,0.052474018,0.20523928,0.47819617,0.16363207,0.12414178,0.054377858,0.040336821,0.040336821,0.046891935,0.16527227,0.040336821,0.2232018,0.065348446,0.026589302,4.398808,0.04531426,0.017709685,0,0.006286671,0,0.04531426,0.018081637,0.036163274,0.085339636,0.14522731,0.097475074,0.006286671,0.74284023,0.27309427,0.17597333,0.047416337,0.131733,0.07323432,0.14635466,0.27026471
allahabad,236339872,0.19884828,0.29904661,0.32628581,0.15513447,0.22234851,0.98687685,0.13562648,0.016507203,0.046714436,0.085226074,0.20655461,0.39969254,0.15037197,0.072019167,0.004884923,0,0.023511048,0,0.22048146,0.036220212,0.20593911,0.035316609,0.018110106,2.32271,0.027269339,0,0,0.018110106,0,0.027269339,0.026245439,0.052490879,0.14218764,0.26656902,0.064801008,0.011755524,0.74343628,0.49643043,0.36081779,0.039743144,0.11720584,0.099935785,0.19945033,0.16972402
bara banki,145003312,0.63481104,0.55990899,0.63228792,0.42177087,0.37808859,1.6128007,0.15684339,0.092270553,0.016257146,0.11150806,0.29312652,0.67148888,0.27757618,0.2827248,0.073925741,0.005141083,0.14575131,0.11479713,0.16666116,0.14249299,0.35101366,0.14401793,0.12815073,9.2190084,0.095110849,0.021265984,0,0.015865568,0.01970748,0.1112504,0.028335746,0.039681405,0.13324286,0.21234417,0.12907781,0.022903685,0.67409664,0.76302201,0.44221643,0.10806748,0.25373164,0.25459743,0.27991718,0.3801606
faizabad,129442672,0.1771623,0.28069082,0.17851619,0.079811998,0.16798581,0.99989545,0.084564187,0.014807165,0.032658119,0.068503007,0.050320886,0.23904426,0.023224838,0.064967699,0,0.014745933,0.058526859,0.009201742,0.091012597,0.033442412,0.14624293,0.030026196,0.031553142,7.2660913,0.004915311,0,0,0,0,0.004915311,0.004915311,0.009830622,0.055163193,0.090845913,0.094294831,0.004915311,0.7409538,0.55231321,0.25540218,0.088115163,0.19444367,0.16161366,0.12678994,0.17353082
ambedkar nagar,102394208,0.1441205,0.24229842,0.3148106,0.12030708,0.098481566,0.89286065,0.018231852,0.059970658,0.070991457,0.063751221,0.081987053,0.27212548,0.068980731,0.058639243,0,0,0.03754523,0.011383456,0.12623762,0.022766912,0.14226395,0.035432257,0.018772615,2.582268,0.022809893,0.005567834,0,0,0,0.022809893,0,0,0.10953164,0.18673731,0.039315037,0,0.69314802,0.42972434,0.26935613,0.043570414,0.10583692,0.11250551,0.21541028,0.14618142
bahraich,131993648,0.36580974,0.51908427,0.6525209,0.19860119,0.38339141,1.952003,0.16092846,0.12356228,0.092285678,0.14583893,0.079048537,0.48051906,0.16682604,0.091426641,0.028229995,0,0.064514063,0.096903034,0.14678274,0.071206197,0.25220031,0.049155366,0.058178574,2.4949765,0.035875112,0,0,0.00783071,0,0.035875112,0.049830232,0.099660464,0.096955568,0.19391114,0.18555026,0.020999087,0.76551908,0.94327652,0.45361802,0.1190252,0.35926232,0.25085616,0.34896532,0.42027599
shrawasti,48940368,0.3572,0.47420689,0.49800026,0.25750214,0.33689323,1.4304986,0.17029925,0.087421164,0.068420187,0.12064127,0.16767259,0.56713825,0.072676755,0.095269367,0,0,0.065423988,0,0.19627063,0.029104481,0.27616578,0.043154683,0.038637061,2.3104272,0.058292266,0.01569888,0,0,0,0.065285169,0.011747235,0.023494469,0.06094848,0.11062933,0.02338266,0.017758265,0.76854283,0.34851712,0.34488708,0.11866204,0.22319509,0.18739411,0.28024948,0.27611074
balrampur,85415224,0.45813444,0.37069362,0.42094177,0.1427283,0.27221516,1.6984138,0.11169892,0.11248794,0.13984576,0.11963104,0.16545035,0.44094491,0.1707968,0.13729094,0.025802027,0.007044107,0.073229507,0.032777645,0.18555194,0.073229507,0.26784542,0.065643825,0.042752471,2.885216,0.048157223,0.005483999,0,0,0,0.048157223,0.02305205,0.0461041,0.13412009,0.24801044,0.11285705,0.005185364,0.77725422,0.79534018,0.38886228,0.057596315,0.31462574,0.24487907,0.34173033,0.43497548
gonda,129405408,0.26921749,0.42637432,0.37930992,0.18089736,0.30844453,1.2039865,0.06509079,0.058252018,0.11930884,0.086749785,0.12631814,0.44133735,0.1020593,0.055145308,0.010200038,0,0.020403165,0.010200038,0.10963904,0.020880518,0.2302302,0.030105449,0.015541824,4.2574968,0.025685936,0.005100019,0,0,0.005100019,0.025685936,0.00571276,0.00571276,0.092653833,0.15357131,0.079081699,0.035315666,0.66570938,0.34844589,0.32629189,0.098763831,0.22759333,0.15287979,0.18982251,0.20863521
siddharthnagar,114022952,0.28310257,0.21851754,0.37430352,0.16147833,0.19710927,1.1794472,0.068084449,0.12743612,0.057136364,0.087149702,0.10115214,0.33857352,0.13799146,0.081938498,0.004677032,0,0.048810452,0.023113653,0.090309426,0.040102601,0.20109916,0.043307763,0.04082644,1.4915379,0.004677032,0.009218311,0,0,0,0.013895343,0.004333259,0.008666518,0.047209609,0.094419219,0.11512532,0.040858749,0.62636429,0.47609997,0.33262381,0.12718296,0.1047877,0.097203799,0.25849375,0.25915512
basti,118312448,0.23828438,0.28595644,0.21950245,0.044572655,0.15516497,1.2036256,0.082163706,0.034095414,0.016648663,0.051450487,0.19713169,0.38629633,0.12307682,0.085134946,0.007695724,0.003847862,0.019782957,0.003847862,0.14370017,0.003847862,0.20665318,0.042207282,0.011815409,1.9972116,0.044828691,0.003847862,0,0.003847862,0.003847862,0.044828691,0.013191917,0.026383834,0.13384208,0.21553157,0.12117279,0.004088606,0.67686605,0.5263775,0.32448578,0.070559978,0.13044946,0.19040228,0.28242826,0.20529979
sant kabir nagar,70493792,0.35255623,0.45220798,0.42736205,0.25415707,0.35269096,1.2844101,0.061912645,0.059634089,0.073765062,0.061113324,0.11077641,0.45894811,0.20435314,0.1399745,0.01506039,0,0.010980031,0,0.21603206,0.009597668,0.2500965,0.075007387,0.010288849,1.9915744,0.026959509,0,0,0,0,0.026959509,0.009671305,0.019342611,0.12628472,0.20609437,0.065003082,0.015184131,0.76917338,0.25761083,0.24046883,0.080704868,0.27887005,0.154672,0.20856437,0.32112995
mahrajganj,107177376,0.23806383,0.17463976,0.21726188,0.058014456,0.15990531,1.0497924,0.079559512,0.037567034,0.03582311,0.045946889,0.12302928,0.41192916,0.085012831,0.054986548,0,0,0.033443123,0.010406506,0.18566857,0.016806616,0.19759032,0.027493274,0.016721562,2.3228922,0.015567753,0.010364501,0,0.005161248,0,0.015567753,0.011396136,0.022792272,0.16907139,0.31516907,0.02378043,0,0.81608588,0.15131859,0.29540649,0.027296852,0.13864888,0.14952223,0.28215316,0.15676476
gorakhpur,187671104,0.16631626,0.24433206,0.27188674,0.19809566,0.14321788,1.2096276,0.062690683,0.055497766,0.058860205,0.06155869,0.24442714,0.44774589,0.17202426,0.12127879,0.03029599,0,0.094568186,0.068953186,0.13915631,0.045227256,0.2305896,0.063103825,0.051449716,2.4250529,0.035224918,0.020149164,0,0.020149164,0,0.035224918,0.004928926,0.009857852,0.23705177,0.43032774,0.19308108,0.015075752,0.79274422,0.55825728,0.24927625,0.10030937,0.1491292,0.19114286,0.27094793,0.28284481
kushinagar,145928512,0.1318129,0.20179653,0.21316959,0.083268829,0.12703115,0.87812936,0.068707228,0.082342207,0.070610598,0.065247811,0.16035706,0.48251122,0.10893552,0.14093252,0.035421021,0.014669642,0.074178927,0.046666637,0.18310222,0.051894203,0.21411131,0.06559325,0.037072591,1.1200066,0.043055493,0.013928704,0,0.025324099,0,0.049258024,0.022597058,0.02711647,0.14088278,0.21447039,0.036879044,0.051528465,0.718234,0.42270303,0.25383547,0.057685398,0.13348797,0.10780613,0.18948902,0.13582534
deoria,152662384,0.15066235,0.21512209,0.15560003,0.084272102,0.10333806,0.70810187,0.049170744,0.077969991,0.014157954,0.061692949,0.10205092,0.25541276,0.004898515,0.035056397,0.004898515,0,0.024421701,0.024421701,0.16232353,0.017158287,0.1520856,0.019977456,0.020789994,0.86423969,0.047494423,0.004898515,0,0.004898515,0.004898515,0.047494423,0.010215863,0.015533211,0.065157764,0.10630562,0.018100712,0,0.57300043,0.28748342,0.34302929,0.16634576,0.28000477,0.17603968,0.23873769,0.18809462
azamgarh,174607040,0.29806092,0.26207185,0.3118459,0.032608904,0.15468228,1.0514258,0.05085361,0.03516921,0.006981929,0.03602948,0.14819516,0.43702,0.087677166,0.07625328,0.006981929,0,0.052440774,0.059422702,0.21680333,0.02506049,0.21629472,0.041617606,0.029711351,7.17835,0.013247925,0,0,0.006265996,0,0.013247925,0.041983441,0.083966881,0.22023086,0.38457432,0,0,0.75252753,0.28391686,0.20162098,0.037645493,0.18220297,0.15540594,0.23796122,0.23658922
mau,89053400,0.29883128,0.45507774,0.32275888,0.049141075,0.21125181,1.2615595,0.095679522,0.10419604,0.074185111,0.093070202,0.20379704,0.47463715,0.16298166,0.048145484,0.018759755,0,0.056759831,0.033459216,0.12090236,0.038000077,0.26390159,0.03026301,0.033279549,4.4562469,0.049562048,0.009832741,0,0,0,0.049562048,0.028772354,0.052742567,0.090801239,0.15297335,0.067486361,0.004899633,0.66500372,0.68734926,0.38753197,0.06938117,0.13955545,0.11724414,0.32592306,0.22192369
ballia,108318624,0.32034534,0.34161094,0.3425552,0.30482507,0.29518175,1.3857307,0.055407573,0.012828819,0.025657637,0.031624127,0.13268813,0.4177691,0.12625872,0.12434696,0.019243227,0,0.012828819,0.012828819,0.15668228,0.025657637,0.20762026,0.056411564,0.012828819,3.7989652,0.012793221,0,0,0,0,0.012793221,0.006414409,0.012828819,0.066555738,0.13311148,0.02482284,0.006414409,0.584993,0.14630903,0.33812627,0.098460332,0.24836989,0.18599761,0.25715533,0.25762141
jaunpur,222088000,0.085331559,0.11451808,0.14337777,0.032183971,0.054668583,1.2537718,0.050420951,0.093181521,0.057829116,0.070238285,0.097745359,0.24940608,0.090392806,0.054499857,0.041970272,0.008626931,0.017419932,0.008626931,0.18687309,0.055477325,0.17170778,0.030882029,0.026857074,1.4526491,0.040289059,0,0,0,0,0.040289059,0.029060634,0.045872923,0.1501461,0.26413006,0.03517811,0.025577411,0.78529811,0.35924369,0.33825541,0.071747556,0.14699198,0.17267974,0.29517001,0.22892717
ghazipur,160385680,0.29916951,0.29003802,0.28516296,0.14694294,0.19321118,1.5047426,0.10398883,0.048137341,0.097823858,0.076063089,0.28246593,0.65753967,0.16099833,0.1849288,0.010035684,0,0.038101654,0.025833927,0.31462863,0.0300919,0.31310511,0.097824685,0.027962914,9.8540649,0.075696178,0.011151706,0,0.019050827,0,0.086847886,0.036725599,0.073451199,0.088240743,0.11972619,0.077486634,0,0.72765452,0.16436127,0.33053905,0.1315138,0.22849244,0.24278985,0.27522627,0.29618117
chandauli,97848904,0.19265027,0.17380516,0.29083934,0.10798315,0.13246773,1.0738381,0.10984258,0.083043814,0.14135133,0.092096068,0.24634813,0.47528937,0.094886899,0.12163131,0.037488166,0.004681197,0.028626667,0.028626667,0.2409915,0.068787053,0.21631674,0.056673329,0.030570205,4.2586083,0.049682844,0.014215234,0,0.009247002,0,0.049682844,0.012680724,0.020680252,0.13620912,0.23382226,0.016594851,0.013928199,0.74859631,0.18238235,0.33030209,0.057500809,0.11544352,0.066132084,0.26022339,0.24423626
varanasi,165066768,0.22195061,0.26051679,0.37606996,0.12942545,0.18070176,1.0976002,0.095665082,0.096560679,0.15317237,0.090183377,0.22209926,0.65728605,0.16561377,0.093397759,0.016343944,0.006995351,0.038554218,0.042777926,0.37317467,0.027981393,0.33857965,0.051373176,0.024886638,8.6290178,0.055326317,0.047243755,0,0.003497676,0,0.074565373,0.04912591,0.09825182,0.19058672,0.27739289,0.1085292,0,0.70906276,0.49772549,0.41590559,0.027219404,0.13098598,0.10959727,0.29194301,0.26477966
