district,lfpr_percent,state,digital_gender_gap,f_mean_age,f_mean_education,f_mean_yrs_edu,f_pct_literate,f_pct_sc,f_pct_st,f_pct_general,f_pct_obc,f_mean_wealth_scr,f_mean_wealth_idx,f_pct_urban,f_pct_rural,f_mean_hh_size,f_pct_married,f_pct_divorced,f_pct_has_mobile,f_pct_ever_breastfed_c1,f_n_respondents,m_mean_age,m_mean_yrs_edu,m_literacy_rate,m_urban_share,m_pct_sc,m_pct_st,m_pct_obc,m_pct_general,m_mean_wealth_idx,m_mean_hh_size,m_pct_married,m_pct_owns_mobile,m_pct_uses_internet,m_pct_currently_working,m_n_respondents
baran,12.0,rajasthan,49.741676,29.520918,1.2714603,5.82411,64.656639,23.874098,19.216377,7.6506166,49.096256,43059.45239,2.8627846,19.892076,80.107925,5.9344459,72.385025,3.5821285,38.404411,29.527294,828.4089839,30.284269,8.6163607,83.265022,22.151014,20.1124,29.730562,39.833923,10.323114,-16604.254,6.1114159,60.117443,88.146088,0.0,75.305687,64.14447752
barddhaman,15.2716589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bareilly,5.882352829,uttar pradesh,51.490646,28.357943,1.0632708,4.9880095,55.986191,12.419387,1.6008873,21.254684,64.434158,393015.3743,3.3632636,41.7887,58.211304,6.0302062,62.546791,3.3101447,36.839371,33.456715,2626.804766,31.894888,8.4326868,63.995243,45.426792,14.167603,0.0,74.037682,11.794715,377361.69,5.154213,59.656776,88.330017,0.0,78.785805,165.5997174
bargarh,32.35294342,odisha,51.91996,30.905039,1.593812,7.4321418,82.40625,26.365057,23.064442,4.3398862,46.113544,-388138.2283,2.2442412,8.8030739,91.196922,4.7818475,70.516975,5.0742774,36.97467,12.553766,856.2470332,33.05941,8.4128284,89.528366,11.081625,20.770494,24.697989,51.705528,2.8259904,-470058.91,4.7174754,58.648579,88.89463,0.0,84.181046,61.91344148
barmer,17.91907501,rajasthan,33.195389,28.62145,1.2563765,5.7815509,69.814308,27.706007,8.2542992,15.087661,48.952034,51361.21586,2.8476844,7.4638577,92.53614,6.3593197,68.456535,1.4192706,57.493103,29.111961,1852.193105,30.581978,8.7152014,91.928391,6.3972702,17.754002,5.0498095,61.932873,14.878222,169497.09,5.9518981,65.298744,90.688492,0.0,65.947083,120.7273174
barnala,24.73684311,punjab,23.767845,31.526484,1.718486,8.6454525,81.743073,43.598747,1.0090994,44.302959,9.6073332,1134549.477,4.4080806,34.65395,65.346054,5.6758952,73.398575,2.4139936,69.470726,36.698734,338.489619,32.266712,9.0642977,83.63102,38.420254,33.502422,0.0,12.707317,46.079014,1275987.1,5.5770268,57.729912,93.238571,0.0,77.221855,30.58706684
barpeta,7.307692528,assam,36.898365,30.220381,1.542289,7.1157603,78.735062,26.302361,15.202888,37.074329,21.420422,-539584.9585,2.0158205,10.286944,89.713058,5.2041988,75.038406,4.3507771,50.431866,12.950079,1056.700057,32.315262,7.3917532,78.361473,12.879305,29.976284,0.0,5.3868628,64.636856,-515976.5,4.7230916,65.504837,87.330231,0.0,80.845802,222.2206836
barwani,38.51851654,madhya pradesh,65.838768,29.546373,1.0272088,4.7269258,54.037857,13.856414,61.857956,2.3618271,21.615631,-357684.8015,2.3676932,18.549124,81.450882,6.097528,74.312958,3.8749027,22.557341,34.786388,794.8378209,31.299383,5.754415,59.058018,18.180925,6.9006228,65.868736,20.994263,4.7666507,-401659.16,6.01162,73.061546,88.396111,0.0,85.79361,51.42269155
bastar,57.26496124,chhattisgarh,35.498589,29.75622,1.1314161,5.3932943,58.723919,15.802416,64.192734,3.3158507,16.594568,-721059.3143,1.955862,17.849598,82.150398,4.9909821,67.394272,5.2458777,41.271774,23.323587,503.8072452,32.003902,7.5585713,74.391434,18.435057,11.24526,62.920147,19.323925,6.5106697,-753788.06,4.4346762,64.712318,76.770363,0.0,56.716282,31.76941688
basti,7.26744175,uttar pradesh,36.713074,28.917805,1.4072829,7.0187235,67.888245,26.060694,1.6350183,18.483082,53.821205,-145379.9319,2.5528598,5.838325,94.161674,6.1452184,66.099937,2.6400814,54.542381,19.418791,1454.902394,31.369312,8.8606462,81.531052,11.294394,24.680485,3.1321168,55.477352,16.710047,14122.616,5.9115629,59.848076,91.255455,0.0,74.315445,71.16535345
bathinda,9.774435997,punjab,52.923466,31.193872,1.5642892,7.6480408,76.26857,55.193596,0.61144626,36.482635,6.9260516,1015922.581,4.2070994,37.422935,62.577068,5.7357173,73.562714,2.2413929,39.854465,37.939137,844.6422815,30.627443,7.2439284,75.407066,45.938377,60.599838,0.0,10.419574,28.980585,962795.88,5.6627316,53.951805,92.777931,0.0,79.668724,76.98986837
baudh,30.55555534,odisha,48.858463,30.871981,1.4050794,6.4388723,75.854393,22.532671,16.407469,6.1768217,54.774921,-509458.7703,2.1479576,5.339148,94.660858,4.7650819,73.164635,3.9772716,34.514324,19.329706,276.8122492,32.691242,7.7776294,87.436783,7.6434031,21.940058,25.477755,45.310314,7.2718711,-394409.53,4.5243564,68.869919,83.372787,0.0,86.149681,17.53358983
begusarai,4.444444656,bihar,38.866314,28.501648,1.3271625,6.2913671,67.094063,24.357203,0.59019357,23.55518,51.497425,-457538.1395,2.1262445,32.242237,67.757759,6.3917608,73.405418,3.883105,47.988987,30.087286,2139.501081,28.840219,7.4090104,77.505531,36.539345,23.194017,3.276521,40.598808,32.930653,-534521.56,6.6875072,52.492023,86.855301,0.0,60.923851,498.0956464
belgaum,26.34408569,karnataka,39.708847,30.879292,1.6192873,7.71767,79.52684,25.676649,5.1633244,6.107038,62.159252,223313.5827,3.1077561,27.213795,72.786209,6.1521668,72.050468,6.8851428,55.043823,32.153149,3108.533707,33.331348,9.7093906,88.428261,21.782906,16.495317,3.9508779,69.525093,10.028714,405943.41,5.7035151,60.029106,94.75267,0.0,72.6549,748.0093491
bellary,25.51440239,karnataka,51.482262,30.713648,1.4027644,6.7205291,69.567902,29.090366,17.24021,7.3718777,46.297546,229652.9854,3.0726843,42.452862,57.547134,5.6272783,66.793503,8.376893,37.185921,33.646931,1551.735347,31.673067,7.1499233,77.267426,35.136971,26.246429,20.995995,50.863533,1.8940428,-64813.355,5.3910465,63.055862,88.668182,0.0,86.885658,333.4518131
bemetara,41.57303238,chhattisgarh,62.492493,29.569021,1.4366014,6.7857037,75.444855,22.013742,7.64007,2.4667079,67.879478,-19319.07942,2.7316067,10.863862,89.136139,5.722662,68.302986,4.0579958,24.949631,16.282972,544.6048742,31.415693,7.7303152,68.10463,9.3497086,35.775883,1.8402938,59.812164,2.5716577,-56817.441,5.0522304,68.07653,87.442123,0.0,78.840981,31.91311103
betul,22.80701637,madhya pradesh,41.932995,29.95393,1.6834058,8.0014067,80.592819,11.865323,42.554569,6.4285011,39.053143,-313027.9008,2.4146037,19.788887,80.211113,5.6062741,68.365852,2.5791059,41.531406,33.386959,918.4181425,32.619602,8.8635206,83.936234,24.389084,10.10288,34.229431,50.285179,5.382514,-195370.22,5.4882989,63.387257,83.464401,0.0,78.461563,62.99578965
bhadradri kothagudem,,telangana,40.468357,32.481735,1.4245265,6.8896923,69.265327,17.354342,31.541248,7.3755355,43.308212,337281.7065,3.2554524,31.255188,68.744812,4.0490699,71.958931,10.626845,52.73682,39.033375,675.1543795,34.406395,8.3417654,78.700768,28.399593,11.149296,25.250582,58.81213,4.787993,323431.44,3.957629,65.913048,93.205177,0.0,80.899582,135.0737175
bhadrak,10.69958878,odisha,22.235027,30.648693,1.708162,7.896091,88.330299,33.128883,2.4637568,32.55954,31.745159,-453830.8972,2.1391535,14.482887,85.517113,5.0068111,72.709999,3.0286801,62.684559,16.134115,830.8014688,34.563354,7.339036,75.272949,20.513483,29.325094,6.0380478,31.303581,30.170897,-463154.88,5.0829673,66.990288,84.919586,0.0,74.566635,47.17554238
bhagalpur,5.907173157,bihar,30.46344,28.386517,1.3824505,6.5480146,67.529419,22.445042,3.6776364,21.174963,51.80257,-171063.928,2.5682108,31.292498,68.707504,6.4392705,74.401978,2.5372603,62.128799,28.291044,2095.441358,28.99412,9.5743303,81.123482,46.850224,19.821505,0.84099078,42.098328,36.766869,123604.92,6.5113673,49.695976,92.592239,0.0,57.290089,518.6582218
bhandara,,maharashtra,48.264965,32.099941,1.9162766,9.3875008,92.411331,21.641844,18.8939,5.6582623,53.805996,277935.5312,3.1576405,18.004276,81.995728,4.601047,72.455444,7.2091498,43.56599,42.769699,676.3096984,33.972561,9.8477678,90.733681,18.856993,10.592614,24.593472,52.674366,12.139552,347030.75,4.6009884,63.932514,91.830956,0.0,84.134064,172.3089233
bharatpur,29.3103447,rajasthan,49.765396,28.373245,1.3471276,6.3715844,67.407448,27.095413,3.063849,16.955912,51.831291,47509.50913,2.8224723,19.291481,80.708519,6.5607777,69.699234,2.4261446,39.000763,31.421143,1385.532316,30.334703,9.4776754,91.660561,24.088734,20.901443,3.0035508,57.933128,18.161879,32817.477,6.2319374,61.490887,88.766159,0.0,54.15303,84.84058443
bharuch,22.11538315,gujarat,45.316906,31.000574,1.5946203,7.2482548,81.107735,15.826352,33.271721,22.026344,27.421453,328907.8894,3.2785978,32.921795,67.078209,5.6632633,72.216431,5.7832475,41.867596,53.217155,876.5704255,31.773453,7.6184058,79.266769,33.492653,18.954477,32.10434,23.107607,25.069221,40777.043,5.0744495,57.565002,87.184502,0.0,78.102974,186.9168724
bhavnagar,20.12195206,gujarat,59.167225,30.322536,1.5330423,6.7769442,77.829346,21.105972,2.4901114,22.859087,51.085793,531059.7249,3.5330172,42.192886,57.807114,5.96453,68.489136,2.5488963,37.253124,46.957977,1210.992866,32.334564,7.8308945,81.088478,43.067284,10.239194,2.9469018,57.862556,21.40122,360940.97,5.2226362,64.003387,96.420349,0.0,76.633423,282.2403371
bhilwara,32.99747849,rajasthan,35.759644,29.930475,1.1869687,5.5173106,60.687592,20.208605,6.5531244,16.592007,56.646263,201217.5759,3.0227916,19.061146,80.93885,6.2816596,74.49894,4.4127402,54.544479,34.651894,952.1171846,31.247332,8.5890617,83.443924,17.725378,21.147913,9.6590223,44.214149,24.978914,257089.72,5.7841525,66.328835,90.304123,0.0,75.931847,58.67390259
bhind,8.016877174,madhya pradesh,43.147804,29.276733,1.5582767,7.2694654,77.263519,25.118362,0.9423759,33.884735,39.276093,133513.8549,2.9393291,25.665245,74.334755,6.2264981,72.908958,2.6804707,41.826248,27.009693,817.7545182,31.142857,8.762495,81.897148,28.375891,25.413498,0.90052795,33.272511,40.413464,221823.36,6.1061344,52.642559,84.974052,0.0,66.852821,64.67208952
bhiwani,22.19512177,haryana,46.735588,30.601988,1.7187154,8.4413834,82.005852,35.773167,0.61983615,38.581734,25.025263,800938.6375,3.9644008,25.399265,74.600739,5.7505364,71.880905,4.7246904,39.214157,26.959148,677.7392427,30.18988,9.9772396,88.161949,25.119076,35.334236,1.4642928,21.685827,41.515644,624148.25,5.8272314,56.965523,85.949745,0.0,66.901329,48.9276475
bhojpur,10.0,bihar,39.063881,28.870163,1.3546588,6.4826889,68.268394,17.523987,4.6068101,21.377472,56.491726,-121519.9276,2.5989749,27.537495,72.462502,6.4143076,71.834068,2.54932,49.323143,27.231773,1713.350014,28.899263,8.9925308,81.602318,35.169987,17.801441,1.1799355,56.610836,24.407787,85439.383,6.6849155,50.817764,88.387024,0.0,74.421692,387.3176174
bhopal,17.06730652,madhya pradesh,31.590794,30.213659,1.7546782,8.6026535,84.050301,18.88044,3.7920258,21.539206,55.287796,794350.4795,3.9323547,77.973457,22.026546,5.5520115,64.979233,5.5678554,63.537609,42.817806,1266.193992,30.342764,9.808383,93.345268,73.793907,14.074768,8.5247355,55.60593,21.794567,559665.31,5.4095526,61.770481,95.128403,0.0,73.17276,97.13837409
bid,,maharashtra,55.751492,30.455021,1.5772438,7.4373741,78.75853,19.355457,5.0498223,53.669716,21.824018,155452.8969,2.9882317,23.316385,76.683617,5.7163324,79.482773,5.6089988,40.260906,49.285286,1187.760815,30.746271,9.8168783,89.476997,26.743668,19.062973,2.0004802,37.335667,41.087658,159927.48,5.6693716,62.253632,96.012398,0.0,74.149994,311.9212328
bidar,28.88888931,karnataka,51.407101,29.712652,1.555765,7.4565349,74.987343,29.993391,18.514027,4.4656034,46.867619,-27736.0734,2.7394295,27.84679,72.153214,5.7568765,68.9711,6.0825939,44.839588,31.201658,1118.071256,31.792238,8.0975237,79.703995,25.808514,37.096577,16.074308,41.132885,5.6962309,879.56848,6.0574875,59.295933,96.246689,0.0,79.141388,232.9614535
bijapur,28.17869568,chhattisgarh,32.426178,30.012268,0.89770877,4.3906579,47.661366,5.4494367,80.136986,0.55781633,13.677814,-1182831.976,1.5597999,12.086018,87.913986,5.1630135,65.69857,6.6078901,34.191711,28.600063,159.5918363,30.938938,6.7664127,65.653839,15.825717,13.846188,65.883789,18.972523,1.2975069,-918896.75,5.532804,59.708279,66.617889,0.0,53.677048,10.25096697
bijapur,28.17869568,chhattisgarh,32.426178,30.012268,0.89770877,4.3906579,47.661366,5.4494367,80.136986,0.55781633,13.677814,-1182831.976,1.5597999,12.086018,87.913986,5.1630135,65.69857,6.6078901,34.191711,28.600063,159.5918363,31.902769,9.0603867,87.163437,19.974855,28.529463,3.4907885,56.559349,6.4665546,-17951.49,5.452765,63.152004,93.305054,0.0,62.802326,242.7093463
bijapur,28.17869568,karnataka,39.759377,30.695503,1.399611,6.5892081,70.363647,29.297098,5.7228251,8.9814062,54.789059,-11542.29104,2.7387638,23.345024,76.654976,6.155005,73.224037,8.8104744,53.545677,39.341267,1235.371819,30.938938,6.7664127,65.653839,15.825717,13.846188,65.883789,18.972523,1.2975069,-918896.75,5.532804,59.708279,66.617889,0.0,53.677048,10.25096697
bijapur,28.17869568,karnataka,39.759377,30.695503,1.399611,6.5892081,70.363647,29.297098,5.7228251,8.9814062,54.789059,-11542.29104,2.7387638,23.345024,76.654976,6.155005,73.224037,8.8104744,53.545677,39.341267,1235.371819,31.902769,9.0603867,87.163437,19.974855,28.529463,3.4907885,56.559349,6.4665546,-17951.49,5.452765,63.152004,93.305054,0.0,62.802326,242.7093463
bijnor,3.418803692,uttar pradesh,44.80397,28.906395,1.5690809,7.6042953,75.034882,24.806137,0.40886003,22.543709,52.11187,467043.3519,3.4524636,25.946608,74.053398,6.0366173,61.035282,3.110826,40.369102,41.323383,2546.412474,30.681578,8.7936878,81.561142,17.297094,24.4972,0.51382846,66.654274,8.3346996,408984.06,5.808773,54.598957,85.173073,0.0,69.102821,140.9607707
bikaner,5.660377502,rajasthan,53.930878,29.494642,1.330712,6.3165765,67.548752,25.55983,1.2514431,20.142994,52.890564,610428.0783,3.6576517,33.742756,66.257248,7.0394478,74.604462,2.8221133,40.862907,43.040421,1523.450448,30.623617,7.7726483,79.836098,41.997414,29.518396,0.0,52.05394,18.427668,600975.5,6.5936203,66.077423,94.793785,0.0,80.540215,106.6543289
bilaspur,43.82715988,chhattisgarh,42.989483,29.685223,1.5916667,7.5906043,78.652916,20.915836,26.351353,8.3966312,43.894005,-34270.77211,2.7752473,34.611683,65.388313,5.3077221,64.357338,5.8517227,41.064831,22.155947,1291.120394,34.798092,10.915233,92.812553,7.511682,30.954599,0.0,7.5070953,61.538303,641813.44,4.331809,66.179489,100.0,0.0,76.862755,39.809724
bilaspur,43.82715988,chhattisgarh,42.989483,29.685223,1.5916667,7.5906043,78.652916,20.915836,26.351353,8.3966312,43.894005,-34270.77211,2.7752473,34.611683,65.388313,5.3077221,64.357338,5.8517227,41.064831,22.155947,1291.120394,30.549217,9.1189585,83.440926,28.64255,15.375738,27.896858,48.899555,7.8278489,-118914.15,5.1883564,53.915829,84.054314,0.0,62.925392,100.1607322
bilaspur,21.96969604,chhattisgarh,42.989483,29.685223,1.5916667,7.5906043,78.652916,20.915836,26.351353,8.3966312,43.894005,-34270.77211,2.7752473,34.611683,65.388313,5.3077221,64.357338,5.8517227,41.064831,22.155947,1291.120394,34.798092,10.915233,92.812553,7.511682,30.954599,0.0,7.5070953,61.538303,641813.44,4.331809,66.179489,100.0,0.0,76.862755,39.809724
bilaspur,21.96969604,chhattisgarh,42.989483,29.685223,1.5916667,7.5906043,78.652916,20.915836,26.351353,8.3966312,43.894005,-34270.77211,2.7752473,34.611683,65.388313,5.3077221,64.357338,5.8517227,41.064831,22.155947,1291.120394,30.549217,9.1189585,83.440926,28.64255,15.375738,27.896858,48.899555,7.8278489,-118914.15,5.1883564,53.915829,84.054314,0.0,62.925392,100.1607322
bilaspur,43.82715988,himachal pradesh,24.228989,32.88905,2.0057924,10.135427,94.887794,28.019779,1.7391661,64.508888,5.6224084,697062.2563,3.8176103,8.0427971,91.957199,5.0096889,76.513962,3.2927942,75.771011,49.455624,202.2485106,34.798092,10.915233,92.812553,7.511682,30.954599,0.0,7.5070953,61.538303,641813.44,4.331809,66.179489,100.0,0.0,76.862755,39.809724
bilaspur,43.82715988,himachal pradesh,24.228989,32.88905,2.0057924,10.135427,94.887794,28.019779,1.7391661,64.508888,5.6224084,697062.2563,3.8176103,8.0427971,91.957199,5.0096889,76.513962,3.2927942,75.771011,49.455624,202.2485106,30.549217,9.1189585,83.440926,28.64255,15.375738,27.896858,48.899555,7.8278489,-118914.15,5.1883564,53.915829,84.054314,0.0,62.925392,100.1607322
bilaspur,21.96969604,himachal pradesh,24.228989,32.88905,2.0057924,10.135427,94.887794,28.019779,1.7391661,64.508888,5.6224084,697062.2563,3.8176103,8.0427971,91.957199,5.0096889,76.513962,3.2927942,75.771011,49.455624,202.2485106,34.798092,10.915233,92.812553,7.511682,30.954599,0.0,7.5070953,61.538303,641813.44,4.331809,66.179489,100.0,0.0,76.862755,39.809724
bilaspur,21.96969604,himachal pradesh,24.228989,32.88905,2.0057924,10.135427,94.887794,28.019779,1.7391661,64.508888,5.6224084,697062.2563,3.8176103,8.0427971,91.957199,5.0096889,76.513962,3.2927942,75.771011,49.455624,202.2485106,30.549217,9.1189585,83.440926,28.64255,15.375738,27.896858,48.899555,7.8278489,-118914.15,5.1883564,53.915829,84.054314,0.0,62.925392,100.1607322
birbhum,13.55932236,west bengal,47.864532,30.162981,1.4025989,6.2559972,75.875694,40.167301,9.8538923,31.199699,18.684729,-616991.6061,2.0243592,11.185761,88.81424,4.9838128,79.735771,6.0035844,39.296822,18.566551,2587.613793,32.3615,6.2491031,67.220863,11.429734,50.880211,15.858579,19.402113,12.927363,-700649.38,4.9217215,68.875092,87.161354,0.0,78.484894,526.6202295
bishnupur,26.07802773,manipur,23.122154,31.672625,1.9247608,9.1946592,91.751373,19.75449,1.5819254,52.045929,25.852957,-199777.382,2.4429147,43.449646,56.550354,5.2210512,65.832932,4.06568,65.75264,17.88583,136.9076937,33.844379,10.769197,91.046906,44.073498,5.2022924,0.0,47.15554,45.117016,-132297.36,4.8513484,66.548332,88.874794,0.0,82.731094,28.31724577
biswanath,,assam,30.328777,30.864841,1.366554,6.1801395,73.980026,19.620125,16.001453,15.059498,49.196594,-526874.8717,2.0464306,5.803246,94.196754,4.9156098,75.176048,4.5549269,57.888126,23.508627,268.0358305,33.104065,8.1199923,80.997162,5.8851371,18.339537,23.625431,42.944653,15.090384,-506870.13,4.9546576,64.929214,88.216904,0.0,78.641083,53.87961173
bokaro,11.39240456,jharkhand,35.1819,30.22274,1.6054736,7.7614398,76.941475,17.588842,14.2054,12.766366,55.006744,-21650.18887,2.7910492,47.610592,52.389408,5.2567916,75.094711,2.8367953,56.621857,23.038254,1210.061453,33.417595,9.4893141,86.29084,43.469139,18.833549,14.749348,55.306744,11.11036,9676.5205,5.2737455,70.11644,91.803757,0.0,79.224304,72.5713855
bongaigaon,12.173913,assam,27.678108,30.282993,1.5634937,7.077075,81.175926,41.655113,2.330693,12.851749,42.419666,-323910.5171,2.2815914,16.338768,83.661232,4.7792382,75.538429,4.686811,63.485802,14.108941,430.4316172,33.19997,7.667336,78.587234,11.306046,35.649891,0.0,64.350113,0.0,-304889.91,4.5591741,68.250443,91.16391,0.0,61.774517,90.5300234
botad,,gujarat,53.840141,29.948589,1.4441569,6.1947045,77.679726,14.673429,1.6688364,11.713895,70.844772,534703.7611,3.5960639,38.255299,61.744701,5.7999911,72.139557,1.5136395,42.774307,45.363117,386.9143332,31.912117,7.7672663,81.694885,43.450268,5.6615434,0.0,87.112419,6.0997548,573977.5,5.3253627,68.353271,96.614449,0.0,79.205658,82.07512563
budaun,2.076124668,uttar pradesh,57.945183,28.261992,1.0238429,4.8901567,54.034359,18.979343,0.30341992,19.434101,60.648335,-157293.3063,2.5797868,20.481197,79.518799,6.326438,67.405418,3.2340939,29.777395,31.225283,1691.595647,30.066162,7.0412865,65.631828,25.67951,25.237188,0.0,63.818966,10.943846,-200735.56,6.0986595,58.667164,87.72258,0.0,82.267708,112.8565045
bulandshahr,16.39999962,uttar pradesh,40.246735,29.387119,1.4843757,7.2746062,72.564728,21.238235,0.081124566,24.679106,53.557915,548286.1475,3.5898499,23.004934,76.995064,6.2306395,73.035706,2.3408611,49.465942,39.936298,1886.108175,29.822186,9.6274767,88.192383,21.110781,16.260952,0.0,37.500496,46.238552,567292.19,5.5549493,51.649551,89.712677,0.0,68.177071,116.6645068
buldana,,maharashtra,60.444454,31.492134,1.68036,7.8357453,86.192047,22.16925,8.6518993,21.203924,47.974926,253106.8718,3.1714599,21.984022,78.015976,5.2470798,75.306938,5.2293582,39.125301,46.431984,1563.820351,31.901869,9.0094872,90.310188,21.253082,21.040033,2.2960098,49.275021,27.388939,169775.58,5.1482549,57.775272,99.569756,0.0,80.312729,391.480139
bundi,18.30985832,rajasthan,54.403431,29.415379,1.2411911,5.8607488,61.366154,14.452354,24.598173,9.4708424,51.384628,15751.04539,2.8187945,22.034895,77.965103,6.0447173,71.224449,4.9930778,38.686207,36.125145,718.6491958,30.341162,7.8144798,80.052498,19.337927,14.673059,19.056988,59.778996,5.9432964,-121979.47,6.0822654,66.408852,93.089638,0.0,78.269745,48.19342329
burhanpur,28.36879539,madhya pradesh,53.715534,30.08172,1.3929124,6.3321128,74.785255,9.5589933,22.105083,14.207385,54.032536,130822.1859,3.0031791,39.018814,60.981186,5.7788739,70.150757,4.4372778,32.581493,35.406769,437.7154367,32.200367,8.1113443,81.172752,43.699955,9.3241138,17.327192,57.176105,16.172583,335770.53,5.2319536,61.988495,86.297028,0.0,75.024086,34.75542487
