district,lfpr_percent,state,digital_gender_gap,f_mean_age,f_mean_education,f_mean_yrs_edu,f_pct_literate,f_pct_sc,f_pct_st,f_pct_general,f_pct_obc,f_mean_wealth_scr,f_mean_wealth_idx,f_pct_urban,f_pct_rural,f_mean_hh_size,f_pct_married,f_pct_divorced,f_pct_has_mobile,f_pct_ever_breastfed_c1,f_n_respondents,m_mean_age,m_mean_yrs_edu,m_literacy_rate,m_urban_share,m_pct_sc,m_pct_st,m_pct_obc,m_pct_general,m_mean_wealth_idx,m_mean_hh_size,m_pct_married,m_pct_owns_mobile,m_pct_uses_internet,m_pct_currently_working,m_n_respondents,total_respondents,mean_age,urban_share,pct_sc,pct_st,pct_obc,pct_general,mean_hh_size,mean_wealth_idx,dd_mobile_own_5,dd_mobile_own_4,dd_gap,treatment_status,f_mean_bf_dur_c1
hamirpur,34.28571701,uttar pradesh,51.48048,28.997585,1.5393803,7.394135,75.975731,20.31509,0.61893487,17.552643,61.513336,-271961.2611,2.4081059,19.602297,80.397705,6.2648215,67.049637,2.9390244,41.72958,30.015671,752.4744824,32.845829,11.203255,98.988167,7.9458532,19.57452,0.0,14.218433,65.181602,689418.63,4.7697649,63.290428,98.678329,0.0,69.61541,41.52864268,794.00312508,29.1988592078381,18.99263152866961,20.276356063144995,0.5865627996056518,59.03967680996298,20.0437742777668,6.186625748161466,36060.85552567684,51.48048,51.791134,-0.310654,treated,69.3414
hamirpur,34.28571701,uttar pradesh,51.48048,28.997585,1.5393803,7.394135,75.975731,20.31509,0.61893487,17.552643,61.513336,-271961.2611,2.4081059,19.602297,80.397705,6.2648215,67.049637,2.9390244,41.72958,30.015671,752.4744824,32.828453,8.9940128,78.887421,26.445869,28.615105,0.0,54.788052,16.596844,-360777.34,6.3592391,61.742474,93.21006,0.0,70.883667,50.52100328,802.99548568,29.238606647374954,20.032864954147502,20.83729104909301,0.5799941646597992,61.09021021525764,17.492508260421573,6.270761847068391,-22696.293396737503,13.298889,51.791134,-38.492245,treated,61.337288
hamirpur,34.28571701,uttar pradesh,51.48048,28.997585,1.5393803,7.394135,75.975731,20.31509,0.61893487,17.552643,61.513336,-271961.2611,2.4081059,19.602297,80.397705,6.2648215,67.049637,2.9390244,41.72958,30.015671,752.4744824,32.828453,8.9940128,78.887421,26.445869,28.615105,0.0,54.788052,16.596844,-360777.34,6.3592391,61.742474,93.21006,0.0,70.883667,50.52100328,802.99548568,29.238606647374954,20.032864954147502,20.83729104909301,0.5799941646597992,61.09021021525764,17.492508260421573,6.270761847068391,-22696.293396737503,13.298889,51.791134,-38.492245,treated,69.3414
hamirpur,34.28571701,uttar pradesh,51.48048,28.997585,1.5393803,7.394135,75.975731,20.31509,0.61893487,17.552643,61.513336,-271961.2611,2.4081059,19.602297,80.397705,6.2648215,67.049637,2.9390244,41.72958,30.015671,752.4744824,32.828453,8.9940128,78.887421,26.445869,28.615105,0.0,54.788052,16.596844,-360777.34,6.3592391,61.742474,93.21006,0.0,70.883667,50.52100328,802.99548568,29.238606647374954,20.032864954147502,20.83729104909301,0.5799941646597992,61.09021021525764,17.492508260421573,6.270761847068391,-22696.293396737503,51.48048,51.791134,-0.310654,treated,61.337288
hamirpur,34.28571701,uttar pradesh,51.48048,28.997585,1.5393803,7.394135,75.975731,20.31509,0.61893487,17.552643,61.513336,-271961.2611,2.4081059,19.602297,80.397705,6.2648215,67.049637,2.9390244,41.72958,30.015671,752.4744824,32.828453,8.9940128,78.887421,26.445869,28.615105,0.0,54.788052,16.596844,-360777.34,6.3592391,61.742474,93.21006,0.0,70.883667,50.52100328,802.99548568,29.238606647374954,20.032864954147502,20.83729104909301,0.5799941646597992,61.09021021525764,17.492508260421573,6.270761847068391,-22696.293396737503,51.48048,51.791134,-0.310654,treated,69.3414
hanumangarh,3.289473772,rajasthan,50.120537,30.166405,1.4856315,7.1492052,71.081573,29.900051,1.3233443,12.398536,56.378071,538319.7928,3.5361252,21.655931,78.344063,6.1027069,72.95517,2.9980485,45.227043,42.487926,1222.704696,32.086498,9.1966009,87.385712,26.009754,25.45138,2.3222287,56.382477,15.397437,609027.19,5.8551435,65.559143,95.34758,0.0,71.932808,92.83177775,1315.53647375,30.30189774398089,21.9631616524096,29.58612733023077,1.3938312963463773,56.37838191255995,12.610155606663342,6.085237410566291,42979.72843086648,50.120537,66.861031,-16.740494,treated,60.442272
haora,15.13292503,west bengal,32.529743,31.393253,1.747046,8.0612793,87.759216,29.093206,1.3472074,56.881386,12.041322,189697.7622,3.0843942,66.9058,33.094204,4.7443738,73.887016,3.829252,62.106396,18.132393,3320.21573,35.629524,8.751194,91.971718,65.032249,16.042025,0.0,17.193621,66.764359,321367.16,4.7215667,65.142723,94.636139,0.0,88.946922,630.8775966,3951.0933266,32.06966538667629,66.60664701770266,27.009302375998068,1.1320965695592746,12.863998090235937,58.45941662041767,4.740732152677587,51315.81707172222,32.529743,34.370071,-1.840328,treated,81.632561
hapur,,uttar pradesh,39.490356,29.89073,1.5679109,7.7509952,75.723251,24.544195,1.0290917,25.817331,48.472031,852113.1882,4.0156293,33.111561,66.888443,6.4044018,71.169991,2.6978061,48.39312,40.513184,839.6384358,30.39365,9.3867064,88.451424,32.022854,22.018393,0.0,49.742989,28.238619,866214.44,6.4399233,55.801998,87.883476,0.0,65.21907,66.67811786,906.31655366,29.927730051360346,33.03146433469266,24.35837060700297,0.9533809592171616,48.56553595362452,25.995466250851404,6.407015132785326,63731.507458184205,,,,,60.184475
harda,12.12121201,madhya pradesh,55.257179,30.638536,1.4948357,6.9349084,78.471519,17.562653,22.807425,18.530214,40.968277,176575.1854,3.0346406,22.323221,77.676781,5.394937,73.132027,2.1900854,32.437027,36.621075,362.6448056,33.27647,7.7053943,80.595863,19.172964,14.247773,29.429796,36.716988,19.605442,140718.83,5.3167567,68.52726,87.694206,0.0,80.262466,26.62552907,389.27033467,30.8189668783542,22.107747967865205,17.335919992260315,23.26038561854368,40.67749496814948,18.603758043357804,5.389589580315127,9627.791952574582,55.257179,62.983147,-7.725968,treated,66.77124
hardoi,5.217391014,uttar pradesh,56.792511,28.571413,1.2445273,5.851027,64.845367,30.168137,1.1789681,18.793159,49.859734,-599385.5395,1.9837209,14.920984,85.079018,6.3651776,66.872864,3.3160203,31.581911,26.347944,2383.092261,30.54521,7.5295444,74.752525,14.27282,24.596436,0.0,59.890915,15.512652,-546023.75,6.659327,58.983219,88.37442,0.0,72.129784,173.1815171,2556.2737781,28.70513308970084,14.877072418301957,29.79066740332605,1.099095792925653,50.539322844812986,18.57091239089875,6.385105527823099,-36989.97142551269,56.792511,63.235809,-6.443298,treated,72.151871
hardwar,10.07874012,uttarakhand,29.769424,29.060736,1.5872914,7.8380308,76.171402,27.745163,1.2151065,21.005703,49.137535,718982.5276,3.7793977,36.232403,63.767601,6.2234263,67.082344,3.8268585,49.529953,42.172947,1175.457776,30.623871,8.4784317,86.165222,35.594807,45.800354,1.4728336,27.520117,25.206697,769242.31,6.1718645,59.546543,79.299377,0.0,78.240952,75.95998007,1251.41775607,29.155616948325047,36.19370147189893,28.841097544533767,1.2307503130149111,47.82537634436318,21.26069971789565,6.220296543145124,46695.895735514176,29.769424,39.503521,-9.734097,treated,57.598034
hardwar,10.07874012,uttarakhand,29.769424,29.060736,1.5872914,7.8380308,76.171402,27.745163,1.2151065,21.005703,49.137535,718982.5276,3.7793977,36.232403,63.767601,6.2234263,67.082344,3.8268585,49.529953,42.172947,1175.457776,30.623871,8.4784317,86.165222,35.594807,45.800354,1.4728336,27.520117,25.206697,769242.31,6.1718645,59.546543,79.299377,0.0,78.240952,75.95998007,1251.41775607,29.155616948325047,36.19370147189893,28.841097544533767,1.2307503130149111,47.82537634436318,21.26069971789565,6.220296543145124,46695.895735514176,,39.503521,,not_treated,57.598034
hassan,42.56756973,karnataka,31.061714,32.148529,1.7392606,8.4137287,86.300964,19.890083,11.557331,7.1142631,61.438324,405385.0196,3.3593793,27.65575,72.344246,4.4886107,71.482452,7.1227508,64.134018,41.308517,1157.732812,37.093109,9.0840015,82.914818,24.205774,19.741718,5.0663157,53.228016,21.963947,390455.91,4.4822111,73.03875,95.195732,0.0,87.23233,228.8798701,1386.6126821,32.96470127558102,27.08628307609142,19.865593275965487,10.485897889759652,60.083097516945614,9.565411691047537,4.487554356267103,64453.02886518353,31.061714,41.785755,-10.724041,treated,59.824242
haveri,28.13852692,karnataka,52.562958,31.22576,1.5058932,7.0287685,77.696709,22.156965,11.276057,5.6515079,59.165932,36640.59112,2.801862,25.808117,74.191879,6.0358047,73.644951,6.6965451,39.185783,30.258188,1029.11876,32.909336,7.3027978,71.390312,24.327873,15.564031,9.1579895,56.517857,17.322502,44838.602,5.6195116,60.239769,91.748741,0.0,76.429893,221.5352184,1250.6539784,31.52398107736797,25.54591323821705,20.989122336231933,10.900872053322152,58.69686390954776,7.718855281084869,5.962064413382196,7944.813759181823,52.562958,76.043732,-23.480774,treated,70.087212
hazaribagh,17.84897041,jharkhand,27.193115,29.733435,1.4408128,6.9112825,71.950096,18.775497,9.6962862,4.7053471,66.405708,-246868.2399,2.434936,15.009153,84.990845,6.0703564,77.689056,3.4348023,57.021545,33.32439,1055.835576,31.8633,7.9740252,84.882286,23.24831,23.234585,16.665678,53.597363,4.5560746,-380552.22,5.5881157,69.102463,84.214661,0.0,52.615402,45.1975027,1101.0330787,29.82086614167087,15.347371104394195,18.95854294641016,9.982380333583867,65.87992433471399,4.69921945101987,6.050560377735133,-15619.366421935372,27.193115,45.008656,-17.815541,treated,67.904144
hingoli,,maharashtra,69.369453,30.708851,1.5703727,7.1601348,79.857597,23.393642,14.345341,29.850542,32.410477,120056.5423,2.9380145,16.895452,83.104546,6.0809994,76.315399,5.5925159,21.794439,48.001389,710.3724433,31.877417,8.9752684,89.751366,17.723877,18.233894,5.9674687,44.737095,31.061543,144134.42,5.7045212,67.885277,91.163895,0.0,75.585976,151.9856383,862.3580816,30.914804017888056,17.04145712837436,22.484266173438314,12.868789325840575,34.58297232970605,30.063973941897554,6.014647288558228,25405.28044752669,69.369453,74.246964,-4.877511,treated,56.783985
hisar,5.252100945,haryana,52.091858,30.235352,1.6596144,8.0668583,81.520218,41.292469,0.19224598,33.300877,25.022343,930550.7922,4.1343932,31.379169,68.620834,6.161057,71.662277,4.4183478,40.987442,35.519062,1033.695018,31.57135,8.9244022,84.983154,23.520248,36.133568,0.0,31.865934,32.000496,878077.31,6.5845499,64.304459,93.0793,0.0,72.864708,82.50527322,1116.2002912199998,30.33410388250569,30.79826749923915,40.91114269156954,0.1780358895439132,25.52819517518963,33.20475779044682,6.192359981817932,64907.95840260733,52.091858,57.130272,-5.038414,treated,67.336777
hojai,,assam,22.314262,30.009514,1.6992735,7.5904737,87.908264,31.431839,8.5088997,16.566671,43.492592,-339258.1388,2.289201,32.632984,67.36702,5.3710055,73.459038,3.828692,63.45311,16.852091,141.8661304,32.574585,7.1868815,77.697006,31.825527,30.789581,3.9397862,38.841511,21.890247,-241031.14,5.2166743,57.501213,85.767372,0.0,75.113419,32.00032209,173.86645249,30.481618290437734,32.484370603316634,31.313630670730376,7.66794906477509,42.6365551514007,17.546481332763257,5.342600663771917,-44360.192798411794,,,,,81.454117
hoshangabad,8.433734894,madhya pradesh,38.878082,30.620312,1.6203257,7.6222649,80.355896,16.731979,19.329725,14.804814,45.482986,-36298.31983,2.7587907,31.461794,68.538208,5.6353555,71.119049,4.2809124,39.135925,30.949862,764.8461458,33.121986,8.4378223,75.278893,34.12867,8.3972836,20.173208,48.627407,19.763016,-123946.13,5.6098061,65.752907,78.014008,0.0,72.067039,52.48056957,817.3267153700001,30.780944552355788,31.633034177056008,16.196807992422634,19.38388506528377,45.684889353878695,15.1231802788819,5.633714972364041,-7956.002569938729,38.878082,47.477554,-8.599472,treated,68.341759
hoshiarpur,16.42512131,punjab,24.324112,32.175613,2.0790095,10.743872,94.794029,39.152058,0.54940116,37.667526,21.989302,1271931.905,4.5583119,23.903847,76.096153,4.9404273,66.994675,4.3526492,72.315613,46.367401,951.5426598,33.88105,10.472384,94.242523,25.032499,40.126484,0.0,13.997566,45.87595,1304851.1,5.1848636,60.125114,96.639725,0.0,81.721649,63.83553219,1015.37819199,32.282831649534074,23.974803912060622,39.213318920099006,0.5148610096293599,21.486871748191906,38.18357915006247,4.955794698492647,82038.59653729576,24.324112,38.72253,-14.398418,treated,57.23671
hugli,18.26309204,west bengal,30.521896,31.618551,1.7002002,7.842793,86.513649,32.742416,5.2087169,51.131351,9.9576092,-80494.11885,2.6787891,37.287163,62.712837,4.7324052,77.793137,4.595747,59.615242,17.255827,3730.965059,34.650791,7.3102665,76.79158,35.201733,38.377842,0.77822965,15.364952,44.76804,-171013.91,5.1666818,73.818169,90.137138,0.0,90.947617,702.1948748,4433.1599338,32.09884573760457,36.9568391949441,33.63504503067038,4.506945367667754,10.814110760319748,50.12342788473167,4.801192883575444,-27085.667660550745,30.521896,40.402279,-9.880383,treated,80.774544
hyderabad,42.79660797,telangana,21.328369,31.124128,1.8992971,9.4440708,83.336365,17.866104,8.5397978,11.409065,61.264027,1124946.269,4.4641948,100.0,0.0,5.0548897,67.421211,4.8941026,74.914185,47.168579,2237.627193,31.243708,10.317671,84.903152,100.0,22.835104,0.0,58.755947,18.408947,1077510.1,5.4131908,51.14669,96.242554,0.0,70.986519,651.7912936,2889.4184866,31.15110270208977,100.0,18.987004607827654,6.613401232331404,60.69825755011464,12.988089348666104,5.135714799773661,243066.7950685717,,,,,57.705223
idukki,40.90909195,kerala,11.750702,33.816341,2.2069108,11.091877,96.465698,20.427391,5.7357454,38.006275,35.55814,482097.2732,3.4804411,5.0415053,94.958496,4.393589,74.21563,4.6448736,84.645905,41.298416,567.9168229,34.761913,10.784883,94.243752,5.7383013,20.042778,6.4601884,37.786396,35.710636,561991.25,4.1961336,55.994701,96.396606,0.0,73.898827,152.3437464,720.2605693,34.01634081549863,5.188886008650622,20.346040738953377,5.888973780640794,36.02944286100236,37.52071982656904,4.351824815390887,118870.63198986478,11.750702,16.711494,-4.960792,treated,65.022667
imphal east,26.7985611,manipur,20.243446,31.449135,2.0013711,9.6884165,93.08271,11.003712,5.3181725,52.99971,28.931374,71768.07337,2.8660712,44.532715,55.467285,5.020679,64.079384,5.6407495,73.323357,27.680019,287.0122529,32.424965,10.369309,96.776443,49.276577,15.537867,6.3141069,29.526243,48.022961,62510.41,4.8326955,61.527859,93.566803,0.0,76.670021,68.76290576,355.77515866,31.63773981035413,45.44959108790075,11.88005669517359,5.510663014369468,29.04634807840562,52.03782237477316,4.984346244943069,12084.09278937217,20.243446,27.676071,-7.432625,treated,73.750931
imphal west,29.10547256,manipur,23.245644,32.375412,2.1666224,10.689549,96.033981,3.5392609,6.1837888,78.102684,12.062567,297091.5125,3.2126398,59.944637,40.055367,4.9424224,65.731926,4.9987059,73.576149,28.207489,273.0868844,33.732494,11.337075,93.208855,61.405384,6.2729607,5.5578957,7.3859987,80.78315,297960.59,4.506289,62.661777,96.821793,0.0,76.795799,63.95188022,337.03876462,32.63291337557787,60.22180843243464,4.057970498179745,6.065027859824903,11.175205167602332,78.61129267817105,4.859667672993484,56539.54171485063,23.245644,28.034088,-4.788444,treated,73.062675
indore,22.32645416,madhya pradesh,29.083256,30.83729,1.8044654,8.7732124,86.055252,23.031004,8.0913696,14.536219,54.341404,913346.3834,4.1019526,72.868881,27.131119,5.6043139,74.415527,4.2094927,61.944042,44.208748,1959.098804,32.985371,9.8984556,88.822021,68.871559,22.05443,2.3583093,53.396152,22.191107,854957.25,5.1657987,71.670578,91.027298,0.0,79.814735,154.5228134,2113.6216174,30.994332072620068,72.57664447269502,22.95960855214357,7.672236582219082,54.2722984433528,15.095853146568272,5.572254896692674,62508.08311644772,29.083256,35.150261,-6.067005,treated,59.451675
jabalpur,18.62068939,madhya pradesh,78.125618,30.044497,1.5797472,7.1426606,83.339622,13.067865,41.045753,9.6436291,34.987926,-324629.7034,2.3199244,0.0,100.0,5.1532454,68.543343,4.9921079,17.570869,49.406002,644.602062,32.906422,8.1493425,76.94709,0.0,2.1854515,45.080292,52.734257,0.0,-512320.94,5.2246332,62.983097,95.696487,0.0,85.294113,59.94917297,704.55123497,30.28801376405687,0.0,12.141897296217122,41.389045672498845,36.49793380908031,8.823067641472372,5.159319677295576,-43590.47248205985,78.125618,59.935982,18.189636,not_treated,57.101208
jagatsinghapur,10.49382687,odisha,18.046722,32.306919,1.8710775,8.883522,93.385384,25.868696,1.5156152,36.302361,35.832249,-105119.9936,2.6224515,9.9700155,90.029984,4.5613632,73.423409,4.0119748,73.190895,21.585367,609.8320904,36.553146,9.5281754,94.987411,11.505587,28.560495,0.89411789,35.601433,34.943954,69380.898,4.6131358,72.9216,91.237617,0.0,86.622864,30.41664317,640.24873357,32.50864680468874,10.042966726497689,25.996576752238006,1.4860893908602026,35.82128349934093,36.23782642330784,4.563822788934135,3298.61374435578,18.046722,45.965069,-27.918347,treated,77.725845
jagitial,,telangana,26.612267,32.107224,1.324017,6.4695444,64.288376,20.65719,3.6110904,7.9237499,66.920677,446706.8177,3.4363663,28.029406,71.970596,3.9981322,75.296646,7.7443242,72.206039,37.492226,654.637186,35.23682,8.7604637,85.188416,26.183308,9.929327,9.7520685,65.54834,14.770259,570087.38,4.1917181,74.710098,98.818306,0.0,68.659462,105.5282775,760.1654635,32.54168319475253,27.773125556609152,19.16791831113172,4.463598008112641,66.73016537231734,8.874201277894091,4.025006331430844,79144.07020288504,,,,,66.926056
jaintia hills,36.74121475,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,
jaipur,21.21524239,rajasthan,37.880447,30.009974,1.6529262,8.1569233,74.705803,18.740606,6.790854,25.53072,48.937817,721484.0406,3.7846642,45.704494,54.295506,6.45997,72.84967,3.3723087,55.304382,41.483952,3574.723261,30.666779,10.295588,92.503441,40.712837,19.217789,12.608015,44.132751,24.041445,746736.0,6.6858368,61.17421,93.18483,0.0,71.27372,248.0016258,3822.7248868,30.052584627930884,45.38065718513775,18.771563540317054,7.168245894070621,48.62608539090849,25.434102369330667,6.474623247427683,48448.49594331514,37.880447,44.328712,-6.448265,treated,60.79567
jaisalmer,11.76470566,rajasthan,34.44479,28.378542,1.0823092,4.9016867,63.490654,17.728325,3.805954,29.809839,48.655884,156088.0647,2.9925659,9.4803009,90.519699,6.4630766,70.26181,1.2783924,57.109867,37.860825,484.0858556,30.120646,7.3756189,78.435005,9.2171755,16.56081,2.0537245,50.449615,30.93585,39976.219,6.8455687,62.266212,91.554657,0.0,70.014091,30.51728628,514.60314188,28.48185323572877,9.464696888858516,17.65908836580257,3.702042296149131,48.76225684925299,29.87661434053891,6.485759362629267,2373.5074255025384,34.44479,47.837723,-13.392933,treated,65.947739
jajapur,13.09523869,odisha,30.809166,31.043268,1.680589,7.8202796,85.751785,32.264839,8.6900492,25.066631,33.110069,-338502.7043,2.3445635,7.7646532,92.235344,4.9811563,74.82,3.1573229,53.449982,20.272387,1060.404444,34.088226,8.0832424,83.95594,8.7760773,40.179653,12.166402,21.930374,24.893579,-463107.59,5.2536383,63.24374,84.259148,0.0,78.985474,77.68872282,1138.09316682,31.25112347700064,7.833695215934354,32.805121473302215,8.927352627326917,32.346918625857995,25.054818092890635,4.999756515859821,-31610.550048652967,30.809166,36.582497,-5.773331,treated,79.569984
jalandhar,18.7399025,punjab,22.566368,31.94726,1.9561077,9.9522352,90.565056,57.22649,0.35731563,29.421679,10.509641,1320532.374,4.6272197,51.568432,48.431568,5.2369175,68.230995,4.5976281,69.398132,43.985741,1224.334097,31.42757,9.1426668,85.693413,58.889614,53.397415,0.0,14.127146,30.057913,1254026.3,5.1821709,46.639626,91.9645,0.0,73.873276,95.82691193,1320.16100893,31.90953711050089,52.09985677166942,56.94854781695085,0.331379056221795,10.772225889794845,29.467861502795085,5.232943592589328,91030.66387959722,22.566368,19.740341,2.826027,treated,55.807453
jalaun,23.30097198,uttar pradesh,49.795033,30.137449,1.5755547,7.6568489,77.783195,27.787273,0.97480679,22.051725,49.186195,-126424.4562,2.6250455,31.550404,68.4496,6.4815159,72.067177,1.9112533,38.470516,28.69342,1077.701796,31.310602,9.8949385,86.132553,29.654642,37.497688,0.0,49.70195,12.800365,-192376.39,5.7811909,59.550285,88.265549,0.0,73.196655,70.66654763,1148.36834363,30.209640708184605,31.433745476268257,28.384817775516435,0.9148206097489556,49.21793274814944,21.482428854117288,6.438420363412373,-11835.702704594696,49.795033,52.622295,-2.827262,treated,72.681839
jalgaon,,maharashtra,55.033173,31.070496,1.6783018,7.7959242,83.67543,15.947887,17.370399,20.932283,44.683952,369241.3708,3.3223574,30.832201,69.167801,5.8725586,78.135475,5.273437,35.707108,41.440861,2197.038943,32.221382,9.4194441,83.278366,29.522327,12.311508,10.808323,58.168106,18.04388,405262.19,5.555758,59.105778,90.74028,0.0,73.845299,550.1185176,2747.1574606,31.30096102041725,30.56989861891792,15.219701792707635,16.05634271699753,47.38415499744668,20.353880050995272,5.809119252621373,81156.44543433854,55.033173,59.007336,-3.974163,treated,61.952271
jalna,,maharashtra,51.529827,30.295341,1.5043895,6.91782,78.820282,25.869715,8.5120249,41.404263,23.281382,33617.35032,2.8394916,22.769905,77.230095,5.8522015,80.008995,5.2940893,43.536274,47.75386,1172.194899,30.981091,9.0546532,81.798103,19.331223,33.980904,5.090519,29.525932,31.402647,-18997.611,5.7384357,69.798576,95.066101,0.0,78.43911,289.2534461,1461.4483451,30.431066324352464,22.08931261240249,27.47510144973995,7.83483204830276,24.517318673984985,39.42471859511654,5.829684693430232,-3757.776338972977,51.529827,70.445709,-18.915882,treated,57.095589
jalor,18.26484108,rajasthan,27.693268,28.830418,1.1792579,5.3082256,65.046524,26.408699,8.3819218,17.44804,47.761337,179213.2367,3.0127141,8.0821075,91.917892,6.3106942,71.478813,1.7742127,56.940651,34.535542,1400.157889,30.147722,8.0077257,84.95446,5.0798154,32.010807,5.9429302,53.746445,8.2998219,198447.81,5.8875942,66.672638,84.633919,0.0,71.543816,110.6806042,1510.8384932,28.926920705809582,7.86216638444828,26.819096736769584,8.203246802545465,48.19979244882774,16.777862273380915,6.279698852815117,14540.62885428025,27.693268,51.288998,-23.59573,treated,68.448608
jalpaiguri,27.25,west bengal,31.618027,31.281445,1.5290209,7.0521722,77.795486,51.440357,19.943827,15.087684,11.583425,-274135.4981,2.3806832,29.231422,70.768578,4.611095,72.228447,4.9522085,57.60231,22.140036,2628.085972,34.107185,7.9884171,73.761253,29.643097,48.901619,24.33923,19.401894,7.3572583,-199287.39,4.4580464,65.047699,89.220337,0.0,81.423965,539.68893,3167.774902,31.762861970661447,29.30155843555212,51.00783611794322,20.69266503785777,12.915445518940322,13.77066328244729,4.58502034579403,-33950.31053613386,31.618027,52.541946,-20.923919,treated,78.311539
jammu,27.19033432,jammu & kashmir,10.109016,30.966784,2.1042876,10.692978,92.425072,27.152973,0.87588811,67.44175,4.529388,1155215.271,4.4473,45.725895,54.274105,4.934792,65.972534,2.1825159,87.55526,36.950417,926.4430797,33.466682,11.846392,95.934647,52.725327,37.19315,0.79172647,2.1801734,58.34568,1195125.6,4.7068934,66.753372,97.664276,0.0,81.360832,173.9677838,1100.4108635,31.36200157664477,46.83245956900636,28.74025953050028,0.8625827033765098,4.157992486570844,66.00372063144528,4.89876271704016,188945.31039401508,10.109016,38.650581,-28.541565,treated,66.508438
jamnagar,20.47244072,gujarat,29.55484,31.015625,1.7120099,7.7776499,83.816193,13.119057,1.6699148,22.556656,62.654369,864205.1684,4.0871873,52.588398,47.411606,5.4702554,67.890892,1.7720306,67.455658,52.730732,758.5505129,32.008518,8.6136427,81.692627,54.560162,14.255201,1.9203256,53.108524,30.715948,829541.44,5.2631617,62.236561,97.010498,0.0,78.245071,166.2098606,924.7603735,31.19408053491454,52.942788855152806,13.323259452086928,1.7149218584266166,60.93866662755269,24.02314918545297,5.43303384942916,149099.2384551456,,,,,52.354729
jamtara,12.13872814,jharkhand,37.243725,29.97439,1.2105114,5.4276128,66.111946,9.1955471,32.020058,5.0797181,52.275669,-823403.1698,1.7731955,9.8520041,90.147995,5.1667619,80.391487,2.82144,47.300877,25.244087,448.2628282,31.890318,8.1218843,82.952499,10.78471,7.5417681,37.387093,45.717773,9.3533678,-615375.56,4.9506731,64.975182,84.544601,0.0,65.524902,30.77790917,479.04073737,30.09748654140064,9.911929561934882,9.089293381101896,32.36488486514117,51.85433045467622,5.354296005447328,5.152878401290542,-39535.63184932209,37.243725,58.001617,-20.757892,treated,74.85054
jamui,4.854368687,bihar,37.33482,28.749361,1.0151911,4.6297393,54.347427,32.550014,3.0058291,6.8433905,57.279396,-611796.9962,1.977452,12.346007,87.653992,6.1441245,81.175316,2.028692,55.342571,31.557158,949.5839069,31.149746,7.4044948,68.503448,12.208978,22.882566,7.402988,50.602161,19.112286,-546667.44,5.7231164,66.206543,92.677391,0.0,60.189087,144.7944713,1094.3783782,29.066949947218703,12.32787703507836,31.27093808817269,3.5876062173392405,56.39594770567143,8.466657436504475,6.088421969260327,-72326.48850876995,37.33482,64.659767,-27.324947,treated,69.720451
jangoan,,telangana,38.919426,32.786819,1.4089631,6.8689938,66.440651,23.757753,4.957058,3.6598644,67.625328,393666.761,3.3455868,18.805603,81.194397,4.1862788,77.045601,6.788723,57.740547,36.985004,330.5127242,34.891258,8.6436319,85.920296,16.958387,24.490643,5.929564,67.958031,1.6217586,458257.44,3.8258035,73.502319,96.659973,0.0,79.897224,69.03628907,399.54901327,33.1504356135042,18.48643079955572,23.884385789009844,5.1250929671967285,67.68281426506289,3.307709203788911,4.123993883289224,79183.0233702669,,,,,66.033173
janjgir - champa,24.48979568,chhattisgarh,43.257465,29.179066,1.5577821,7.4711065,78.920242,24.006344,11.606409,2.5152125,61.872036,-109756.9349,2.6031239,13.137378,86.862625,5.4774213,65.924927,4.3953362,39.946766,17.749575,1070.294622,31.427708,8.2129097,85.098,12.972991,17.070152,12.631391,62.029003,8.269453,-197412.95,4.7256503,60.721344,83.204231,0.0,61.418678,65.01374108,1135.30836308,29.3078350935113,13.127964333896172,23.60914108541406,11.665104871999812,61.88102475779301,2.8447306416299387,5.434370929955285,-11302.45202529546,43.257465,49.555088,-6.297623,treated,79.971214
jashpur,37.93103409,chhattisgarh,36.991207,30.434673,1.5374832,7.3360305,78.077705,9.7782707,55.944778,2.657124,31.619831,-831248.2735,1.7143657,11.561082,88.438919,5.407773,72.090149,3.7827187,39.096378,19.339743,513.423913,33.831287,8.3383789,84.944771,11.517406,17.949545,55.878914,24.11483,2.0567105,-1019758.1,5.4873562,67.092598,76.087585,0.0,70.462791,34.91379704,548.3377100399999,30.650942444263777,11.55830105867206,10.298552648960902,55.9405843027836,31.141972051214807,2.6188944296180057,5.412840227078712,-64928.5038855943,36.991207,49.248287,-12.25708,treated,81.016472
jaunpur,16.13832855,uttar pradesh,26.852219,29.2586,1.6889005,8.5176373,78.545013,23.292709,0.37700015,12.879724,63.450569,-25576.45095,2.7258387,9.2312222,90.768776,6.9530826,65.458664,1.8992653,65.303177,22.480232,3038.596694,31.127542,9.9385281,91.536201,10.198279,21.362621,1.1016562,64.79422,12.741507,-41146.859,6.5853882,61.488838,92.155396,0.0,71.634621,161.1078917,3199.7045857,29.35270284520492,9.279914345799472,23.19552740084076,0.4134872085068742,63.51822298929577,12.87276465457586,6.934568869126643,-2069.1913274414173,26.852219,39.151737,-12.299518,treated,76.754433
