district,lfpr_percent,state,digital_gender_gap,f_mean_age,f_mean_education,f_mean_yrs_edu,f_pct_literate,f_pct_sc,f_pct_st,f_pct_general,f_pct_obc,f_mean_wealth_scr,f_mean_wealth_idx,f_pct_urban,f_pct_rural,f_mean_hh_size,f_pct_married,f_pct_divorced,f_pct_has_mobile,f_pct_ever_breastfed_c1,f_n_respondents,m_mean_age,m_mean_yrs_edu,m_literacy_rate,m_urban_share,m_pct_sc,m_pct_st,m_pct_obc,m_pct_general,m_mean_wealth_idx,m_mean_hh_size,m_pct_married,m_pct_owns_mobile,m_pct_uses_internet,m_pct_currently_working,m_n_respondents,total_respondents,mean_age,urban_share,pct_sc,pct_st,pct_obc,pct_general,mean_hh_size,mean_wealth_idx,dd_mobile_own_5,dd_mobile_own_4,dd_gap,treatment_status,f_mean_bf_dur_c1,total_weight_district,m_justify_beating_goes_out,m_justify_beating_neglect_kids,m_justify_beating_argues,m_justify_beating_refuses_sex,m_justify_beating_burns_food,m_num_control_issues,m_ever_humiliated_hp,m_ever_threatened_harm_hp,m_ever_insulted_hp,m_experienced_emotional_viol,m_pushed_shook_thrown,m_slapped,m_punched_hit_harmful,m_kicked_dragged,m_strangled_burnt,m_threatened_weapon,m_forced_unwanted_sex,m_forced_other_unwanted_sex,m_arm_twisted_hair_pulled,m_forced_unwanted_sexual_acts,m_experienced_less_severe_phys,m_experienced_severe_phys_sex,m_experienced_any_physical_viol,m_experienced_any_sexual_viol,m_injury_broken_bones_teeth,m_injury_deep_wounds_bleeding,m_injury_head_internal,m_injury_wounds_brokenbones,m_injury_severe_burns,m_experienced_any_listed_injury,m_respondent_physically_hurt,m_freq_hurt_hp_last12m,m_hp_drinks_alcohol,m_freq_hp_drunk,m_freq_hit_last12m_non_hp,m_hp_hurt_during_pregnancy,m_not_hurt_during_pregnancy,m_father_beat_mother,m_hp_jealous_other_men,m_hp_accuses_unfaithful,m_hp_limits_female_friends,m_hp_limits_family_contact,m_hp_insists_know_where_is,m_hp_no_trust_money
alirajpur,51.66666412,madhya pradesh,55.882538,30.347233,0.83454502,3.9185576,43.398693,5.2092366,86.839432,2.3865502,5.5647836,-640990.8585,1.9130424,8.461257,91.538742,5.8776193,73.65757,2.0326216,26.448151,28.217442,342.3368777,34.153812,4.8653879,51.728832,7.2928391,16.988388,74.320564,6.7462883,1.9447571,-726985.19,5.5161147,73.72612,82.330688,0.0,85.966736,21.8867451,364.2236228,30.57597605525692,8.391045011686382,5.917063517442073,86.0871543999087,5.635781993801468,2.360002188390252,5.855895945068071,-43683.83499600659,55.882538,63.951263,-8.068725,treated,72.462372,39467392,0.14309476,0.11413635,0.14512213,0.19204618,0.13252756,1.3640339,0.35390151,0.12521963,0.12529303,0.20009939,0.19178078,0.81586957,0.06200273,0.12762319,0.0,0.015933661,0.026049504,0.049412537,0.1933489,0.039775569,0.37937993,0.070966356,0.037731022,4.7714901,0.036580984,0.006317848,0,0.0,0.0,0.036580984,0.051586989,0.090873905,0.25860474,0.4495807,0.15765162,0.014648878,0.84325743,0.47600996,0.33647704,0.13521947,0.22691515,0.20193233,0.32199985,0.14149012
allahabad,8.333333969,uttar pradesh,36.946854,29.331713,1.6427829,8.1166878,76.124741,27.815607,1.6570324,18.375158,52.045757,-201862.9452,2.5705671,24.656569,75.34343,6.6498656,67.253403,3.2392282,50.668915,33.479298,3555.33173,29.922348,10.797319,88.809654,27.28174,26.413464,0.0,35.289322,38.297211,133000.47,6.1794419,50.968044,87.615768,0.0,63.290234,208.8272896,3764.1590196,29.36448013485022,24.802207731470165,27.73781918051709,1.5651038754425668,51.11614672418854,19.48038982192756,6.623767524514061,7381.002433673283,36.946854,36.358082,0.588772,treated,68.156013,236339872,0.19884828,0.29904661,0.32628581,0.15513447,0.22234851,0.98687685,0.13562648,0.016507203,0.046714436,0.085226074,0.20655461,0.39969254,0.15037197,0.072019167,0.004884923,0.0,0.023511048,0.0,0.22048146,0.036220212,0.20593911,0.035316609,0.018110106,2.32271,0.027269339,0.0,0,0.018110106,0.0,0.027269339,0.026245439,0.052490879,0.14218764,0.26656902,0.064801008,0.011755524,0.74343628,0.49643043,0.36081779,0.039743144,0.11720584,0.099935785,0.19945033,0.16972402
almora,37.42331314,uttarakhand,3.3341293,31.006401,1.8652743,9.2163525,90.087143,25.022728,0.91910958,71.513046,2.5451219,-41215.74151,2.6828148,9.681879,90.318123,4.8232632,67.392563,4.8327041,85.647346,29.910637,309.5231623,32.180264,11.222262,98.85228,12.476347,16.8997,0.0,7.5663261,75.533974,171042.5,4.5731034,54.964066,88.981476,0.0,60.241753,13.61745496,323.14061726,31.0558687105814,9.799640556717408,24.68041582375068,0.8803774224177047,2.756720251882355,71.68249175523093,4.812721226545263,7210.464450656911,3.3341293,20.887718,-17.5535887,treated,72.358437,62965872,0.20986031,0.27784392,0.220283,0.26923248,0.072728544,0.4435904,0.056029592,0.046888385,0.030799923,0.031854082,0.056029592,0.24820969,0.15454186,0.072427616,0.0,0.0,0.065693758,0.018238293,0.081342034,0.034447201,0.12231121,0.032535944,0.041742709,0.29263422,0.050453171,0.0,0,0.016088462,0.0,0.050453171,0.009091751,0.018183501,0.30314478,0.50345385,0.0,0.0,0.86964959,0.34248406,0.11232021,0.038934998,0.087537803,0.048717152,0.07296332,0.083116896
almora,37.42331314,uttarakhand,3.3341293,31.006401,1.8652743,9.2163525,90.087143,25.022728,0.91910958,71.513046,2.5451219,-41215.74151,2.6828148,9.681879,90.318123,4.8232632,67.392563,4.8327041,85.647346,29.910637,309.5231623,32.180264,11.222262,98.85228,12.476347,16.8997,0.0,7.5663261,75.533974,171042.5,4.5731034,54.964066,88.981476,0.0,60.241753,13.61745496,323.14061726,31.0558687105814,9.799640556717408,24.68041582375068,0.8803774224177047,2.756720251882355,71.68249175523093,4.812721226545263,7210.464450656911,,20.887718,,not_treated,72.358437,62965872,0.20986031,0.27784392,0.220283,0.26923248,0.072728544,0.4435904,0.056029592,0.046888385,0.030799923,0.031854082,0.056029592,0.24820969,0.15454186,0.072427616,0.0,0.0,0.065693758,0.018238293,0.081342034,0.034447201,0.12231121,0.032535944,0.041742709,0.29263422,0.050453171,0.0,0,0.016088462,0.0,0.050453171,0.009091751,0.018183501,0.30314478,0.50345385,0.0,0.0,0.86964959,0.34248406,0.11232021,0.038934998,0.087537803,0.048717152,0.07296332,0.083116896
alwar,26.34854889,rajasthan,45.292171,29.077103,1.4099511,6.7734008,68.024284,22.034092,9.9285889,16.008549,50.527225,407833.7139,3.3663285,19.885101,80.114899,6.4992599,73.96077,3.3334429,47.089634,38.077267,2138.375944,30.253847,9.9585762,86.557442,19.5555,10.892116,8.9907007,61.027454,19.089727,461276.28,6.0599265,65.225311,92.381805,0.0,61.171616,136.6316339,2275.0075779,29.147775492243056,19.8653059348747,21.36493098245305,9.872261528422706,51.15784419376922,16.193597343823686,6.472874563594109,27706.33860911409,45.292171,48.804237,-3.512066,treated,63.529404,171743408,0.14296964,0.14123125,0.19112395,0.085199416,0.085139714,1.2851844,0.10171823,0.078152947,0.11955908,0.087885216,0.14690503,0.50520462,0.098934293,0.16464792,0.06206898,0.0,0.22091897,0.10547397,0.12898959,0.098950706,0.22379871,0.080123916,0.11628655,4.8698378,0.10153352,0.006571589,0,0.005968544,0.006571589,0.10750207,0.025862839,0.051725678,0.18424819,0.31124693,0.045936715,0.027227968,0.83166486,0.10522905,0.3707293,0.099511549,0.22666721,0.18891686,0.15929326,0.2400662
ambala,12.99435043,haryana,27.406693,31.195633,1.9668356,9.677227,91.092369,37.928936,0.62845635,32.646236,26.968008,1091779.957,4.3310695,37.507732,62.492268,5.4829679,68.517097,4.7336369,62.521507,41.0116,583.7816879,31.460323,10.199276,89.580261,43.343086,44.650364,0.0,25.408558,28.87533,1072486.0,5.4264326,55.810799,89.9282,0.0,74.914871,38.99915083,622.7808387299999,31.212208149059244,37.87314762719965,38.34983845566889,0.589101793052324,26.870353701762657,32.41009814425023,5.4794276037114775,67164.19175873334,27.406693,17.077866,10.328827,not_treated,62.190052,87467560,0.37215999,0.42686391,0.40504456,0.16727817,0.15866902,0.59440082,0.035766665,0.024713311,0.098854676,0.054792657,0.0137172,0.24246059,0.042230811,0.051728893,0.0,0.049343746,0.044225529,0.003033639,0.05456822,0.003033639,0.1080699,0.042312361,0.023629583,0.54531175,0.0137172,0.003033639,0,0.003033639,0.003033639,0.0137172,0.03204995,0.0640999,0.17752446,0.23537429,0.056846607,0.0137172,0.74582982,0.54813552,0.075697616,0.053222395,0.12277766,0.1220088,0.081871346,0.13882306
ambedkar nagar,6.410256863,uttar pradesh,39.018898,28.786942,1.8396456,9.1095886,81.277687,32.062737,0.30812532,10.655881,56.892895,-405439.2177,2.2265944,12.11037,87.889633,6.502625,60.110126,2.2304332,47.651794,32.848392,1343.322233,30.56431,9.1991301,83.803871,14.067086,29.598486,3.1600931,54.875038,12.36638,-491977.25,6.4408498,49.195663,86.670692,0.0,77.04567,82.07492498,1425.3971579800002,28.889283543509585,12.223038471385726,31.92084446511974,0.4723427384776657,56.77670600595846,10.754372200376965,6.499067959860528,-28326.143787934943,39.018898,48.010853,-8.991955,treated,70.754753,102394208,0.1441205,0.24229842,0.3148106,0.12030708,0.098481566,0.89286065,0.018231852,0.059970658,0.070991457,0.063751221,0.081987053,0.27212548,0.068980731,0.058639243,0.0,0.0,0.03754523,0.011383456,0.12623762,0.022766912,0.14226395,0.035432257,0.018772615,2.582268,0.022809893,0.005567834,0,0.0,0.0,0.022809893,0.0,0.0,0.10953164,0.18673731,0.039315037,0.0,0.69314802,0.42972434,0.26935613,0.043570414,0.10583692,0.11250551,0.21541028,0.14618142
amethi,,uttar pradesh,36.35321,28.818449,1.4275136,6.8886075,72.293106,29.53363,0.22303668,24.14365,46.099682,-329026.5771,2.3379796,4.3012033,95.698799,6.7954431,66.081665,3.1344433,51.613777,33.269234,1206.176989,30.868786,9.9083195,86.596695,6.2789335,30.897942,0.0,46.140923,22.961136,-1423.0187,7.3316345,59.041142,87.966988,0.0,72.305107,62.08418795,1268.26117695,28.91881752817254,4.398017564823966,29.600416088047048,0.2121185415183314,46.101700838108265,24.085763325895496,6.821690854216391,-67.43638044537026,,,,,67.365585,82234600,0.17665079,0.15612786,0.17666163,0.09556935,0.13964424,0.8886506,0.005276623,0.068671241,0.058117993,0.031680815,0.30324569,0.41633502,0.23785764,0.20058647,0.036696255,0.061216179,0.0,0.010710869,0.26695815,0.010383707,0.2159455,0.12446248,0.010547288,7.8375316,0.040631983,0.0,0,0.005309614,0.0,0.045941599,0.005355435,0.010710869,0.062216137,0.1137214,0.055866338,0.019551223,0.70631379,0.2616128,0.29879293,0.058488797,0.17228469,0.14531399,0.15747651,0.20326313
amravati,,maharashtra,48.598248,31.455458,1.9627256,9.5499258,93.520447,25.421059,17.885098,14.522197,42.102386,435251.0439,3.4276581,36.600925,63.399071,5.2436862,70.920876,6.3156581,45.396046,42.590103,1795.584792,32.574707,9.5368452,87.37748,33.733147,24.254045,12.380053,42.518471,20.475002,341178.69,5.5687222,58.348675,93.994293,0.0,77.905998,432.3103777,2227.8951697,31.672641898287058,36.04444900094897,25.194606575315618,16.816875349503402,42.18312492611811,15.677304930087653,5.306757585870018,66206.54552956803,48.598248,69.978424,-21.380176,treated,61.941154,87174576,0.21035911,0.39651963,0.27411783,0.28154609,0.24354583,1.69899,0.24779752,0.13623869,0.26900128,0.2205317,0.29479727,0.76186711,0.21788727,0.20812142,0.034375299,0.02395921,0.15077882,0.049405724,0.39207825,0.22900915,0.38227132,0.10598297,0.12449079,5.2322421,0.070039034,0.011763843,0,0.011763843,0.007357787,0.074445091,0.06246398,0.11757018,0.15095595,0.22530785,0.048612729,0.011319918,0.79447162,0.31797752,0.33307132,0.30136582,0.26806936,0.21659008,0.27581501,0.30407846
amreli,30.1204834,gujarat,59.499851,30.678055,1.5634156,6.8852329,79.485535,17.386003,0.6377784,18.438583,62.958412,472266.0885,3.4998605,24.997713,75.002289,5.6018949,70.907524,2.1680214,35.791218,37.107071,773.5761816,33.343376,6.9468822,81.56871,22.61978,27.696007,0.0,64.994072,7.3099189,330218.41,5.6249971,69.036133,95.291069,0.0,85.079498,188.1992559,961.7754375,31.199602348140345,24.53240144833121,19.40345427341747,0.5129785604230067,63.3567479132785,16.260937136818928,5.606415515395372,64619.62328415445,59.499851,59.760754,-0.260903,treated,65.508141,84975240,0.02861823,0.02861823,0.02861823,0.10953161,0.019329112,1.1009781,0.059953053,0.025171591,0.056253918,0.03697503,0.038126636,0.060380753,0.018578235,0.0,0.0,0.0,0.0,0.018578235,0.04742571,0.018578235,0.034008037,0.0,0.009289118,0.089181095,0.0,0.006477522,0,0.0,0.0,0.006477522,0.006593356,0.013186712,0.009289118,0.009289118,0.0,0.014840512,0.79118776,0.048773173,0.31618264,0.041417863,0.13461556,0.1419666,0.40923929,0.057556096
amritsar,13.22115326,punjab,27.068203,31.369947,1.7496988,8.8323107,84.162956,43.36499,0.3471705,36.509167,16.911934,1226295.264,4.4884248,50.223625,49.776371,5.5333662,71.113274,4.2053056,63.475315,38.739429,1379.746948,31.892399,9.5684423,86.611565,49.766819,42.487675,0.55215961,13.520494,39.565514,1332064.0,5.1332574,57.184292,90.543518,0.0,76.759117,115.7076405,1495.4545885,31.41037062012152,50.18828060048917,43.29710960469687,0.363031099465,16.649528492460696,36.745645394354966,5.502408626599043,103069.77992559156,27.068203,32.528309,-5.460106,treated,60.918842,206520624,0.2571682,0.18804987,0.25801608,0.30101779,0.085826278,0.50526613,0.094934344,0.05570177,0.10348009,0.060749739,0.064892218,0.18925656,0.054029327,0.039488878,0.0,0.0,0.025403341,0.025403341,0.064892218,0.025403341,0.094628282,0.019744439,0.012701671,0.1098464,0.041457675,0.024030758,0,0.0,0.0,0.058331937,0.039885841,0.065458693,0.1988274,0.29345185,0.0,0.019858167,0.74142623,0.4984611,0.2280551,0.027721841,0.10182565,0.078597292,0.079410031,0.12108766
anand,12.3711338,gujarat,45.348618,31.810881,1.5824879,7.2276349,82.180679,9.0454035,1.7795248,34.73616,53.998959,363944.2354,3.3124394,26.167768,73.83223,5.6967306,79.16803,3.4392073,44.0504,42.946686,1101.241159,32.233166,8.9285135,89.801575,24.596918,10.579279,0.59595686,68.953102,19.219055,276555.09,5.3873963,60.616409,89.399017,0.0,86.156013,288.8084376,1390.0495966,31.898618496108217,25.84139494445319,9.364094421325015,1.5336167342871376,57.105957977619774,31.51219528529728,5.632460694740787,57462.04411929065,45.348618,39.641197,5.707421,treated,57.556072,125462144,0.16080831,0.34360093,0.28159466,0.25214937,0.28820601,1.0850654,0.067043729,0.025328087,0.12885933,0.078437947,0.14558549,0.27035365,0.12965322,0.10975602,0.020466557,0.0,0.10138319,0.0,0.15186688,0.083055153,0.12007863,0.03999643,0.067347519,2.2148051,0.030415159,0.0,0,0.0,0.0,0.030415159,0.010233278,0.020466557,0.029094473,0.014697525,0.012562801,0.010233278,0.7041738,0.041192353,0.26945004,0.049343012,0.22264002,0.077419341,0.3176645,0.14854839
